@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC
@ATTRIBUTE gnn_48 NUMERIC
@ATTRIBUTE gnn_49 NUMERIC
@ATTRIBUTE gnn_50 NUMERIC
@ATTRIBUTE gnn_51 NUMERIC
@ATTRIBUTE gnn_52 NUMERIC
@ATTRIBUTE gnn_53 NUMERIC
@ATTRIBUTE gnn_54 NUMERIC
@ATTRIBUTE gnn_55 NUMERIC
@ATTRIBUTE gnn_56 NUMERIC
@ATTRIBUTE gnn_57 NUMERIC
@ATTRIBUTE gnn_58 NUMERIC
@ATTRIBUTE gnn_59 NUMERIC
@ATTRIBUTE gnn_60 NUMERIC
@ATTRIBUTE gnn_61 NUMERIC
@ATTRIBUTE gnn_62 NUMERIC
@ATTRIBUTE gnn_63 NUMERIC

@DATA
instances/Sat_Data/bench/HW-verification/40randomsets/09_rule/SAT_dat.k85.cnf,1,-156.12231,-69.35124,7665.5757,-142.48354,20355.703,1952.072,-251.23404,19003.451,6481.369,474.80145,-137.71735,-145.51886,4679.215,-108.91902,-83.451065,5026.447,6024.647,-160.68335,3093.6023,7037.558,11266.772,-149.29196,2242.9849,20336.842,10790.8486328125,-81.6839828491211,-302.4680480957031,14024.2685546875,19982.81640625,-8.905085563659668,-139.37326049804688,19944.302734375,19621.642578125,15351.90625,-26.962465286254883,-166.5751495361328,-189.20034790039065,6173.7158203125,-238.919921875,-151.25396728515625,-232.532470703125,2275.474365234375,2613.81201171875,-47.15987777709961,-206.9771423339844,-263.5605163574219,13034.16796875,-5.256332874298096,-56.01465225219727,-103.89544677734376,-241.13101196289065,2969.777099609375,6727.361328125,-66.63581848144531,-89.0058364868164,3534.01708984375,16952.17578125,4818.6337890625,19822.0078125,25491.625,9180.4345703125,-138.06692504882812,34644.234375,19954.400390625
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_22/SAT_dat.k90.cnf,1,2688.1409,-948.33093,657.2266,-603.89844,97169.836,25885.336,-706.27344,-7.8818665,94865.47,61678.617,-1002.72546,-512.8161,-498.6446,9924.409,-1555.1302,132970.78,23155.086,-7.1690354,-320.49838,-688.26514,23369.312,-973.43286,-588.2886,269601.03,-423.59326171875,32419.927734375,-1708.6336669921875,116413.4140625,106874.5703125,-640.1873168945312,-1903.75,1142.596435546875,101223.75,147714.0625,118304.5859375,19197.869140625,-1620.179443359375,-610.8884887695312,-2155.216064453125,-1231.427490234375,-1826.3895263671875,33908.7890625,81948.3828125,8587.6611328125,-1693.9393310546875,-436.1734313964844,2528.017578125,136105.828125,-154.6903076171875,-1195.5350341796875,-1933.2454833984373,-13.178947448730469,-96.8097152709961,-1127.295654296875,-737.2161254882812,18182.2421875,164471.421875,91312.046875,57620.078125,259039.484375,69050.03125,-291.05279541015625,226320.734375,106395.4921875
instances/Sat_Data/bench/HW-verification/40randomsets/1_17_2/IBM_FV_2004_rule_batch_1_17_2_SAT_dat.k50.cnf,1,-41.830605,3388.1418,-3.557778,-25.27582,4557.6836,3016.4663,-74.83693,7149.7544,3288.8928,3343.3325,-50.237427,-19.10549,-5.327207,-28.956484,-42.5224,4413.981,5011.64,-41.170086,-4.4184165,1675.5627,7796.4033,-47.278378,1879.242,-15.331235,-0.1844951957464218,-32.59029769897461,-135.43734741210938,7697.80322265625,-4.76417875289917,-6.6282639503479,-45.21967697143555,10058.5556640625,2391.5625,-0.8439841270446777,-20.97711944580078,-61.65207290649414,-76.04337310791016,4573.85595703125,-29.51296043395996,83.66109466552734,-61.51393508911133,3106.128173828125,2159.6728515625,-68.05422973632812,-78.2415542602539,-51.42543411254883,-26.574567794799805,-5.695626735687256,-52.44728469848633,-20.433380126953125,-71.7318344116211,-48.57662963867188,-27.484323501586918,-4.95811653137207,-46.54792022705078,-17.4573974609375,520.1221313476562,-44.44450759887695,5842.2724609375,4841.962890625,2520.74853515625,-11.621456146240234,5962.46240234375,7947.6064453125
instances/Sat_Data/bench/HW-verification/40randomsets/15_rule/SAT_dat.k25.cnf,1,-453.1497,-998.08826,-280.17548,-1683.5554,54059.23,-1.3273066,-1218.3164,48611.625,123031.82,20815.953,-2110.959,-353.65588,-856.5166,-438.30502,-2244.5874,144585.47,-15.11061,13206.667,-739.7155,-957.5091,65874.195,-1500.6803,-936.6223,273701.53,-219.5655975341797,43043.125,-2485.600830078125,200480.9375,105053.375,-688.0228271484375,-2558.537841796875,14239.2177734375,92013.4453125,132876.46875,110330.7890625,-235.75314331054688,-2232.860107421875,-808.5422973632812,-2215.830810546875,-1943.0128173828125,-2313.91845703125,92324.984375,97322.203125,-671.0401611328125,-2373.98388671875,-681.7685546875,-605.0062866210938,188454.59375,-521.3466796875,-1577.0213623046875,-2128.33056640625,-115.55323791503906,-173.10018920898438,-570.2760620117188,-914.2914428710938,30357.61328125,170965.265625,93863.0,71323.6640625,369171.25,126910.703125,-57.35200119018555,311515.71875,166663.859375
instances/Sat_Data/bench/HW-verification/40randomsets/03/IBM_FV_2004_rule_batch_03_SAT_dat.k100.cnf,1,-122.91158,-388.46585,-112.44528,-357.56464,22074.02,9055.573,-476.42615,-63.306686,23321.543,10397.639,-689.9053,-168.04143,-188.01476,-41.12321,-662.80664,60606.215,13505.36,5807.327,-292.23346,-258.11774,4934.2793,-487.1277,-300.61856,91377.484,-81.98811340332031,13118.552734375,-849.352294921875,43217.4375,23452.927734375,-244.7102508544922,-910.7875366210938,7390.81884765625,23454.123046875,32991.34765625,32685.78515625,-41.41031646728516,-856.323486328125,-293.46893310546875,-637.9285278320312,-526.130126953125,-728.556640625,24777.6484375,33895.421875,-262.0022888183594,-912.7067260742188,-152.89178466796875,-237.92620849609372,66980.6484375,-140.0207061767578,-263.663330078125,-692.4927978515625,4794.3828125,-14.427647590637209,-185.05943298339844,-299.21484375,9244.4677734375,54106.71484375,21774.625,7990.501953125,112096.359375,44149.05078125,786.5687866210938,105655.1640625,71400.0546875
instances/Sat_Data/bench/HW-verification/40randomsets/02_1_rule_5/SAT_dat.k80.cnf,1,-58.053608,-13.399943,-24.443798,-89.918945,1248.8491,72.59038,-63.92605,2599.5884,4345.6064,2236.7039,-101.13512,1142.8588,-47.72378,-27.482607,-65.592964,6696.416,2358.4558,-8.6888275,-35.924747,-20.74856,6283.1733,-62.652203,-20.392298,5726.721,76.79022216796875,467.36859130859375,-104.81944274902344,7400.162109375,2268.533203125,-24.660541534423828,-88.63909912109375,5545.501953125,1569.1766357421875,1012.160888671875,513.3065795898438,-31.290128707885746,-76.8073959350586,-8.138795852661133,-47.05624771118164,-59.48920822143555,-75.0398178100586,6598.6845703125,938.8512573242188,-75.09130096435547,-76.01934051513672,-35.664974212646484,-49.23187255859375,5834.49951171875,-36.6219367980957,-45.08527374267578,-81.52246856689453,-22.7089958190918,-17.255094528198242,-3.021944522857666,-59.182861328125,186.767578125,2579.36279296875,-10.900627136230469,2104.240478515625,10983.4326171875,5009.689453125,-0.1348782926797866,9710.0048828125,8441.6171875
instances/Sat_Data/bench/HW-verification/40randomsets/16_2_rule_5/SAT_dat.k15.cnf,1,-1.7528726,47.63847,-1.176444,-1.3242005,252.63142,284.65002,-4.7783976,410.25558,300.95468,253.27599,-4.636046,-1.17892,-1.4979986,-1.1998593,-2.9578848,397.92285,561.91266,-2.4349742,-0.7237239,75.47608,595.38116,-3.7167413,79.053185,-0.6963174,-2.3433055877685547,-3.2529258728027344,-9.611186027526855,724.7845458984375,-0.9703250527381896,24.685197830200195,-4.012855052947998,514.7105712890625,141.90994262695312,-1.3069301843643188,-0.8625747561454773,-3.325932025909424,-6.404377460479736,307.6571960449219,-1.890533447265625,-1.1699765920639038,-3.792119026184082,260.4128112792969,112.7994613647461,-5.407070636749268,-5.282532215118408,-2.361403703689575,-4.091770172119141,79.34429168701172,-3.5530660152435303,-1.7224700450897217,-4.8806986808776855,-4.485769271850586,-1.6250054836273191,-0.1866940855979919,-3.5671136379241943,-2.195055723190308,82.30534362792969,-3.651275873184204,339.6029052734375,460.1038513183594,114.77611541748048,8.826882362365723,368.5669250488281,578.6959228515625
instances/Sat_Data/bench/HW-verification/40randomsets/26_rule/SAT_dat.k20.cnf,1,-175236.16,-3512226.5,34003748.0,-2637785.8,393453000.0,45906610.0,-1943285.8,95834580.0,390876480.0,243261140.0,-3173004.8,-1908099.5,-2186385.8,-22814.719,-5812860.0,524868030.0,25065056.0,-315970.88,-1361438.0,-2588137.0,147606980.0,-4066104.5,-2361303.8,1022934660.0,-2057747.5,151906832.0,-5911509.5,472346720.0,475981312.0,-2048045.75,-7463966.5,-606535.6875,339588160.0,580884736.0,456529760.0,72401152.0,-4970182.5,-1951863.0,-8482402.0,-4870180.5,-7293091.0,142243696.0,279516192.0,65268980.0,-6191412.5,-2097194.75,-367290.21875,547232576.0,-206103.671875,-5055294.0,-7247434.0,-932376.3125,-813244.8125,-4353824.5,-2082518.25,70193024.0,654084224.0,380795648.0,209861536.0,992364736.0,258058944.0,-1547480.5,876828928.0,334261984.0
instances/Sat_Data/bench/HW-verification/40randomsets/2_14/IBM_FV_2004_rule_batch_2_14_SAT_dat.k95.cnf,1,106742.6,-4845.2144,-108.7399,-3692.1357,542215.75,185097.23,-5568.4014,45013.832,634952.3,376963.25,-6613.1616,-3362.066,-2511.03,63816.88,-9374.365,743162.2,174724.28,-156.57309,-872.856,-4247.1035,137683.31,-5665.7124,-3913.5686,1589391.1,-2258.4462890625,121383.4921875,-11570.5126953125,846476.875,644352.125,-3797.09814453125,-11060.1650390625,57632.84375,729162.3125,943614.625,710620.5625,44096.15625,-11007.515625,-3701.26220703125,-12993.9375,-6564.64990234375,-11124.123046875,251929.34375,596197.5,-791.7330932617188,-11901.08984375,-3120.5615234375,58786.7421875,810820.5,-1686.109619140625,-6049.13037109375,-11734.9208984375,17399.03515625,-972.986328125,-7693.60595703125,-5556.84423828125,199009.34375,981673.5625,552052.8125,401644.125,1637117.875,417476.6875,-1135.697998046875,1352302.625,744437.625
instances/Sat_Data/bench/HW-verification/40randomsets/2_31_2/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k20.cnf,1,1417.9021,-89.59225,-3.5819156,-114.64197,10504.699,1215.8181,-124.030876,3481.2336,13672.18,5784.93,-116.688,-52.857407,-38.96456,-6.433732,-201.96736,12278.293,263.94193,-31.807068,-18.596546,-69.95684,5076.3306,-117.77617,-68.3116,30409.242,-23.98494911193848,2637.624755859375,-216.335693359375,15064.3017578125,13020.99609375,-69.14772033691406,-217.07286071777344,1154.326904296875,14597.85546875,18266.9140625,13729.58203125,-5.6162848472595215,-184.36767578125,-70.24803924560547,-258.6288452148437,-155.57369995117188,-208.1368560791016,4302.2275390625,10640.111328125,-9.797361373901367,-217.19134521484372,-86.28074645996094,1445.74755859375,13762.3203125,-27.75575065612793,-146.04751586914062,-235.7545318603516,782.432373046875,-23.33151626586914,-128.5011749267578,-100.4506607055664,5565.97216796875,20452.056640625,10574.91015625,8751.3037109375,32108.912109375,8373.9248046875,-54.61600112915039,27588.998046875,14040.912109375
