@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC

@DATA
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1062911858.cnf,1,352.0425,726.04553,5050.6343,1975.6838,5.34784,134.64531,4959.5107,4807.0957,8.074735,7.401027,1156.14,2143.5618,938.53894,2351.7327,212.0136,750.88495,3051.7131,1.1741642,1237.8123,2173.3796,-0.0016122753,1397.4851,2850.9673,0.82377285,0.84126663,2151.0344,1757.6425,681.3205,24.386545,235.79486,4545.242,3593.7573,2647.443,12.360502,3213.6763,6111.3774,1846.3514,4832.612,3789.76,654.28284,5269.5796,1022.0605,781.2201,79.34575,33.01433,3078.6187,2052.8088,1726.2747
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1097591767.cnf,1,432.72562,1628.0468,7718.7095,3154.8376,8.341007,93.44184,7554.2803,8083.8877,4.780233,6.1497135,1540.8522,2916.6995,1729.2258,3105.2146,506.56567,1008.7208,4119.292,9.0094595,2393.5264,3746.6477,-0.0033614282,2407.0984,4936.41,0.3072473,77.655624,3435.2861,2864.7637,697.4798,65.527054,541.1819,6861.227,6090.1514,4514.4214,19.607004,5211.944,8370.974,2140.7817,7075.6465,5803.126,1177.2001,7542.286,2151.7742,1068.4973,50.073677,19.84325,4547.6465,3442.8464,2746.1748
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1139517430.cnf,1,479.79483,884.6274,5602.6943,2470.0737,12.7457285,139.14185,6514.596,5352.616,0.087475345,18.123724,1663.0676,2609.5322,1611.8574,3269.9778,242.40755,1030.4624,3365.996,1.5310287,1886.6978,2299.1143,-0.001647834,1653.4948,3223.231,0.59803516,4.3601136,2332.6123,2050.9004,997.9934,137.82274,361.04962,6517.141,5632.5186,4102.0093,12.013559,3618.386,8641.243,1692.7946,5057.0713,5241.6123,706.8548,5572.584,1421.3978,1161.9418,39.3616,25.876509,3435.6028,3232.7878,2240.089
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1180426174.cnf,1,493.96573,905.2267,5215.036,2269.0837,19.72255,156.30261,5863.698,5038.8164,0.22313227,0.3045234,1383.6726,2263.6038,1423.9564,2729.3418,277.9903,837.4205,3086.835,12.489744,1685.3901,2252.6477,-0.0029842635,1674.8091,3036.5864,0.061412018,13.71323,2214.593,1787.3771,827.03046,83.69544,334.74594,5578.008,4802.742,3490.4072,4.155584,3384.6523,7349.5933,1646.6448,4708.864,4490.6836,660.68097,5161.2856,1351.3711,910.60736,115.05738,15.980772,3175.5703,2635.1006,2033.0183
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1193866207.cnf,1,592.4872,1190.7805,6946.388,2894.321,15.552341,203.05742,7837.053,6583.8247,4.8984585,5.6304383,1747.955,2913.517,1832.7972,3341.8792,330.84003,1034.574,4055.457,3.434166,2032.8137,2909.8171,-0.0014116017,2077.8076,4013.7773,9.681178,9.067716,3051.7239,2439.535,902.8837,93.01872,466.5778,6818.4414,5925.0947,4219.3516,8.326549,4494.3013,9128.3545,2350.0483,6128.9595,5747.237,880.20807,7095.389,1568.4662,1195.4413,86.98977,31.640131,4113.748,3292.7698,2490.8796
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1227698674.cnf,1,549.3166,820.443,8299.17,2911.4062,1.9613955,54.52282,6336.9995,8041.718,30.37118,18.926035,1142.6022,1803.8494,701.3227,2487.411,144.82758,592.74493,5339.9287,0.7111811,764.2018,3764.5906,-0.0019108634,1330.9811,4710.2383,-0.0027945351,0.86792165,3671.9426,3283.36,580.87134,2.1821747,950.58545,4109.254,3199.8118,1881.9229,6.5415564,5604.6973,6113.4604,2750.3706,8696.818,4072.7927,1655.3832,7890.7773,1639.6542,932.412,558.772,7.952717,5437.711,1640.8007,1693.7744
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1229019410.cnf,1,363.1714,1027.2969,5948.3145,2210.168,2.2415519,142.30705,6218.4585,5704.09,5.7588863,3.06154,1461.147,2457.0576,1214.5598,2805.8013,267.8736,872.2899,3279.1191,10.228004,1563.5334,2609.3225,-0.0017894972,2151.1113,3500.1418,4.5258684,22.176487,2557.4185,2170.7112,692.7746,27.8085,451.1333,5405.831,4189.405,3239.3306,9.005924,4000.9602,6972.1104,2273.9775,5371.8315,4673.057,782.8385,6191.4126,1199.2472,760.0336,150.08188,11.214859,3554.0032,2488.9941,1887.3147
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1239105171.cnf,1,465.489,806.00275,6046.6753,2376.6646,0.35412556,78.98187,5167.1045,6136.4526,4.532494,11.785698,1059.4358,1967.3335,794.966,2141.0437,210.73537,668.0419,3770.3647,12.347174,912.0933,2726.4075,-0.0019158521,1374.3663,3676.7183,3.0897288,8.171624,2822.4204,2305.5774,683.31146,28.574286,484.44858,3977.761,3100.6858,2170.4019,3.8673193,4094.313,5433.874,2121.8987,6094.0815,3740.112,921.36224,6130.6357,1423.8208,733.3106,254.97969,8.06551,4099.3145,1838.8562,1486.9745
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1241973064.cnf,1,428.51935,660.5512,4497.3936,1870.7832,2.4689517,122.31643,5130.3276,4258.6084,2.5874817,13.373983,1111.6986,2374.4077,1063.4497,2312.3728,253.17195,659.3601,2746.344,3.1519113,1497.8357,1810.2085,-0.0031621985,1368.4098,2453.2664,0.3432944,10.733301,1928.2893,1473.3141,539.9966,13.163029,270.24655,4702.818,3944.2463,2986.7703,2.604903,2809.2712,6260.8267,1634.5941,4201.0435,3837.5994,582.0334,4770.946,936.85,816.5499,84.04341,11.256867,2656.308,2324.985,1708.1384
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1316889648.cnf,1,568.4663,853.49255,5276.58,2376.3025,6.075237,155.02419,5519.8867,5052.5044,4.727024,1.9018899,1033.3972,2085.4636,1273.6741,2304.531,288.56406,716.3143,3273.9226,9.52991,1366.5463,2033.8834,-0.0035183092,1441.473,2978.146,4.841364,0.7855102,2347.4104,2082.1145,560.70703,89.92128,401.1129,4686.6377,4248.1665,2755.7668,1.3078858,3505.914,6387.096,1476.3207,4790.0083,4021.7449,864.7686,5391.5522,1224.1025,1048.8105,112.09332,33.098476,3235.3315,2161.299,1661.8925
