@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE GNN_c6 NUMERIC
@ATTRIBUTE GNN_c14 NUMERIC
@ATTRIBUTE GNN_c29 NUMERIC

@DATA
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-986-S67383539.cnf,1.0,0.0,0.0,0.05,0.0,1.82,2.7,1.8,0.0040385723114013,0.0014204978942871,0.0058803558349609
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-845-S148864424.cnf,1.0,0.0,0.0,0.95,0.0,1.83,2.68,1.88,0.0040459632873535,0.0031037330627441,0.0033788681030273
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-589-S489789423.cnf,1.0,0.0,0.0,1.38,0.0,1.83,2.57,1.81,0.0051112174987792,0.0030810832977294,0.0083613395690917
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-890-S637722797.cnf,1.0,0.0,0.0,0.2,0.0,1.86,2.66,1.72,0.0040977001190185,0.0030834674835205,0.0033655166625976
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-521-S556521707.cnf,1.0,0.0,0.0,0.06,0.01,1.83,2.58,1.87,0.0040714740753173,0.0014231204986572,0.0034680366516113
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-904-S160136050.cnf,1.0,0.0,0.0,0.03,0.0,1.82,2.62,1.91,0.0041189193725585,0.0025594234466552,0.0034029483795166
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-953-S592245209.cnf,1.0,0.0,0.0,1.99,0.0,1.89,2.68,1.73,0.0040583610534667,0.0014266967773437,0.0034122467041015
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-485-S954086185.cnf,1.0,0.0,0.0,0.05,0.0,1.81,2.62,1.76,0.0043225288391113,0.003462791442871,0.0060420036315917
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-868-S52384790.cnf,1.0,0.0,0.0,0.08,0.0,1.83,2.63,1.91,0.004164695739746,0.0032870769500732,0.0035364627838134
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-703-S314898416.cnf,1.0,0.0,0.0,0.09,0.01,1.9,2.64,1.78,0.0040526390075683,0.0022599697113037,0.0035598278045654
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-614-S1284935773.cnf,1.0,0.0,0.0,2.0,0.0,1.8,2.65,1.9,0.0040972232818603,0.0016114711761474,0.0057306289672851
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-119-S595537095.cnf,1.0,0.0,0.0,0.08,0.0,1.8,2.63,1.77,0.0040042400360107,0.0026614665985107,0.0045564174652099
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-269-S1783209885.cnf,1.0,0.0,0.0,1.43,0.0,1.84,2.66,1.88,0.0041513442993164,0.0022790431976318,0.0065419673919677
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-896-S1605993242.cnf,1.0,0.0,0.0,0.01,0.0,1.82,2.59,1.73,0.0040857791900634,0.0031774044036865,0.0051655769348144
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-697-S1590116081.cnf,1.0,0.0,0.0,1.97,0.0,1.85,2.68,1.87,0.0040359497070312,0.0025484561920166,0.0034072399139404
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-360-S1531090365.cnf,1.0,0.0,0.0,0.23,0.0,1.83,2.63,1.78,0.0041162967681884,0.0030694007873535,0.0035240650177001
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-134-S440574157.cnf,1.0,0.0,0.0,0.84,0.0,1.88,2.61,1.83,0.005033254623413,0.0014472007751464,0.0068953037261962
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-56-S441853154.cnf,1.0,0.0,0.0,0.94,0.0,1.77,2.59,1.81,0.0041568279266357,0.0025594234466552,0.0034267902374267
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-290-S778859173.cnf,1.0,0.0,0.0,0.71,0.0,1.8,2.71,1.69,0.0040621757507324,0.0022578239440917,0.005021333694458
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-721-S652240344.cnf,1.0,0.0,0.0,0.0,0.0,1.85,2.63,1.93,0.0051169395446777,0.0014436244964599,0.0048091411590576
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-231-S1697955241.cnf,1.0,0.0,0.0,0.74,0.0,1.86,2.64,1.7,0.0041191577911376,0.002760887145996,0.0033431053161621
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-777-S900373011.cnf,1.0,0.0,0.0,0.04,0.0,1.85,2.62,1.87,0.00516939163208,0.0016815662384033,0.0083734989166259
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-305-S193990361.cnf,1.0,0.0,0.0,0.0,0.0,1.88,2.68,1.72,0.0041041374206542,0.0025479793548583,0.0072436332702636
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-991-S849346032.cnf,1.0,0.0,0.0,0.01,0.0,1.83,2.65,1.77,0.0041043758392333,0.003070592880249,0.0058767795562744
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-159-S884110265.cnf,1.0,0.0,0.0,0.0,0.0,1.88,2.66,1.72,0.0040132999420166,0.0014452934265136,0.006049633026123
