@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
instances/Sat_Data/circuit_fuzz/fuzz_100_25433.cnf,1.0,0.0,0.0,0.0,0.0,1.24,0.12,2.2,2.46,2.0,0
instances/Sat_Data/circuit_fuzz/fuzz_100_531.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.12,2.16,2.48,2.0,0
instances/Sat_Data/circuit_fuzz/fuzz_100_6463.cnf,1.0,0.02,0.0,0.0,0.0,1.98,0.48,2.06,2.3,2.0,2.853536329999997
instances/Sat_Data/circuit_fuzz/fuzz_100_3546.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.04,2.22,2.52,2.0,0.4976695240000026
instances/Sat_Data/circuit_fuzz/fuzz_100_17714.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.06,2.24,2.66,2.0,0.4509529110000585
instances/Sat_Data/circuit_fuzz/fuzz_100_28416.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.12,2.16,2.36,2.0,1.0198073150000369
instances/Sat_Data/circuit_fuzz/fuzz_100_23226.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.04,2.22,2.56,2.0,0.435582515999954
instances/Sat_Data/circuit_fuzz/fuzz_100_2327.cnf,1.0,0.0,0.0,0.0,0.0,1.96,0.18,2.14,2.46,2.0,1.1692353950000012
instances/Sat_Data/circuit_fuzz/fuzz_100_18548.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.1,2.18,2.44,2.0,0.5052076400000942
instances/Sat_Data/circuit_fuzz/fuzz_100_27424.cnf,1.0,0.0,0.0,0.0,0.0,1.92,0.06,2.26,2.58,2.0,0.4274554679999909
instances/Sat_Data/circuit_fuzz/fuzz_100_6173.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.08,2.2,2.52,2.0,0.6169681379999474
instances/Sat_Data/circuit_fuzz/fuzz_100_29181.cnf,1.0,0.0,0.0,0.0,0.0,1.88,0.04,2.26,2.6,2.0,0.3217849979999982
instances/Sat_Data/circuit_fuzz/fuzz_100_7085.cnf,1.0,0.0,0.0,0.0,0.0,1.96,0.06,2.26,2.48,2.0,0.4803613330000189
instances/Sat_Data/circuit_fuzz/fuzz_100_23681.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.06,2.18,2.48,2.0,0.476185074
instances/Sat_Data/circuit_fuzz/fuzz_100_911.cnf,1.0,0.0,0.02,0.0,0.0,1.98,0.26,2.1,2.3,2.0,2.204836989000114
instances/Sat_Data/circuit_fuzz/fuzz_100_22469.cnf,1.0,0.02,0.0,0.0,0.0,1.22,0.34,2.08,2.26,2.0,2.3781937129999733
instances/Sat_Data/circuit_fuzz/fuzz_100_17352.cnf,1.0,0.0,0.02,0.0,0.0,1.98,0.26,2.08,2.38,2.0,2.114295840000011
instances/Sat_Data/circuit_fuzz/fuzz_100_29710.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.06,2.18,2.44,2.0,0.4377962580000485
instances/Sat_Data/circuit_fuzz/fuzz_100_11470.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.06,2.18,2.54,2.0,0.9126900949999984
instances/Sat_Data/circuit_fuzz/fuzz_100_14661.cnf,1.0,0.0,0.0,0.0,0.0,0.36,0.06,2.22,2.48,2.0,0.3798083109999766
instances/Sat_Data/circuit_fuzz/fuzz_100_6791.cnf,1.0,0.0,0.0,0.0,0.0,0.5,0.16,2.12,2.44,2.0,0.9069746960000202
instances/Sat_Data/circuit_fuzz/fuzz_100_18681.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.08,2.22,2.4,2.0,0.6706097290000343
instances/Sat_Data/circuit_fuzz/fuzz_100_16654.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.08,2.24,2.5,2.0,0.4121778410000161
instances/Sat_Data/circuit_fuzz/fuzz_100_31996.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.1,2.14,2.5,2.0,0.5815085720000184
instances/Sat_Data/circuit_fuzz/fuzz_100_23726.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.04,2.26,2.54,2.0,0.3915212130000327
instances/Sat_Data/circuit_fuzz/fuzz_100_6906.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.04,2.18,2.56,2.0,0.4385653919999868
instances/Sat_Data/circuit_fuzz/fuzz_100_19.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.06,2.24,2.52,2.0,0.4369314430000486
instances/Sat_Data/circuit_fuzz/fuzz_100_31328.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.06,2.24,2.56,2.0,0.4125483430000258
instances/Sat_Data/circuit_fuzz/fuzz_100_10683.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.08,2.22,2.52,2.0,0.4383401700001741
instances/Sat_Data/circuit_fuzz/fuzz_100_11455.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.1,2.14,2.4,2.0,0.6894583809998949
instances/Sat_Data/circuit_fuzz/fuzz_100_810.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.08,2.1,2.46,2.0,0.5058528289999913
instances/Sat_Data/circuit_fuzz/fuzz_100_7453.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.1,2.2,2.46,2.0,0.6188914890000206
instances/Sat_Data/circuit_fuzz/fuzz_100_31215.cnf,1.0,0.0,0.0,0.0,0.0,1.3,0.1,2.16,2.6,2.0,0.4995391060000429
instances/Sat_Data/circuit_fuzz/fuzz_100_6593.cnf,1.0,0.02,0.0,0.0,0.0,1.98,0.24,2.1,2.34,2.0,1.9750276239999491
instances/Sat_Data/circuit_fuzz/fuzz_100_29882.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.18,2.12,2.4,2.0,1.2799783460000071
instances/Sat_Data/circuit_fuzz/fuzz_100_4329.cnf,1.0,0.0,0.02,0.0,0.0,1.98,0.24,2.1,2.34,2.0,1.633458566999991
instances/Sat_Data/circuit_fuzz/fuzz_100_26658.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.08,2.2,2.4,2.0,0.430052873000001
instances/Sat_Data/circuit_fuzz/fuzz_100_797.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.06,2.16,2.48,2.0,0.4363450659999444
instances/Sat_Data/circuit_fuzz/fuzz_100_890.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.06,2.26,2.44,2.0,0.4147951040000066
instances/Sat_Data/circuit_fuzz/fuzz_100_16159.cnf,1.0,0.02,0.02,0.0,0.0,1.98,0.52,2.08,2.24,2.0,3.491069126000013
instances/Sat_Data/circuit_fuzz/fuzz_100_13843.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.06,2.22,2.48,2.0,0.4572999290001007
instances/Sat_Data/circuit_fuzz/fuzz_100_6645.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.08,2.2,2.5,2.0,0.5254949339999939
instances/Sat_Data/circuit_fuzz/fuzz_100_8354.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.06,2.22,2.46,2.0,0.40455831700001
instances/Sat_Data/circuit_fuzz/fuzz_100_28413.cnf,1.0,0.02,0.0,0.0,0.0,0.2,0.38,2.06,2.24,2.0,2.961863691999952
instances/Sat_Data/circuit_fuzz/fuzz_100_968.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.12,2.14,2.38,2.0,1.1864256870000034
instances/Sat_Data/circuit_fuzz/fuzz_100_26796.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.06,2.22,2.56,2.0,0.4822492479999027
instances/Sat_Data/circuit_fuzz/fuzz_100_4152.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.08,2.22,2.46,2.0,0.4782867200000282
instances/Sat_Data/circuit_fuzz/fuzz_100_5836.cnf,1.0,0.08,0.02,0.0,0.0,1.98,1.48,2.1,2.12,2.0,7.501106829999912
instances/Sat_Data/circuit_fuzz/fuzz_100_16461.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.14,2.16,2.4,2.0,0.6583249619999947
instances/Sat_Data/circuit_fuzz/fuzz_100_880.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.04,2.18,2.56,2.0,0.5032408530000225
instances/Sat_Data/circuit_fuzz/fuzz_100_14730.cnf,1.0,0.02,0.0,0.0,0.0,0.62,0.44,2.08,2.3,2.0,2.8099819809999644
instances/Sat_Data/circuit_fuzz/fuzz_100_5052.cnf,1.0,0.02,0.0,0.0,0.0,1.98,0.44,2.1,2.22,2.0,2.7262607069999945
instances/Sat_Data/circuit_fuzz/fuzz_100_22056.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.18,2.08,2.4,2.0,0.9805992349999996
instances/Sat_Data/circuit_fuzz/fuzz_100_11340.cnf,1.0,0.18,0.04,0.0,0.0,1.98,2.56,2.14,2.14,2.0,14.767519351999908
instances/Sat_Data/circuit_fuzz/fuzz_100_8669.cnf,1.0,0.0,0.0,0.0,0.0,1.96,0.04,2.28,2.6,2.0,0.582008352999992
instances/Sat_Data/circuit_fuzz/fuzz_100_12902.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.06,2.2,2.52,2.0,0.4865049350000276
instances/Sat_Data/circuit_fuzz/fuzz_100_19668.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.18,2.12,2.4,2.0,1.5628779710000344
instances/Sat_Data/circuit_fuzz/fuzz_100_8069.cnf,1.0,0.0,0.0,0.0,0.0,1.76,0.08,2.2,2.46,2.0,0.5704138369999896
instances/Sat_Data/circuit_fuzz/fuzz_100_25891.cnf,1.0,0.0,0.0,0.0,0.0,1.98,0.08,2.14,2.52,2.0,0.4933173700001134
