@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
instances/Sat_Data/bmc/bmc08-100/pdtvisheap03.100.cnf,1.0,0.16,0.04,0.58,2.3,2.14,2.14,2.0,0.0387425422668457
instances/Sat_Data/bmc/bmc08-100/dme4p1neg.100.cnf,1.0,0.2,0.02,1.98,2.54,2.16,2.14,2.06,0.0304172039031982
instances/Sat_Data/bmc/bmc08-100/139462p1neg.100.cnf,1.0,1.08,0.16,2.0,4.84,2.7,2.66,2.3,0.5967648029327393
instances/Sat_Data/bmc/bmc08-100/bj08vsar6.100.cnf,1.0,0.04,0.02,0.24,1.06,2.08,2.26,2.0,0.013883352279663
instances/Sat_Data/bmc/bmc08-100/prodconspold1.100.cnf,1.0,0.1,0.0,1.98,1.3,2.08,2.12,2.0,0.0221831798553466
instances/Sat_Data/bmc/bmc08-100/prodcellp2.100.cnf,1.0,0.04,0.0,1.98,0.62,2.06,2.12,2.0,0.0141072273254394
instances/Sat_Data/bmc/bmc08-100/pdtpmsgigamax.100.cnf,1.0,0.14,0.02,1.98,1.84,2.12,2.16,2.0,0.0714409351348877
instances/Sat_Data/bmc/bmc08-100/139464p5.100.cnf,1.0,2.44,0.34,2.0,9.04,3.56,3.46,2.38,1.440158128738403
instances/Sat_Data/bmc/bmc08-100/bj08autg3f2.100.cnf,1.0,0.0,0.0,0.0,0.0,0.14,0.16,1.14,4.839897155761719e-05
instances/Sat_Data/bmc/bmc08-100/eijkS5378.100.cnf,1.0,0.38,0.06,2.0,3.06,2.26,2.24,2.0,0.3753993511199951
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a22.100.cnf,1.0,0.12,0.0,0.4,1.94,2.08,2.12,2.0,0
instances/Sat_Data/bmc/bmc08-100/pdtvisheap09.100.cnf,1.0,0.18,0.02,1.98,2.32,2.14,2.16,2.0,0.0364928245544433
instances/Sat_Data/bmc/bmc08-100/texasifetch1p5.100.cnf,1.0,0.0,0.0,0.04,0.2,2.14,2.4,2.0,0.0062360763549804
instances/Sat_Data/bmc/bmc08-100/dme5ptimo.100.cnf,1.0,0.24,0.02,2.0,2.6,2.14,2.12,2.02,0.0297207832336425
instances/Sat_Data/bmc/bmc08-100/dme6ptimonegnv.100.cnf,1.0,0.3,0.04,2.0,2.78,2.2,2.22,2.08,0.0361032485961914
instances/Sat_Data/bmc/bmc08-100/intel023.100.cnf,1.0,0.28,0.04,1.98,2.82,2.18,2.2,2.0,0
instances/Sat_Data/bmc/bmc08-100/intel030.100.cnf,1.0,4.82,0.66,2.02,14.12,5.04,4.9,2.14,0
instances/Sat_Data/bmc/bmc08-100/intel027.100.cnf,1.0,5.04,0.68,2.02,14.64,5.1,4.94,2.32,0
instances/Sat_Data/bmc/bmc08-100/cmudme1.100.cnf,1.0,0.04,0.0,1.98,0.58,2.08,2.28,2.0,0.0113720893859863
instances/Sat_Data/bmc/bmc08-100/prodconspold4.100.cnf,1.0,0.1,0.0,1.98,1.22,2.08,2.12,2.0,0.0200283527374267
instances/Sat_Data/bmc/bmc08-100/bj08amba2g3f3.100.cnf,1.0,0.22,0.02,1.98,2.6,2.14,2.14,2.0,0.0746152400970459
instances/Sat_Data/bmc/bmc08-100/intel014.100.cnf,1.0,4.38,0.58,2.02,12.4,4.56,4.48,2.08,0
instances/Sat_Data/bmc/bmc08-100/eijkS526.100.cnf,1.0,0.04,0.02,1.98,0.86,2.04,2.16,2.0,0.0249660015106201
instances/Sat_Data/bmc/bmc08-100/139454p23.100.cnf,1.0,1.52,0.22,2.0,5.72,2.96,2.92,2.2,0.7551066875457764
instances/Sat_Data/bmc/bmc08-100/pdtvisvsar05.100.cnf,1.0,0.02,0.02,1.98,0.48,2.08,2.2,2.0,0.0137093067169189
instances/Sat_Data/bmc/bmc08-100/139462p24.100.cnf,1.0,1.08,0.14,2.0,4.74,2.64,2.64,2.14,0.6077935695648193
instances/Sat_Data/bmc/bmc08-100/139454p5.100.cnf,1.0,1.56,0.2,2.0,5.66,2.94,2.92,2.02,0.8293247222900391
instances/Sat_Data/bmc/bmc08-100/pdtvisvending03.100.cnf,1.0,0.12,0.02,1.98,1.62,2.1,2.1,2.0,0.0234677791595459
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax1.100.cnf,1.0,0.16,0.04,1.98,2.2,2.12,2.16,2.0,0.0627455711364746
instances/Sat_Data/bmc/bmc08-100/neclaftp1002.100.cnf,1.0,5.42,0.74,2.02,16.24,5.46,5.26,2.06,16.43694543838501
instances/Sat_Data/bmc/bmc08-100/eijkS208.100.cnf,1.0,0.02,0.0,1.96,0.48,2.08,2.38,2.0,0.0122623443603515
instances/Sat_Data/bmc/bmc08-100/eijkS208c.100.cnf,1.0,0.02,0.0,1.96,0.22,2.12,2.4,2.0,0.0091471672058105
instances/Sat_Data/bmc/bmc08-100/pdtviscoherence1.100.cnf,1.0,0.32,0.04,1.98,2.78,2.22,2.22,2.0,0.1148669719696044
instances/Sat_Data/bmc/bmc08-100/pdtvisvending00.100.cnf,1.0,0.12,0.02,1.96,1.6,2.14,2.14,2.0,0.0236504077911376
instances/Sat_Data/bmc/bmc08-100/bj08amba2g4f2.100.cnf,1.0,0.0,0.0,0.0,0.0,0.14,0.18,1.1,4.792213439941406e-05
instances/Sat_Data/bmc/bmc08-100/pdtvisheap10.100.cnf,1.0,0.16,0.04,2.0,2.3,2.14,2.14,2.0,0.0351378917694091
instances/Sat_Data/bmc/bmc08-100/pdtvisretherrtf0.100.cnf,1.0,0.18,0.02,1.98,2.12,2.14,2.16,2.0,0.0332193374633789
instances/Sat_Data/bmc/bmc08-100/139443p6neg.100.cnf,1.0,0.64,0.1,2.0,3.8,2.4,2.38,2.04,0.2800309658050537
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a29.100.cnf,1.0,0.16,0.02,1.98,2.0,2.12,2.14,2.0,0.0402774810791015
instances/Sat_Data/bmc/bmc08-100/prodconsp1.100.cnf,1.0,0.1,0.0,1.98,1.28,2.08,2.08,2.0,0.0216171741485595
instances/Sat_Data/bmc/bmc08-100/prodcellp0.100.cnf,1.0,0.04,0.0,0.6,0.62,2.04,2.08,2.0,0.0385069847106933
instances/Sat_Data/bmc/bmc08-100/dme3ptimo.100.cnf,1.0,0.14,0.02,0.32,1.98,2.12,2.14,2.02,0.0184335708618164
instances/Sat_Data/bmc/bmc08-100/counterp0neg.100.cnf,1.0,0.0,0.0,0.0,0.08,2.12,2.52,2.0,0.006868839263916
instances/Sat_Data/bmc/bmc08-100/139452p6neg.100.cnf,1.0,0.6,0.08,1.98,3.5,2.4,2.4,2.04,0.2731568813323974
instances/Sat_Data/bmc/bmc08-100/bjrb07amba4andenv.100.cnf,1.0,2.8,0.42,2.0,8.92,3.88,3.9,2.24,3.843388080596924
instances/Sat_Data/bmc/bmc08-100/visemodel.100.cnf,1.0,0.04,0.0,1.96,0.66,2.08,2.24,2.0,0.0135753154754638
instances/Sat_Data/bmc/bmc08-100/pdtvisheap01.100.cnf,1.0,0.16,0.04,1.98,2.32,2.14,2.14,2.0,0.0339689254760742
instances/Sat_Data/bmc/bmc08-100/abp4p2tt.100.cnf,1.0,0.1,0.02,1.98,1.32,2.06,2.1,2.0,0.024071455001831
instances/Sat_Data/bmc/bmc08-100/brpptimo.100.cnf,1.0,0.12,0.02,0.46,1.72,2.08,2.08,2.02,0.0277934074401855
instances/Sat_Data/bmc/bmc08-100/pdtpmsns3.100.cnf,1.0,0.52,0.08,1.98,3.56,2.36,2.36,2.0,0.3113369941711426
instances/Sat_Data/bmc/bmc08-100/pdtvisgigamax5.100.cnf,1.0,0.18,0.02,1.98,2.32,2.14,2.14,2.0,0.0629248619079589
instances/Sat_Data/bmc/bmc08-100/pdtvistimeout3.100.cnf,1.0,0.16,0.02,1.98,1.86,2.14,2.14,2.0,0.0411889553070068
instances/Sat_Data/bmc/bmc08-100/ringp0neg.100.cnf,1.0,0.0,0.0,0.1,0.2,2.14,2.32,2.0,0.0104682445526123
instances/Sat_Data/bmc/bmc08-100/pdtvisheap00.100.cnf,1.0,0.18,0.02,1.98,2.42,2.14,2.16,2.0,0.0357832908630371
instances/Sat_Data/bmc/bmc08-100/eijkS420.100.cnf,1.0,0.04,0.0,1.98,1.04,2.08,2.16,2.0,0.0153234004974365
instances/Sat_Data/bmc/bmc08-100/pdtvisns3p18.100.cnf,1.0,0.64,0.1,1.98,3.78,2.42,2.44,2.04,0.1860830783843994
instances/Sat_Data/bmc/bmc08-100/bj08vsar8.100.cnf,1.0,0.06,0.0,0.28,1.36,2.08,2.14,2.0,0.015326976776123
instances/Sat_Data/bmc/bmc08-100/pdtpmsrotate32.100.cnf,1.0,0.16,0.04,1.98,1.82,2.16,2.14,2.0,0.4840154647827148
