@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC

@DATA
instances/Sat_Data/bench/HW-verification/40randomsets/09_rule/SAT_dat.k85.cnf,1,166.75044,76.27726,-0.0,663.9275,-0.0,114.798965,678.2401,-0.0,-0.0,-0.0,822.6182,226.93546,-0.0,-0.0,635.74774,596.09064
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_22/SAT_dat.k90.cnf,1,74.47516,38.070194,-0.0,64.588356,-0.0,-0.0,16.62324,-0.0,-0.0,19.032888,24.170437,16.845808,-0.0,16.375914,91.04965,42.256577
instances/Sat_Data/bench/HW-verification/40randomsets/1_17_2/IBM_FV_2004_rule_batch_1_17_2_SAT_dat.k50.cnf,1,283.60117,140.08376,-0.0,94.16654,-0.0,-0.0,23.03456,-0.0,-0.0,160.46019,-0.0,108.810295,-0.0,109.903824,285.7747,129.4432
instances/Sat_Data/bench/HW-verification/40randomsets/15_rule/SAT_dat.k25.cnf,1,304.3302,157.58774,-0.0,120.7304,-0.0,-0.0,14.681943,-0.0,-0.0,162.75746,-0.0,110.639114,-0.0,108.20457,309.25345,123.21312
instances/Sat_Data/bench/HW-verification/40randomsets/03/IBM_FV_2004_rule_batch_03_SAT_dat.k100.cnf,1,936.45685,474.74875,-0.0,337.98752,-0.0,-0.0,62.61082,-0.0,-0.0,522.1087,-0.0,355.42993,-0.0,349.313,952.4424,402.91803
instances/Sat_Data/bench/HW-verification/40randomsets/02_1_rule_5/SAT_dat.k80.cnf,1,44.46539,20.159657,-0.0,106.46142,-0.0,6.854528,77.469406,-0.0,-0.0,-0.0,104.978424,20.708685,-0.0,-8.155695e-06,107.50252,81.673096
instances/Sat_Data/bench/HW-verification/40randomsets/16_2_rule_5/SAT_dat.k15.cnf,1,14.51388,7.68255,-0.0,5.801664,-0.0,-0.00030080925,0.52923745,-0.0076110926,-1.610484e-07,8.435068,-0.017028514,5.6961517,-0.0,5.243128,14.873869,5.9004855
instances/Sat_Data/bench/HW-verification/40randomsets/26_rule/SAT_dat.k20.cnf,1,701.24396,361.16888,-0.0,267.33392,-0.0,-0.0,38.025677,-0.0,-0.0,384.1855,-0.0,260.57697,-0.0,254.62395,717.2438,291.0605
instances/Sat_Data/bench/HW-verification/40randomsets/2_14/IBM_FV_2004_rule_batch_2_14_SAT_dat.k95.cnf,1,534.8362,281.45425,-0.0,235.05006,-0.0,-0.0,17.698774,-0.0,-0.0,267.4681,-0.0,181.36488,-0.0,177.99934,532.78815,204.22874
instances/Sat_Data/bench/HW-verification/40randomsets/2_31_2/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k20.cnf,1,155.74393,79.03372,-0.0,56.291786,-0.0,-0.0,10.31746,-0.0,-0.0,87.16036,-0.0,59.290382,-0.0,58.170193,158.38239,66.985275
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_6/SAT_dat.k100.cnf,1,358.17932,179.5325,-0.0,125.42674,-0.0,-0.0,26.421598,-0.0,-0.0,200.58812,-0.0,136.20886,-0.0,135.57341,361.88214,158.05267
instances/Sat_Data/bench/HW-verification/40randomsets/18_rule/SAT_dat.k50.cnf,1,369.81787,193.16075,-0.0,158.68053,-0.0,-0.0,14.326581,-0.0,-0.0,187.71225,-0.0,127.990135,-0.0,124.77974,368.57285,141.41742
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_24/SAT_dat.k35.cnf,1,317.18396,157.31775,-0.0,107.28437,-0.0,-0.0,25.03613,-0.0,-0.0,178.81624,-0.0,121.2071,-0.0,121.99022,319.9538,143.23267
instances/Sat_Data/bench/HW-verification/40randomsets/31_1_rule_2/SAT_dat.k20.cnf,1,105.165436,54.404644,-0.0,40.896477,-0.0,-0.0,5.2358484,-0.0,-0.0,57.52969,-0.0,38.91618,-0.0,37.881897,107.6742,43.274223
instances/Sat_Data/bench/HW-verification/40randomsets/1_17_2/IBM_FV_2004_rule_batch_1_17_2_SAT_dat.k70.cnf,1,434.09558,214.29451,-0.0,143.43803,-0.0,-0.0,35.424038,-0.0,-0.0,245.72166,-0.0,166.68565,-0.0,168.45601,437.65265,198.48914
instances/Sat_Data/bench/HW-verification/40randomsets/2_17_1/IBM_FV_2004_rule_batch_2_17_1_SAT_dat.k20.cnf,1,30.684166,15.48763,-0.0,10.82883,-0.0,-0.0,2.1644084,-1.6252139e-07,-0.0,17.529596,-1.9143738e-06,11.857784,-0.0,11.650525,30.88561,13.582477
instances/Sat_Data/bench/HW-verification/40randomsets/15_rule/SAT_dat.k45.cnf,1,668.0879,345.68134,-0.0,264.7226,-0.0,-0.0,32.517315,-0.0,-0.0,356.52216,-0.0,242.3995,-0.0,237.54005,678.1555,270.39636
