@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE cl-num-mean NUMERIC
@ATTRIBUTE cl-num-coeff-variation NUMERIC
@ATTRIBUTE cl-num-min NUMERIC
@ATTRIBUTE cl-num-max NUMERIC
@ATTRIBUTE cl-num-q90 NUMERIC
@ATTRIBUTE cl-num-q10 NUMERIC
@ATTRIBUTE cl-num-q75 NUMERIC
@ATTRIBUTE cl-num-q25 NUMERIC
@ATTRIBUTE cl-num-q50 NUMERIC
@ATTRIBUTE cl-size-mean NUMERIC
@ATTRIBUTE cl-size-coeff-variation NUMERIC
@ATTRIBUTE cl-size-min NUMERIC
@ATTRIBUTE cl-size-max NUMERIC
@ATTRIBUTE cl-size-q90 NUMERIC
@ATTRIBUTE cl-size-q10 NUMERIC
@ATTRIBUTE cl-size-q75 NUMERIC
@ATTRIBUTE cl-size-q25 NUMERIC
@ATTRIBUTE cl-size-q50 NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE lobjois-log-num-nodes-over-vars NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC
@ATTRIBUTE gnn_48 NUMERIC
@ATTRIBUTE gnn_49 NUMERIC
@ATTRIBUTE gnn_50 NUMERIC
@ATTRIBUTE gnn_51 NUMERIC
@ATTRIBUTE gnn_52 NUMERIC
@ATTRIBUTE gnn_53 NUMERIC
@ATTRIBUTE gnn_54 NUMERIC
@ATTRIBUTE gnn_55 NUMERIC
@ATTRIBUTE gnn_56 NUMERIC
@ATTRIBUTE gnn_57 NUMERIC
@ATTRIBUTE gnn_58 NUMERIC
@ATTRIBUTE gnn_59 NUMERIC
@ATTRIBUTE gnn_60 NUMERIC
@ATTRIBUTE gnn_61 NUMERIC
@ATTRIBUTE gnn_62 NUMERIC
@ATTRIBUTE gnn_63 NUMERIC

@DATA
instances/Sat_Data/circuit_fuzz/fuzz_100_6463.cnf,1.0,15202.0,51347.0,15199.0,51338.0,0.000197381,0.000175309,0.296057501,0.498755308,0.775416892,0.0,1.0,1.089725049,0.000172924,0.212857985,0.000131588,0.000394763,0.742974405,0.0,0.395574428,0.988059527,3948.0,0.0,3948.0,3948.0,3948.0,3948.0,3948.0,3948.0,3948.0,41.580800405,0.0,41.580800405,41.580800405,41.580800405,41.580800405,41.580800405,41.580800405,41.580800405,0.365709494,0.742130933,6.43e-07,1.0,0.734277489,0.022217022,0.605049849,0.091557831,0.362447008,0.080346087,0.691214472,0.0,0.286854213,0.153933234,0.004997968,0.12054332,0.032554354,0.077940089,831.733,1.35105,3119.6,0.27698,3317.0,3283.0,3385.0,0.689199,0.846745,0.88935,0.424263,717.341,0.227517,3360.73,0.0125238,3366.0,3298.0,3410.0,0.286743,0.703311,0.810766,0.0222375,0.146337583,0.377897505,-0.58917534,56.023235,-0.73564285,-0.8119906,66.94444,48.47526,-1.4804823,87.01659,113.988525,53.556717,-1.141816,-0.45903432,-0.39173865,-0.47334307,-1.3133758,92.41217,100.07961,-0.63161737,-0.011775473,55.809563,161.26195,-1.2476741,32.982906,-0.022096109,-0.44502223,-0.63143903,-2.2011604,188.87573,-0.09135741,-0.05896386,-0.8246815,189.61272,73.445076,-0.14592186,14.346239,-1.3951182,-1.269114,15.576279,-0.80422944,-0.23747666,-1.1419911,45.409992,20.285126,-1.5542485,-1.7114711,-0.8110584,-0.717236,5.722998,-0.71250975,-0.77156013,-1.6401495,-1.2089317,-0.5403538,11.558206,-0.7085439,-0.2592979,-0.26220492,-0.5717882,94.978096,157.19635,37.51944,-0.15090166,87.532776,193.1954
instances/Sat_Data/circuit_fuzz/fuzz_100_3546.cnf,1.0,1974.0,6894.0,1973.0,6891.0,0.000506842,0.00043535,0.286315484,0.496831616,0.769838667,0.0,1.0,1.19762942,0.001384163,0.270164933,0.001013685,0.003041054,0.906559769,0.0,0.375126977,0.945436076,4237.0,0.025531221,4077.0,4379.0,4379.0,4077.0,4379.0,4225.0,4267.0,41.666631388,0.131593771,33.393671818,48.285224937,48.285224937,33.393671818,48.285224937,40.671715976,44.315912819,0.362027628,0.706279372,1.2469e-05,1.0,0.72659638,0.041088204,0.585953188,0.120270832,0.345656757,0.071472573,0.696291172,0.0,0.306846117,0.138236819,0.006377967,0.105721186,0.029564056,0.067554694,79.2821,0.208782,434.137,0.0345637,434.0,416.0,454.0,0.689578,0.208903,0.803505,0.0238759,88.2194,0.1329,433.565,0.0494681,434.0,413.0,453.0,0.32322,0.307862,0.810888,0.0314116,0.255376301,0.623582931,-0.03998913,0.52902955,-0.05543156,-0.026569434,3.972435,3.9733193,-0.10306834,3.1317687,7.1589527,1.2538991,-0.06092096,-0.017231176,-0.029808259,-0.02703264,-0.09584056,6.8172345,2.756589,-0.03277302,-0.011576255,2.5034847,5.392925,-0.07113143,1.6370628,5.6313667,-0.023401689,-0.03210281,-0.10189585,10.452361,1.254934,-0.016893575,-0.05944056,9.497122,5.016137,1.2925353,4.1787252,-0.057237647,-0.08537634,-0.0065513793,-0.053664487,-0.056421883,-0.08895787,3.225176,0.8043929,-0.070834175,-0.11548207,-0.031955507,-0.040984683,1.0514632,-0.03909866,-0.05178406,-0.1121379,-0.03471985,-0.027820121,-0.016935633,-0.04210025,0.5915527,0.071513906,0.6720289,4.4583154,9.852037,3.3001387,-0.009879575,7.720749,12.5108795
instances/Sat_Data/circuit_fuzz/fuzz_100_17714.cnf,1.0,2352.0,7986.0,2351.0,7983.0,0.000425351,0.000375799,0.294500814,0.493511211,0.777334491,0.0,1.0,1.141297505,0.001141782,0.247531519,0.000850702,0.002552105,0.825994673,0.0,0.381811349,0.967931855,4204.5,0.021917803,4063.0,4296.0,4296.0,4063.0,4296.0,4183.0,4276.0,40.772557608,0.078337587,35.424070884,43.880121043,43.880121043,35.424070884,43.880121043,41.76452307,42.021515435,0.361433033,0.721696302,4.345e-06,1.0,0.725480743,0.031370944,0.588470754,0.109032205,0.347418991,0.075597418,0.693298453,0.0,0.332971296,0.14562075,0.006293873,0.114537141,0.031020728,0.072785291,85.1011,0.282618,513.978,0.0536202,515.0,494.0,536.0,0.664242,0.240817,0.80072,0.0401176,98.6478,0.0807595,513.254,0.0319578,513.0,492.0,534.0,0.324094,0.209333,0.807101,0.0161731,0.264084262,0.637854543,-0.058244217,2.3382607,-0.07643747,-0.046786036,5.2794185,5.3816757,-0.1388409,5.130179,10.331954,3.3788097,-0.1100195,-0.024709014,-0.05021956,-0.038165253,-0.13415399,10.679459,5.7037964,-0.051773503,-0.019194134,4.6253257,11.37373,-0.111477494,1.7882698,4.8473268,-0.038141116,-0.042645924,-0.16383852,16.01995,0.03866189,-0.02418983,-0.098187394,15.994621,6.828723,0.6555612,5.268183,-0.10382803,-0.13667811,-0.00623099,-0.07412043,-0.06425271,-0.122898236,5.1154013,1.281491,-0.12711681,-0.16767314,-0.054999083,-0.065390036,1.3513503,-0.06411358,-0.0727001,-0.16188961,-0.06788618,-0.042279627,-0.0080707725,-0.07065329,0.21737371,-0.0015346073,-0.015559827,7.1104836,15.94016,5.3245263,-0.00489235,10.217665,19.747124
instances/Sat_Data/circuit_fuzz/fuzz_100_28416.cnf,1.0,5037.0,17250.0,5036.0,17245.0,0.00019857,0.000289939,0.292026674,0.492463516,0.784316745,0.0,1.0,1.135741823,0.000528626,0.241326757,0.000397141,0.001191422,0.81531829,0.0,0.394317193,0.971875906,4183.333333333,0.024899092,4039.0,4281.0,4281.0,4039.0,4281.0,4039.0,4230.0,39.773101486,0.130655157,33.076008913,45.742349918,45.742349918,33.076008913,45.742349918,33.076008913,40.500945626,0.36490574,0.721050421,1.3217e-05,1.0,0.72967455,0.033402858,0.595227497,0.108322069,0.346129897,0.076094248,0.694259628,0.0,0.287168038,0.146975431,0.004836121,0.114416817,0.031046302,0.073568165,188.864,0.252718,1114.76,0.0226628,1111.5,1088.0,1145.0,0.596693,0.248317,0.795997,0.0227499,229.367,0.0598695,1112.46,0.0219669,1112.0,1080.0,1145.0,0.288523,0.207992,0.806733,0.0106324,0.203270932,0.530692326,-0.05395903,9.01178,-0.20942855,-0.12266554,14.291305,19.097109,-0.37409732,14.342717,24.147789,9.452155,-0.19041748,-0.058662936,-0.0756319,-0.0679854,-0.28802174,19.510918,16.479717,-0.12498267,-0.0071859155,12.850188,30.990196,-0.2200255,7.1385384,8.626622,-0.09424367,-0.14934126,-0.44460663,37.337227,-0.021511558,-0.04353009,-0.18027528,36.89276,22.502064,-0.023347786,11.400944,-0.2734558,-0.29042456,-0.013684857,-0.19736467,-0.09576096,-0.24694555,7.847996,2.9653301,-0.26416913,-0.425377,-0.13244228,-0.14183643,-0.00944253,-0.13429311,-0.17851138,-0.37434214,-0.18276154,-0.1307557,-0.018370768,-0.17028373,0.12370501,-0.06537461,-0.085781954,22.492107,36.60852,6.7859726,-0.05395828,18.742632,44.96114
instances/Sat_Data/circuit_fuzz/fuzz_100_23226.cnf,1.0,2109.0,7142.0,2104.0,7128.0,0.002376426,0.001964085,0.295173962,0.494734381,0.782857276,0.0,1.0,1.167183085,0.001277829,0.259835835,0.00095057,0.002851711,0.86687341,0.0,0.394079686,0.958613917,4295.25,0.017258491,4209.0,4389.0,4389.0,4209.0,4389.0,4238.0,4345.0,43.468267292,0.121903268,36.094321692,49.763043974,49.763043974,36.094321692,49.763043974,41.030202926,46.985500575,0.370120377,0.689871132,0.000222815,1.0,0.725667241,0.041232553,0.584078648,0.133098732,0.352753756,0.075314172,0.692140003,0.0,0.34820937,0.143081988,0.007002593,0.112154889,0.031966038,0.071852398,72.3653,0.538629,461.534,0.0521426,462.0,443.0,482.0,0.656324,0.271846,0.802512,0.195233,87.9686,0.0941152,464.42,0.0353096,465.0,443.0,485.0,0.33752,0.224061,0.810411,0.0172302,0.275585752,0.697994136,-0.006621268,1.7336867,-0.08170664,-0.046467308,5.594356,8.325326,-0.16193332,4.807471,9.320825,3.2847104,-0.06516586,-0.020532312,-0.030078424,-0.017496912,-0.12774211,7.45982,4.7262077,-0.04609912,-0.0142909605,3.152307,7.957966,-0.09010548,0.98041034,7.8374047,-0.025996074,-0.063248284,-0.16996671,14.994333,0.1564905,-0.020477222,-0.0736133,11.885654,9.83094,0.6706259,6.402329,-0.09259292,-0.11880171,-0.01732377,-0.09418987,-0.059322935,-0.10980177,2.3876817,2.7970846,-0.08408744,-0.18984015,-0.04320264,-0.045305546,0.56467634,-0.047615018,-0.065357886,-0.15283555,-0.052544627,-0.053911608,-0.02478985,-0.06308022,-0.00039033554,-0.010236924,-0.005378028,8.374471,16.061321,2.689599,-0.016640227,10.123553,16.740423
instances/Sat_Data/circuit_fuzz/fuzz_100_2327.cnf,1.0,5716.0,19441.0,5715.0,19438.0,0.000174978,0.000154337,0.29401173,0.498075934,0.77722752,0.0,1.0,1.124183595,0.000464937,0.23689525,0.000349956,0.001049869,0.801800895,0.0,0.393713345,0.975048873,3743.0,0.090633532,3270.0,4049.0,4049.0,3270.0,4049.0,3270.0,3910.0,49.92626904,0.030672758,48.334862385,51.994072611,51.994072611,48.334862385,51.994072611,48.334862385,49.449872123,0.365175567,0.714519759,1.7365e-05,1.0,0.719061221,0.031895539,0.592371389,0.105082195,0.361805047,0.077105099,0.692964291,0.0,0.26311726,0.148909509,0.005519827,0.116237871,0.030810906,0.074361049,209.086,0.187789,1254.75,0.0180187,1254.0,1227.0,1284.0,0.599455,0.201783,0.795617,0.0147401,256.236,0.333992,1244.7,0.074502,1252.0,1219.0,1283.0,0.293145,0.589969,0.81031,0.0824247,0.223638446,0.57128014,-0.121119924,3.953093,-0.18312362,-0.108534165,13.535,14.113723,-0.3748468,12.311058,25.538465,7.305853,-0.2256887,-0.05593957,-0.09245825,-0.09168316,-0.3334708,23.082993,11.918622,-0.11946906,-0.037140675,10.417661,25.04007,-0.25486276,4.3165674,15.230461,-0.07488793,-0.10884856,-0.37777317,37.11297,1.7867397,-0.06237666,-0.21563241,36.241,20.16571,3.0804474,14.036611,-0.23923391,-0.32475537,-0.027581938,-0.21085122,-0.16837598,-0.28112724,10.151103,6.0469227,-0.2691183,-0.4132198,-0.15573494,-0.12772259,1.6311265,-0.13639069,-0.18747365,-0.39504015,-0.120880075,-0.09689285,-0.027499922,-0.1670456,2.3994358,0.75702167,-0.014277645,18.26762,39.540337,12.222348,-0.035412204,23.746294,47.111824
instances/Sat_Data/circuit_fuzz/fuzz_100_18548.cnf,1.0,3289.0,11193.0,3271.0,11109.0,0.005502904,0.007561437,0.294445945,0.503468659,0.765423656,0.0,1.0,1.130858574,0.000816731,0.239251373,0.000611434,0.001834301,0.812946046,0.0,0.385093168,0.971554595,4260.666666667,0.014797384,4187.0,4341.0,4341.0,4187.0,4341.0,4187.0,4254.0,47.799788946,0.086861561,42.015046573,51.564386086,51.564386086,42.015046573,51.564386086,42.015046573,49.81993418,0.365385245,0.730551355,2.2143e-05,1.0,0.722405109,0.030169307,0.597994703,0.105378521,0.345380296,0.076919786,0.697123763,0.0,0.329970859,0.147990695,0.005522059,0.114575915,0.030949792,0.074169658,119.492,0.263191,724.685,0.026199,724.0,700.0,748.0,0.641058,0.238501,0.800081,0.0231186,140.577,0.0687466,723.164,0.0247859,724.0,699.0,747.0,0.318054,0.191133,0.807655,0.0130807,0.232753003,0.62438881,-0.041171793,-0.02183747,-0.09081309,-0.044730194,8.785349,8.919432,-0.20355985,4.9966903,11.951369,2.9280856,-0.11214097,-0.026527653,-0.04207933,-0.04271788,-0.18746555,11.479136,5.6591,-0.060455408,-0.030533675,3.2347853,7.6947985,-0.13138823,0.12652421,14.9338045,-0.022012128,-0.06252309,-0.2074042,19.094875,2.824522,-0.036911502,-0.129804,14.674431,12.779817,3.6203358,9.788858,-0.10119658,-0.18888852,-0.02458719,-0.14166747,-0.11179594,-0.1596887,4.8797684,4.706434,-0.10643069,-0.24321908,-0.070161425,-0.05005006,1.9871641,-0.066927984,-0.09822836,-0.21786182,-0.04128494,-0.037982155,-0.035528444,-0.07728892,1.6848726,3.6199005,2.2847216,9.649938,23.642086,6.915363,-0.02332569,16.722742,23.18459
instances/Sat_Data/circuit_fuzz/fuzz_100_27424.cnf,1.0,2472.0,8337.0,2471.0,8334.0,0.000404694,0.000359971,0.29649628,0.495768339,0.782625454,0.0,1.0,1.158775363,0.001078408,0.246961325,0.000809389,0.002428167,0.841064517,0.0,0.400167987,0.965922726,4264.0,0.028563534,4094.0,4373.0,4373.0,4094.0,4373.0,4094.0,4325.0,35.348137989,0.100791549,30.36272594,38.472901898,38.472901898,30.36272594,38.472901898,30.36272594,37.208786127,0.372180942,0.706556795,9.145e-06,1.0,0.729188445,0.034010928,0.600552932,0.116652868,0.361408941,0.075050638,0.705383974,0.0,0.314692638,0.146124063,0.006379903,0.112250585,0.029936782,0.071760718,83.0748,0.24273,548.006,0.0310317,548.0,527.0,569.0,0.655575,0.216396,0.796741,0.0217919,105.316,0.0912644,549.777,0.02998,550.0,529.0,570.0,0.362207,0.239586,0.811349,0.0151523,0.250228399,0.695866512,-0.04682472,2.4817681,-0.074869454,-0.0650159,6.8788776,4.8538485,-0.17146458,5.7495403,12.427809,2.5706275,-0.08436933,-0.01997137,-0.030332502,-0.04185048,-0.143184,9.120901,4.105299,-0.04776764,-0.01885185,3.8201544,9.810062,-0.1035044,1.3471723,8.459664,-0.024513615,-0.03804657,-0.16923593,15.114912,1.5115336,-0.015516769,-0.08489221,14.009056,8.647195,1.6377661,6.668073,-0.09452389,-0.11857389,-0.01024443,-0.10311185,-0.078514434,-0.13325278,3.7677324,2.840958,-0.10223729,-0.16936529,-0.07353248,-0.04789956,1.4186677,-0.04701806,-0.08397352,-0.1731545,-0.046235792,-0.04264881,-0.016406925,-0.08047161,1.8815815,1.0802362,0.6162466,7.756746,16.532335,4.7722154,-0.031361375,11.138026,18.949871
instances/Sat_Data/circuit_fuzz/fuzz_100_6173.cnf,1.0,2450.0,8582.0,2449.0,8577.0,0.00040833,0.000582954,0.285531071,0.496564455,0.776878775,0.0,1.0,1.196923077,0.00111097,0.278151057,0.00081666,0.00244998,0.911985059,0.0,0.389996502,0.945552058,4243.5,0.016814657,4162.0,4325.0,4325.0,4162.0,4325.0,4184.0,4303.0,37.573669254,0.128334087,30.414944738,43.029281896,43.029281896,30.414944738,43.029281896,36.129063098,40.721387283,0.380729553,0.673941524,0.000450519,1.0,0.731806861,0.049757182,0.606767998,0.141187932,0.374270069,0.070779691,0.698795303,0.0,0.315156117,0.138237951,0.005887954,0.103799527,0.029003691,0.067385345,98.2474,0.179073,548.151,0.0289759,548.0,528.0,569.0,0.673547,0.213386,0.802354,0.0198001,114.488,0.150097,546.989,0.0500329,549.0,526.0,569.0,0.337743,0.312495,0.813427,0.0371939,0.276272181,0.589533951,-0.03333792,-0.032954242,-0.06535134,-0.022493968,5.5072284,4.5268593,-0.12878844,1.4815527,8.14948,1.4618535,-0.089605555,-0.026926164,-0.02408135,-0.035830148,-0.15081014,11.488706,1.1799757,-0.029184619,-0.028821882,1.4911566,2.4483984,-0.09985789,0.20865393,15.9825945,-0.02374568,-0.018635146,-0.13554037,12.857175,2.4798372,-0.045641646,-0.09723716,9.864136,8.343154,4.8805294,8.878792,-0.044104986,-0.13172351,-0.025005052,-0.09698243,-0.102851205,-0.13887452,2.8220932,2.6101074,-0.063462034,-0.17841873,-0.036363255,-0.031665493,4.1394615,-0.040271696,-0.06546282,-0.17653684,-0.029547887,-0.034131385,-0.046687145,-0.04034744,2.0669594,4.298045,4.3707485,3.3992572,17.485739,6.7062354,-0.010872818,15.089914,16.713696
instances/Sat_Data/circuit_fuzz/fuzz_100_29181.cnf,1.0,1491.0,5109.0,1490.0,5105.0,0.000671141,0.000783546,0.291870715,0.493979758,0.777887929,0.0,1.0,1.1991704,0.001834364,0.276263299,0.001342282,0.004026846,0.911144196,0.0,0.379040157,0.944564153,4325.0,0.020467979,4223.0,4463.0,4463.0,4223.0,4463.0,4282.0,4332.0,35.747790597,0.137424286,29.431920436,42.455523191,42.455523191,29.431920436,42.455523191,33.146193368,37.957525392,0.364024643,0.692036452,0.000215902,1.0,0.723515481,0.04555227,0.572556381,0.134164824,0.348475218,0.072759467,0.689170356,0.0,0.352372456,0.138836221,0.009044978,0.105786227,0.031796683,0.067795204,55.6545,0.269761,329.185,0.0500585,329.0,312.0,347.0,0.717118,0.219438,0.807564,0.0399593,63.8416,0.11029,329.826,0.0387978,330.0,313.0,346.0,0.356585,0.257893,0.815445,0.0202354,0.317289378,0.712086638,-0.022288889,1.0787205,-0.05003562,-0.030979747,3.1580176,3.953242,-0.094399385,3.2001894,7.0758677,1.0893457,-0.04346074,-0.01351636,-0.020444602,-0.017767627,-0.08745786,4.526587,1.8586863,-0.027214237,-0.0056876647,2.3468454,5.1549997,-0.057774875,1.1449673,5.2525787,-0.014771547,-0.028022787,-0.0908099,8.91067,0.8526611,-0.013995943,-0.04725809,7.3019695,5.478872,1.4834399,4.455816,-0.053202786,-0.06607392,-0.014054992,-0.061047196,-0.0479932,-0.07108375,2.052264,1.0981014,-0.04905607,-0.10077117,-0.031490024,-0.027682789,0.58630353,-0.030977765,-0.049423695,-0.09717948,-0.028122349,-0.027349936,-0.014528447,-0.035869237,1.0172172,0.3725808,0.50470626,4.7871165,9.529407,2.0517073,-0.011079594,6.557982,10.22135
