@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE VCG-VAR-mean NUMERIC
@ATTRIBUTE VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE VCG-VAR-min NUMERIC
@ATTRIBUTE VCG-VAR-max NUMERIC
@ATTRIBUTE VCG-VAR-entropy NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE HORNY-VAR-mean NUMERIC
@ATTRIBUTE HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE HORNY-VAR-min NUMERIC
@ATTRIBUTE HORNY-VAR-max NUMERIC
@ATTRIBUTE HORNY-VAR-entropy NUMERIC
@ATTRIBUTE horn-clauses-fraction NUMERIC
@ATTRIBUTE VG-mean NUMERIC
@ATTRIBUTE VG-coeff-variation NUMERIC
@ATTRIBUTE VG-min NUMERIC
@ATTRIBUTE VG-max NUMERIC
@ATTRIBUTE CG-mean NUMERIC
@ATTRIBUTE CG-coeff-variation NUMERIC
@ATTRIBUTE CG-min NUMERIC
@ATTRIBUTE CG-max NUMERIC
@ATTRIBUTE CG-entropy NUMERIC
@ATTRIBUTE cluster-coeff-mean NUMERIC
@ATTRIBUTE cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE cluster-coeff-min NUMERIC
@ATTRIBUTE cluster-coeff-max NUMERIC
@ATTRIBUTE cluster-coeff-entropy NUMERIC
@ATTRIBUTE cl-num-mean NUMERIC
@ATTRIBUTE cl-num-coeff-variation NUMERIC
@ATTRIBUTE cl-num-min NUMERIC
@ATTRIBUTE cl-num-max NUMERIC
@ATTRIBUTE cl-num-q90 NUMERIC
@ATTRIBUTE cl-num-q10 NUMERIC
@ATTRIBUTE cl-num-q75 NUMERIC
@ATTRIBUTE cl-num-q25 NUMERIC
@ATTRIBUTE cl-num-q50 NUMERIC
@ATTRIBUTE cl-size-mean NUMERIC
@ATTRIBUTE cl-size-coeff-variation NUMERIC
@ATTRIBUTE cl-size-min NUMERIC
@ATTRIBUTE cl-size-max NUMERIC
@ATTRIBUTE cl-size-q90 NUMERIC
@ATTRIBUTE cl-size-q10 NUMERIC
@ATTRIBUTE cl-size-q75 NUMERIC
@ATTRIBUTE cl-size-q25 NUMERIC
@ATTRIBUTE cl-size-q50 NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE lobjois-log-num-nodes-over-vars NUMERIC

@DATA
instances/Sat_Data/bmc/bmc08-100/pdtvistimeout2.100.cnf,1,98791.0,292873.0,98790.0,292872.0,1.0122e-05,3.414e-06,0.337314595,0.665645743,0.646764162,0.0,1.0,0.935360564,2.3618e-05,0.202022296,2.0245e-05,3.0367e-05,0.636426564,0.0,0.666793002,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,490.666666667,0.143382631,387.0,571.0,571.0,387.0,569.0,430.0,530.0,13.038594125,0.15538709,10.113835377,16.125581395,16.125581395,10.113835377,14.462264151,10.958656331,13.472759227,0.481313268,0.565932284,2.1e-08,1.0,0.765617358,0.029122815,0.646981718,0.202318817,0.616981809,0.075397938,0.524296343,0.0,0.438401745,0.132078937,0.027544162,0.090826618,0.053654435,0.072006663,26821.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58986,0.0,1.79067,0.0,6087.5,0.57765,25888.0,0.00344157,25888.0,25825.0,25825.0,1.02241,0.614988,0.899805,0.0639766,0.018618457,0.096422736
instances/Sat_Data/bmc/bmc08-100/pdtvisheap03.100.cnf,1,107405.0,320467.0,107404.0,320466.0,9.311e-06,3.12e-06,0.335149439,0.75650667,0.518910931,0.0,1.0,0.800462805,2.1723e-05,0.202014875,1.8621e-05,2.7932e-05,0.636347492,0.0,0.666906942,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,101.0,0.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,3.108910891,0.0,3.108910891,3.108910891,3.108910891,3.108910891,3.108910891,3.108910891,3.108910891,0.432427685,0.609634653,2e-08,1.0,0.650861292,0.025616401,0.627353489,0.127340304,0.595073255,0.084884134,0.459686745,0.0,0.435438908,0.132848281,0.037034216,0.116321749,0.069737807,0.080660363,34514.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81444,0.0,2.08103,0.0,7199.5,0.614735,27990.0,0.00298101,27990.0,27931.0,27931.0,1.11719,0.622312,0.911623,0.0744191,0.037185848,0.124238919
instances/Sat_Data/bmc/bmc08-100/dme4p1neg.100.cnf,1,156538.0,325068.0,156537.0,325067.0,6.388e-06,3.076e-06,0.481553034,0.682042984,0.615678185,0.0,1.0,0.925719322,1.4899e-05,0.201958811,1.2777e-05,1.9165e-05,0.635753078,0.0,0.6677608,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,143.0,0.898567385,14.0,660.0,326.0,23.0,157.0,78.0,109.0,5.603743273,0.450223532,3.260869565,12.801515152,9.987261146,3.660194175,5.747826087,4.0,4.751633987,0.391030084,0.725909729,6.832e-06,1.0,0.80768,0.044276734,0.617350773,0.127803711,0.401934698,0.18547697,0.690590873,0.0,0.94032722,0.383589376,0.062519139,0.323018463,0.07772527,0.134324531,44028.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7164,0.0,2.85576,0.0,5080.0,0.0,35244.0,0.0,35244.0,35244.0,35244.0,0.832059,0.0,0.917411,0.0,0.10053652,0.187095834
instances/Sat_Data/bmc/bmc08-100/139462p1neg.100.cnf,1,845661.0,1679444.0,845660.0,1679443.0,1.183e-06,5.95e-07,0.503535994,0.615461396,0.715409546,0.0,1.0,0.994407109,2.753e-06,0.201658394,2.365e-06,3.548e-06,0.632648399,0.0,0.672146063,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.0,0.75,1.0,7.0,7.0,1.0,7.0,1.0,7.0,5.714285714,0.825,1.0,10.428571429,10.428571429,1.0,10.428571429,1.0,10.428571429,0.428580712,0.634279443,1.6593e-05,1.0,0.81587458,0.0643504,0.617692586,0.198035447,0.416415752,0.224268885,0.643631049,-0.0,0.457030578,0.407745297,0.02825638,0.373962586,0.080023046,0.231498446,340267.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09447,0.0,32.8423,0.0,168940.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43684,0.0,1.92715,0.0,0.030334481,0.067123824
instances/Sat_Data/bmc/bmc08-100/bj08vsar6.100.cnf,1,30982.0,91382.0,30981.0,91381.0,3.2278e-05,1.0943e-05,0.33903109,0.625618746,0.701262289,0.0,1.0,0.983772451,7.5337e-05,0.202075491,6.4556e-05,9.6834e-05,0.636996004,0.0,0.66596995,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,264.0,0.401515152,158.0,370.0,370.0,158.0,370.0,158.0,370.0,7.020201847,0.435625157,3.962025316,10.078378378,10.078378378,3.962025316,10.078378378,3.962025316,10.078378378,0.456513451,0.56753131,1.6265e-05,1.0,0.695379812,0.056217517,0.644575707,0.167933773,0.596593863,0.078922802,0.593329164,-0.0,0.729712157,0.131789355,0.024615297,0.095666976,0.061266406,0.075858449,3877.5,1.78103,5995.0,0.666749,7951.0,0.0,7974.0,1.20748,1.25728,1.58798,0.956895,851.455,0.432176,7955.91,0.00988195,7973.0,7846.0,8016.0,0.272176,1.07032,0.845111,0.0230213,0.085463857,0.265373138
instances/Sat_Data/bmc/bmc08-100/bjrb07amba9andenv.100.cnf,1,6717732.0,20128929.0,6717731.0,20128928.0,1.49e-07,5e-08,0.33373516,0.765901277,0.506675237,0.0,1.0,0.781713942,3.47e-07,0.202033754,2.98e-07,4.47e-07,0.636548816,0.0,0.666616672,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398000927,0.445424373,0.0,1.0,0.637177791,0.186851155,0.527796146,0.257255563,0.38601512,0.301098193,0.103289951,0.0,0.5,0.325096469,0.262076322,0.318718993,0.291107481,0.310771927,4172100.0,0.0,0.0,0.0,0.0,0.0,0.0,176.033,0.0,198.505,0.0,4100280.0,0.0,0.0,0.0,0.0,0.0,0.0,59.745,0.0,41.3229,0.0,0.021627016,0.030227761
instances/Sat_Data/bmc/bmc08-100/prodconspold1.100.cnf,1,80174.0,179237.0,80173.0,179236.0,1.2473e-05,5.579e-06,0.447304113,0.625263154,0.693566258,0.0,1.0,0.993841744,2.9084e-05,0.201929108,2.4946e-05,3.7419e-05,0.635440171,0.0,0.668208396,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,380.95,0.956781742,6.0,1459.0,968.0,6.0,568.0,6.0,345.0,6.463753855,0.432095789,3.0,12.568882796,10.854625551,3.0,8.522887324,3.0,7.065466448,0.411815827,0.659223614,4.492e-05,1.0,0.777302767,0.068756185,0.623959894,0.155359687,0.431399207,0.168760533,0.760756166,-0.0,0.43573495,0.38049275,0.040288839,0.311845345,0.073163567,0.106451986,5858.0,0.0,18339.0,0.0,18339.0,18339.0,18339.0,1.61827,0.0,0.98311,0.0,3163.33,0.713645,18440.0,0.00835018,18460.0,18277.0,18460.0,0.742205,0.898732,0.910343,0.066764,0.079747463,0.134121243
instances/Sat_Data/bmc/bmc08-100/prodcellp2.100.cnf,1,51720.0,85681.0,51719.0,85680.0,1.9335e-05,1.1671e-05,0.603629785,0.629835823,0.712903458,0.0,1.0,0.947033979,4.4205e-05,0.197705755,3.8671e-05,5.8006e-05,0.598750158,0.0,0.713760504,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.333333333,0.0,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,0.462433039,0.529291952,3.231e-06,1.0,0.878392851,0.157379002,0.675151317,0.242056954,0.427639612,0.242303001,0.465659658,-0.0,0.434994371,0.393669809,0.089721792,0.372677079,0.153481563,0.218751787,4800.33,1.73169,7178.67,0.866048,10723.0,0.0,10723.0,1.55692,0.780921,2.12827,1.03864,113.8,1.18031,10859.2,0.00681307,10807.0,10804.0,10932.0,0.2415,0.52048,0.863163,0.00586605,0.12847557,0.500491252
instances/Sat_Data/bmc/bmc08-100/pdtvisrethersqo0.100.cnf,1,71053.0,211667.0,71052.0,211666.0,1.4074e-05,4.724e-06,0.335679797,0.746599202,0.53351557,0.0,1.0,0.816564596,3.2832e-05,0.201994655,2.8148e-05,4.2223e-05,0.636132529,0.0,0.667216275,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,708.888888889,0.238378015,435.0,992.0,992.0,435.0,780.0,560.0,711.0,12.747941004,0.468229714,5.56091954,24.644153226,24.644153226,5.56091954,13.130387931,9.362121212,11.119363395,0.43789151,0.582431977,1.59e-07,1.0,0.665957003,0.036127295,0.63051957,0.143951708,0.580640971,0.078927296,0.506546784,-0.0,0.421714381,0.132154663,0.025641008,0.107587689,0.061600975,0.076519921,7704.0,0.0,18331.0,0.0,18331.0,18331.0,18331.0,1.81307,0.0,0.97984,0.0,3051.67,0.374941,18257.7,0.0072241,18292.0,18112.0,18292.0,0.619465,0.565695,0.868367,0.026005,0.026992483,0.08077486
instances/Sat_Data/bmc/bmc08-100/nusmvtcasp4.100.cnf,1,262181.0,620228.0,262180.0,620227.0,3.814e-06,1.612e-06,0.422716199,0.595559368,0.736975122,0.0,1.0,1.020624926,8.924e-06,0.202418018,7.628e-06,1.1443e-05,0.640787936,0.0,0.660372734,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17.5,1.69379529,3.0,138.0,23.0,3.0,12.0,5.0,9.0,4.400390562,0.318149301,3.333333333,10.333333333,5.153846154,3.8,4.173913043,4.0,4.0,0.453367031,0.575361087,0.0,1.0,0.794627543,0.089363224,0.65231119,0.216523694,0.47845092,0.148540502,0.847864437,-0.0,1.0,0.378005917,0.025510345,0.228025168,0.062330168,0.099372817,112466.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35677,0.0,7.7718,0.0,21681.0,0.0,59769.0,0.0,59769.0,59769.0,59769.0,1.58394,0.0,0.980214,0.0,0.02180476,0.1623779
