@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE VCG-VAR-mean NUMERIC
@ATTRIBUTE VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE VCG-VAR-min NUMERIC
@ATTRIBUTE VCG-VAR-max NUMERIC
@ATTRIBUTE VCG-VAR-entropy NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE HORNY-VAR-mean NUMERIC
@ATTRIBUTE HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE HORNY-VAR-min NUMERIC
@ATTRIBUTE HORNY-VAR-max NUMERIC
@ATTRIBUTE HORNY-VAR-entropy NUMERIC
@ATTRIBUTE horn-clauses-fraction NUMERIC
@ATTRIBUTE VG-mean NUMERIC
@ATTRIBUTE VG-coeff-variation NUMERIC
@ATTRIBUTE VG-min NUMERIC
@ATTRIBUTE VG-max NUMERIC
@ATTRIBUTE CG-mean NUMERIC
@ATTRIBUTE CG-coeff-variation NUMERIC
@ATTRIBUTE CG-min NUMERIC
@ATTRIBUTE CG-max NUMERIC
@ATTRIBUTE CG-entropy NUMERIC
@ATTRIBUTE cluster-coeff-mean NUMERIC
@ATTRIBUTE cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE cluster-coeff-min NUMERIC
@ATTRIBUTE cluster-coeff-max NUMERIC
@ATTRIBUTE cluster-coeff-entropy NUMERIC
@ATTRIBUTE cl-num-mean NUMERIC
@ATTRIBUTE cl-num-coeff-variation NUMERIC
@ATTRIBUTE cl-num-min NUMERIC
@ATTRIBUTE cl-num-max NUMERIC
@ATTRIBUTE cl-num-q90 NUMERIC
@ATTRIBUTE cl-num-q10 NUMERIC
@ATTRIBUTE cl-num-q75 NUMERIC
@ATTRIBUTE cl-num-q25 NUMERIC
@ATTRIBUTE cl-num-q50 NUMERIC
@ATTRIBUTE cl-size-mean NUMERIC
@ATTRIBUTE cl-size-coeff-variation NUMERIC
@ATTRIBUTE cl-size-min NUMERIC
@ATTRIBUTE cl-size-max NUMERIC
@ATTRIBUTE cl-size-q90 NUMERIC
@ATTRIBUTE cl-size-q10 NUMERIC
@ATTRIBUTE cl-size-q75 NUMERIC
@ATTRIBUTE cl-size-q25 NUMERIC
@ATTRIBUTE cl-size-q50 NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE lobjois-log-num-nodes-over-vars NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC

@DATA
instances/Sat_Data/LABS/LABS_n011_goal004.cnf,1.0,816.0,1724.0,739.0,1647.0,0.104194858,0.04675167,0.448694596,0.31815422,1.125776283,0.0,1.0,1.043774849,0.003253547,0.20411571,0.00270636,0.00405954,0.674744426,0.0,0.595628415,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406440237,0.790199715,1.9e-08,1.0,0.921662364,0.027958698,0.666666742,0.131477419,0.325475931,0.211662361,0.55004349,0.0,0.473056154,0.334599977,0.0,0.295533085,0.109350694,0.267220556,6.55389,0.805563,189.927,0.0530682,189.0,177.0,203.0,0.603248,0.150631,0.839865,0.0271074,8.7402,0.425451,189.417,0.0523551,190.0,177.0,202.0,0.237361,0.303092,0.844506,0.0243486,0.479750329,0.902171452,4.227738,1.7099459,0.0,14.380517,0.0,1.3806372,13.12529,0.0,-0.09241102,0.0,15.851427,4.5150123,-0.00087894977,-0.08019973,13.076506,11.507316
instances/Sat_Data/LABS/LABS_n011_goal010.cnf,1.0,616.0,1379.0,576.0,1339.0,0.069444444,0.02987304,0.43017177,0.329350261,1.110419826,0.0,1.0,1.053798612,0.004161999,0.204120936,0.003472222,0.005208333,0.671906474,0.0,0.602688574,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433255737,0.738738338,1.6e-07,1.0,0.874873331,0.041314283,0.666667256,0.124872589,0.331562616,0.220298254,0.523487983,0.0,0.475738096,0.361796174,0.054856197,0.302969217,0.157894602,0.27631572,0.148823,4.84168,170.145,0.066198,170.0,156.0,184.0,0.946645,0.150752,0.908222,0.0258173,1.85382,0.86216,169.667,0.0674864,170.0,155.0,184.0,0.387698,0.319814,0.912791,0.0242859,0.749138185,0.933903477,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/LABS/LABS_n012_goal001.cnf,1.0,1137.0,2399.0,1011.0,2273.0,0.12462908,0.055433348,0.444786626,0.305763308,1.159757454,0.0,1.0,1.035162295,0.002367273,0.204104224,0.001978239,0.002967359,0.670206902,0.0,0.606687198,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409387634,0.799654205,4e-09,1.0,1.0,0.028146112,0.666666682,0.140984078,0.294611105,0.195414991,0.565365062,0.0,0.374956522,0.298120587,0.0,0.281834745,0.097340704,0.25105723,21.84,0.396549,251.01,0.0480175,251.0,235.0,266.0,0.530981,0.165625,0.81302,0.0271587,17.9234,0.316814,250.39,0.0463889,251.0,235.0,265.0,0.175977,0.304,0.804587,0.0234847,0.307454378,0.722408091,6.686508,2.7645354,0.0,22.17124,0.0,2.365464,20.306644,0.0,-0.02140158,0.0,24.545086,6.816724,-1.6369457e-07,-0.014309117,20.36149,17.879282
instances/Sat_Data/LABS/LABS_n013_goal002.cnf,1.0,1401.0,2942.0,1263.0,2804.0,0.109263658,0.049215407,0.45042796,0.297907751,1.163579699,0.0,1.0,1.025379533,0.001903739,0.204115514,0.001583531,0.002375297,0.674764044,0.0,0.595577746,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387558919,0.838215514,3e-09,1.0,0.928879772,0.023062789,0.587123528,0.115813302,0.269510887,0.204497084,0.539305936,0.0,0.398767095,0.300281892,0.0,0.285877832,0.098656366,0.256273276,20.4375,1.07815,305.233,0.0555649,305.0,289.0,322.0,0.499156,0.173658,0.806216,0.0438995,18.8053,0.400849,305.709,0.0551076,306.0,289.0,323.0,0.165034,0.406069,0.806497,0.0308076,0.324225429,0.894470854,7.4650326,3.0763342,0.0,24.781298,0.0,2.7105222,22.784885,0.0,-0.01054206,0.0,27.546602,7.6256113,0.0,-0.006429959,22.81843,20.067997
instances/Sat_Data/LABS/LABS_n015_goal008.cnf,1.0,1773.0,3732.0,1653.0,3612.0,0.072595281,0.033222591,0.457641196,0.293189369,1.148915665,0.0,1.0,1.014503876,0.00146718,0.2038474,0.001209921,0.001814882,0.681929801,0.0,0.574750831,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348027119,0.920287894,0.0,1.0,0.897186719,0.012504244,0.599274677,0.066292134,0.265808856,0.230618568,0.482351228,-0.0,0.475722503,0.354456515,0.047285105,0.296470509,0.139137928,0.283816811,7.56667,1.6251,400.788,0.0556219,402.0,382.0,419.0,0.577023,0.139536,0.840866,0.0416698,11.7296,0.324662,402.998,0.0368693,403.0,384.0,421.0,0.169619,0.266111,0.845457,0.0175224,0.433926087,0.930665881,7.54222,3.0841177,0.0,25.426739,0.0,2.883644,23.606716,0.0,-0.0072282963,0.0,28.547989,7.947339,0.0,-0.004735275,23.4729,20.762644
instances/Sat_Data/LABS/LABS_n018_goal001.cnf,1.0,3567.0,7430.0,3270.0,7133.0,0.090825688,0.04163746,0.458432637,0.268610683,1.199649916,0.0,1.0,0.988261224,0.000739724,0.203968344,0.000611621,0.000917431,0.679933837,0.0,0.581101921,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345125241,0.920373479,0.0,1.0,0.928978275,0.010640219,0.491210133,0.085248689,0.24762905,0.212335889,0.49285641,-0.0,0.374956522,0.300124798,0.032151004,0.283778762,0.112082784,0.255846857,65.6978,1.09156,721.525,0.0903337,727.0,698.0,753.0,0.44339,0.430259,0.791629,0.199389,43.494,1.48837,722.934,0.083115,727.0,701.0,753.0,0.110291,1.8252,0.776489,0.158764,0.222990276,0.703527703,8.032462,3.2936335,0.0,26.75185,0.0,2.9096174,24.595842,0.0,-0.006271517,0.0,29.673683,8.052624,0.0,-0.0036703248,24.748867,21.741001
instances/Sat_Data/LABS/LABS_n019_goal002.cnf,1.0,4125.0,8567.0,3810.0,8252.0,0.082677165,0.038172564,0.461706253,0.264218775,1.198888324,0.0,1.0,0.980381186,0.000636575,0.203845176,0.000524934,0.000787402,0.681960587,0.0,0.57464857,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4036.0,0.0,4036.0,4036.0,4036.0,4036.0,4036.0,4036.0,4036.0,35.673686819,0.0,35.673686819,35.673686819,35.673686819,35.673686819,35.673686819,35.673686819,35.673686819,0.330253749,0.954078145,0.0,1.0,0.920824437,0.007759294,0.480696865,0.061610752,0.231250273,0.217740319,0.476849689,-0.0,0.398767095,0.30157293,0.034703408,0.285404369,0.133570846,0.259375153,64.7315,0.309989,839.639,0.0268007,840.0,810.0,871.0,0.444135,0.166421,0.782574,0.0208344,38.7656,0.245908,839.086,0.0243507,838.0,812.0,864.0,0.088321,0.265513,0.768089,0.0147874,0.232421414,0.671222025,6.190317,2.6311255,0.0,18.503826,0.0,1.3427633,15.626991,0.0,-0.067365654,0.0,19.071358,4.859579,-2.0570121e-06,-0.06533547,16.960724,14.1548395
instances/Sat_Data/LABS/LABS_n019_goal005.cnf,1.0,3941.0,8172.0,3675.0,7906.0,0.072380952,0.033645333,0.464836833,0.265663209,1.186963364,0.0,1.0,0.979548187,0.000661927,0.203665861,0.000544218,0.000816327,0.68402929,0.0,0.567417152,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315642123,0.992680861,0.0,1.0,0.909552539,0.006541853,0.4755508,0.047855093,0.217483388,0.22602178,0.460402073,-0.0,0.473056171,0.303747366,0.041557486,0.288795377,0.147345192,0.278027957,50.9918,2.23832,802.885,0.0949071,808.0,781.0,834.0,0.480261,0.944822,0.825743,0.459345,37.4305,0.938356,804.616,0.0862856,808.0,782.0,837.0,0.111728,1.11705,0.792232,0.0640963,0.262384133,0.930384116,8.037466,3.2945395,0.0,26.686893,0.0,2.8861806,24.490221,0.0,-0.0067916615,0.0,29.548136,8.026556,0.0,-0.0037130346,24.66263,21.642515
instances/Sat_Data/LABS/LABS_n019_goal006.cnf,1.0,3853.0,7994.0,3603.0,7744.0,0.069386622,0.032283058,0.46526343,0.266701102,1.183057722,0.0,1.0,0.980238339,0.000675588,0.203621525,0.000555093,0.000832639,0.684447519,0.0,0.565857438,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.311655088,1.005496879,0.0,1.0,0.897229257,0.00689724,0.473963627,0.046578918,0.211813471,0.228582796,0.455392602,-0.0,0.399927168,0.305921179,0.047275316,0.289384078,0.157894737,0.281130075,38.4574,1.83877,791.023,0.0923506,797.0,770.0,821.0,0.457604,0.353146,0.805655,0.143646,32.0562,0.418033,800.362,0.0247052,799.0,774.0,825.0,0.112248,0.471246,0.796474,0.0165858,0.272756022,0.933283021,8.079309,3.3153195,0.0,26.636616,0.0,2.8431242,24.34376,0.0,-0.0074683027,0.0,29.382998,7.974482,0.0,-0.0038909512,24.58692,21.522224
instances/Sat_Data/LABS/LABS_n020_goal002.cnf,1.0,4778.0,9910.0,4426.0,9558.0,0.07953005,0.036827788,0.463067587,0.260235754,1.201961294,0.0,1.0,0.974073329,0.000548557,0.203786598,0.000451875,0.000677813,0.682718031,0.0,0.572086211,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322042855,0.974854879,0.0,1.0,0.919828373,0.006031116,0.478758765,0.053660525,0.220694946,0.219642375,0.468994601,-0.0,0.398767095,0.301642656,0.036239264,0.285554375,0.143377506,0.260567929,68.8148,0.359379,962.617,0.0215865,963.0,938.0,994.0,0.419615,0.153404,0.774507,0.017787,48.9293,1.23893,944.626,0.104441,954.0,923.0,987.0,0.092085,1.71387,0.768758,0.094655,0.222748713,0.685429135,4.6633177,1.9848728,0.0,12.359392,0.0,0.41030875,9.233027,-9.207718e-06,-0.11467784,-0.000116598494,11.782364,2.6831946,-0.0006488328,-0.16573632,11.515844,8.908705
