@RELATION SAT11-INDU-FeatureRuntime

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls_gsat NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE ls_saps NUMERIC
@ATTRIBUTE GNN_c6 NUMERIC
@ATTRIBUTE GNN_c14 NUMERIC
@ATTRIBUTE GNN_c29 NUMERIC

@DATA
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1.0,931.76,2.03,2.0,2.09,60.84,23.28,60.28,8.8,1.73,8.69,7.543164730072021,0.7153058052062988,7.240013122558594
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1.0,0.0,1.99,2.0,0.23,0.07,0.02,0.06,2.53,0.0,2.19,0.0068397521972656,0.0015778541564941,0.0083556175231933
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1.0,1.98,2.01,2.03,2.02,60.06,1.64,4.26,2.72,0.11,2.73,0.0548770427703857,0.0105314254760742,0.0465133190155029
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1.0,0.7,1.99,2.0,2.01,60.01,0.74,2.28,2.31,0.01,2.12,0.0296225547790527,0.0040380954742431,0.0267565250396728
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1.0,6.03,1.15,2.03,2.02,60.03,5.54,2.65,2.25,0.04,2.22,0.117875337600708,0.011733055114746,0.0993497371673584
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom18.cnf,1.0,0.57,1.99,2.0,2.01,60.01,0.66,2.05,2.33,0.01,2.11,0.0277605056762695,0.003796100616455,0.0264091491699218
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1.0,2.96,2.0,2.01,2.02,60.08,3.01,2.94,2.36,0.04,2.26,0.0706615447998046,0.0092060565948486,0.0597712993621826
./SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1.0,14.8,2.01,2.02,2.02,60.06,5.66,3.39,2.3,0.06,2.3,0.2128336429595947,0.0206813812255859,0.1920599937438964
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.120-NOTKNOWN.cnf,1.0,319.34,2.03,2.12,2.11,60.43,14.49,34.07,5.67,1.22,5.85,2.709638833999634,0.4287292957305908,2.546505689620972
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1.0,15.97,2.01,2.01,2.01,60.04,3.02,3.57,2.42,0.07,2.38,0.2517848014831543,0.0149755477905273,0.204209566116333
./SAT03/industrial/goldberg/hard_eq_check/x1mul.miter.shuffled-as.sat03-359.cnf,1.0,0.22,2.0,2.0,2.01,60.04,0.19,1.06,2.28,0.01,2.09,0.0191850662231445,0.0037558078765869,0.0143063068389892
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,1.0,1.89,1.99,2.0,2.01,60.02,1.13,2.47,2.31,0.02,2.13,0.0559852123260498,0.0055601596832275,0.049635887145996
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1.0,182.05,2.01,2.47,2.06,60.33,149.5,471.08,6.27,0.9,7.07,0,0,0
./SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand064.cnf,1.0,1.71,2.01,2.0,2.01,60.01,2.11,2.55,2.26,0.02,2.15,0.0516691207885742,0.0068559646606445,0.0466933250427246
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1.0,1.07,1.99,2.0,2.01,3.42,0.58,2.27,2.33,0.02,2.11,0.0350470542907714,0.0037896633148193,0.0299420356750488
./SAT09/APPLICATIONS/bioinfo/q_query_3_L70_coli.sat.cnf,1.0,2.32,2.0,2.01,2.01,60.04,7.86,2.94,2.4,0.05,2.3,0.0599732398986816,0.009066104888916,0.053812026977539
./SAT05/industrial/maris05/DriverLog/driverlog3_v01a.renamed-as.sat05-3963.cnf,1.0,0.0,0.0,1.5,0.0,0.02,0.0,0.01,1.24,0.0,1.06,0.0110032558441162,0.0014159679412841,0.0092866420745849
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,1.0,1.56,1.99,2.0,2.01,44.65,1.4,2.46,2.27,0.02,2.16,0.0488550662994384,0.0055134296417236,0.0391221046447753
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1.0,0.16,2.0,2.0,2.01,60.07,341.2,2.54,2.2,0.01,2.12,0.0400633811950683,0.0174148082733154,0.0184125900268554
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.035-NOTKNOWN.cnf,1.0,9.01,2.0,2.01,2.01,60.04,2.13,3.51,2.36,0.05,2.27,0.1591641902923584,0.0202946662902832,0.1415507793426513
SAT-Race-2010-CNF/hardware-verification/velev/2dlx_ca_bp_f_liveness.cnf,1.0,97.95,2.01,2.26,2.2,62.84,24.6,33.74,5.63,0.76,5.6,1.1467289924621582,0.3901398181915283,0.9663152694702148
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq6.used-as.sat04-347.cnf,1.0,78.18,2.01,2.0,2.06,155.34,27.69,22.11,4.69,0.55,4.75,1.1090762615203855,0.305577278137207,0.8586912155151367
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_2_keyfind_1.cnf,1.0,0.0,2.0,2.0,0.02,0.04,0.0,0.02,2.45,0.0,2.22,0.0064091682434082,0.002596378326416,0.0055363178253173
./SAT11/application/leberre/2dimensionalstrippacking/korf-18.cnf,1.0,0.25,2.0,2.0,2.03,60.33,0.9,3.47,2.25,0.04,2.26,0.0302696228027343,0.013392686843872,0.0171310901641845
./SAT09/APPLICATIONS/diagnosis/ACG-10-10p0.cnf,1.0,19.8,1.99,2.0,2.02,13.68,3.18,3.19,2.35,0.07,2.31,0.2599265575408935,0.0150260925292968,0.2389082908630371
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top26.cnf,1.0,2.22,1.99,2.0,2.02,60.04,1.24,2.51,2.28,0.03,2.14,0.0640733242034912,0.0059776306152343,0.0526494979858398
./SAT05/industrial/grieu05/vmpc/vmpc_25.renamed-as.sat05-1913.cnf,1.0,0.01,2.0,2.0,2.01,60.01,0.1,0.44,2.1,0.01,2.08,0.0058820247650146,0.0015599727630615,0.0050406455993652
./SAT07/industrial/palacios/hard/sortnet-8-ipc5-h19-sat.cnf,1.0,5.43,2.0,2.17,2.03,60.3,13.28,3.82,2.63,0.11,2.63,0.14235520362854,0.0409622192382812,0.1056759357452392
./SAT11/application/kullmann/AES/Benchmarks/32/aes_32_1_keyfind_1.cnf,1.0,0.0,0.02,1.64,0.01,0.01,0.0,0.0,1.86,0.0,1.37,0.0077288150787353,0.0021014213562011,0.0057101249694824
./SAT07/industrial/anbulagan/hard-unsat/partial-5-11-u.cnf,1.0,16.0,2.0,2.02,2.01,7.66,3.55,3.02,2.33,0.06,2.31,0.2256851196289062,0.0129644870758056,0.2110435962677002
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf,1.0,108.29,2.01,2.04,2.04,60.08,6.23,6.08,2.92,0.2,2.94,1.0117392539978027,0.0693271160125732,0.9515750408172609
./SAT07/industrial/anbulagan/hard-sat/partial-10-15-s.cnf,1.0,41.96,2.0,2.0,2.01,19.2,5.76,4.07,2.54,0.12,2.54,0.4555938243865967,0.0210137367248535,0.4299008846282959
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom24.cnf,1.0,1.71,2.0,2.0,2.02,60.02,1.17,2.47,2.32,0.02,2.14,0.0512270927429199,0.0066530704498291,0.0441558361053466
./SAT11/application/rintanen/SATPlanning/blocks-blocks-37-1.120-NOTKNOWN.cnf,1.0,352.28,2.02,2.07,2.34,60.4,15.61,37.36,5.96,1.14,5.89,2.8784751892089844,0.4427335262298584,2.7391722202301025
./SAT09/APPLICATIONS/crypto/desgen/gss-16-s100.cnf,1.0,0.49,2.0,2.0,2.01,2.7,0.83,1.51,2.29,0.01,2.08,0.0267026424407959,0.0033445358276367,0.0244398117065429
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom23.cnf,1.0,1.45,2.0,2.0,2.01,60.01,1.07,2.48,2.3,0.02,2.14,0.0449495315551757,0.0060598850250244,0.0382492542266845
SAT_RACE08/cnf/velev-vliw-uns-4.0-9-i1.cnf,1.0,52.55,2.0,2.06,2.08,88.82,23.8,27.95,4.55,0.74,4.76,0.8814535140991211,0.3326101303100586,0.6250874996185303
./SAT11/application/rintanen/SATPlanning/sokoban-sequential-p145-microban-sequential.030-NOTKNOWN.cnf,1.0,3.59,2.01,2.06,2.03,60.04,1.99,2.96,2.37,0.06,2.31,0.0882227420806884,0.0114364624023437,0.0786356925964355
./SAT03/industrial/goldberg/hard_eq_check/k2mul.miter.shuffled-as.sat03-355.cnf,1.0,0.39,1.99,2.0,2.01,60.31,0.27,1.52,2.28,0.02,2.1,0.0264434814453125,0.0053868293762207,0.0213758945465087
./SAT11/application/fuhs/AProVE11/AProVE11-07.cnf,1.0,35.85,2.0,2.0,2.04,60.05,4.44,3.46,2.46,0.08,2.47,0.4962747097015381,0.0179088115692138,0.4031777381896972
SAT_RACE06/ibm-2002-21r-k95.cnf,1.0,9.32,2.01,2.0,2.01,60.03,4.92,3.23,2.44,0.07,2.38,0.1785798072814941,0.0155489444732666,0.1454441547393798
./SAT11/application/kullmann/AES/Benchmarks/128/aes_128_1_keyfind_1.cnf,1.0,0.0,1.99,2.0,0.42,28.94,0.02,0.23,2.35,0.01,2.14,0.0048928260803222,0.0014686584472656,0.0040464401245117
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_004_127_112-tseitin.cnf,1.0,?,?,?,?,?,?,?,?,?,?,0.0340209007263183,0.0165553092956542,0.012995958328247
./SAT11/application/leberre/2dimensionalstrippacking/E15N15.cnf,1.0,?,?,?,?,?,0.06,?,?,?,?,0.0108425617218017,0.0034511089324951,0.0096416473388671
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.045-NOTKNOWN.cnf,1.0,19.96,2.0,2.09,2.01,60.05,2.92,3.94,2.43,0.09,2.38,0.2774786949157715,0.029825210571289,0.2555570602416992
./SAT07/industrial/fuhs/hard/AProVE07-01.cnf,1.0,0.03,2.0,2.0,2.01,2.51,0.13,0.25,2.35,0.0,2.12,0.0110015869140625,0.0018203258514404,0.0101115703582763
./SAT03/industrial/li/li-test4/li-test4-100.shuffled-as.sat03-370.cnf,1.0,2.7,2.01,2.0,2.04,17.24,0.75,2.66,2.26,0.03,2.15,0.0746772289276123,0.0282573699951171,0.0637035369873046
./SAT04/industrial/velev/vliw_unsat_2.0/9dlx_vliw_at_b_iq8.used-as.sat04-718.cnf,1.0,251.08,2.0,2.36,2.75,98.83,78.16,47.71,7.89,1.85,8.36,2.3889715671539307,0.655297040939331,2.1244711875915527
./SAT11/application/rintanen/SATPlanning/openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.045-NOTKNOWN.cnf,1.0,20.61,2.01,2.0,2.03,60.05,2.95,3.97,2.42,0.08,2.41,0.3236770629882812,0.0301029682159423,0.255772590637207
./SAT03/industrial/schuppan/l2s/valves-gates-1-k617-unsat.shuffled-as.sat03-412.cnf,1.0,170.73,2.0,2.13,2.36,60.09,33.89,10.13,3.74,0.85,3.68,1.4473230838775637,0.0986504554748535,1.3865618705749512
