@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
sat/10-3-13.cnf.bz2,1,0
sat/10-4-10.cnf.bz2,1,0
sat/1mod8.rules.7-7.cnf.bz2,1,0
sat/20180321_110704973_p_cnf_320_1120.cnf.bz2,1,0.0015277862548828
sat/20180321_110706599_p_cnf_320_1120.cnf.bz2,1,0.0015885829925537
sat/20180321_110707239_p_cnf_320_1120.cnf.bz2,1,0.0016336441040039
sat/20180321_140823961_p_cnf_320_1120.cnf.bz2,1,0.0035948753356933
sat/20180321_140824282_p_cnf_320_1120.cnf.bz2,1,0.0016155242919921
sat/20180321_140826713_p_cnf_320_1120.cnf.bz2,1,0.0015766620635986
sat/20180321_140827428_p_cnf_320_1120.cnf.bz2,1,0.0018463134765625
sat/20180321_140833987_p_cnf_320_1120.cnf.bz2,1,0.0028600692749023
sat/20180322_164223076_p_cnf_320_1120.cnf.bz2,1,0.0014967918395996
sat/20180322_164224543_p_cnf_320_1120.cnf.bz2,1,0.0014650821685791
sat/20180322_164226378_p_cnf_320_1120.cnf.bz2,1,0.001471996307373
sat/20180322_164226661_p_cnf_320_1120.cnf.bz2,1,0.0027484893798828
sat/20180322_164238439_p_cnf_320_1120.cnf.bz2,1,0.0016214847564697
sat/20180322_164241329_p_cnf_320_1120.cnf.bz2,1,0.0017542839050292
sat/20180322_164241842_p_cnf_320_1120.cnf.bz2,1,0.0015385150909423
sat/20180322_164245263_p_cnf_320_1120.cnf.bz2,1,0.0014700889587402
sat/20180326_095801070_p_cnf_320_1120.cnf.bz2,1,0.0016601085662841
sat/20180326_095804286_p_cnf_320_1120.cnf.bz2,1,0.0014989376068115
sat/20180326_095804936_p_cnf_320_1120.cnf.bz2,1,0.0034854412078857
sat/20180326_095805836_p_cnf_320_1120.cnf.bz2,1,0.0024390220642089
sat/5or7mod8.rules.7-7.cnf.bz2,1,0
sat/6-3-8.cnf.bz2,1,0
sat/6-4-6.cnf.bz2,1,0
sat/6-4-7.cnf.bz2,1,0
sat/6-5-6.cnf.bz2,1,0
sat/7-4-7.cnf.bz2,1,0
sat/7-5-6.cnf.bz2,1,0
sat/8-4-10.cnf.bz2,1,0
sat/8-4-8.cnf.bz2,1,0
sat/8-4-9.cnf.bz2,1,0
sat/8-5-6.cnf.bz2,1,0
sat/9-4-10.cnf.bz2,1,0
sat/9-4-9.cnf.bz2,1,0
sat/a_rphp035_05.cnf.bz2,1,0.0018904209136962
sat/a_rphp045_05.cnf.bz2,1,0.00213623046875
sat/a_rphp055_04.cnf.bz2,1,0.0017166137695312
sat/a_rphp056_05.cnf.bz2,1,0.001849889755249
sat/a_rphp065_04.cnf.bz2,1,0.0016982555389404
sat/a_rphp085_04.cnf.bz2,1,0.0027220249176025
sat/a_rphp098_04.cnf.bz2,1,0.0018236637115478
sat/ad-A-3-7-17.cnf.bz2,1,0
sat/ae_rphp035_05.cnf.bz2,1,0.0015528202056884
