@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls_saps NUMERIC
@ATTRIBUTE ls_gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE lp NUMERIC
@ATTRIBUTE unit NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
instances/Sat_Data/bench/HW-verification/40randomsets/09_rule/SAT_dat.k85.cnf,1.0,1.87,0.05,2.71,60.02,2.02,1.49,2.65,2.3,2.36,2.01,67.14,1.33,0.0504286289215087
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_22/SAT_dat.k90.cnf,1.0,1.26,0.03,1.33,60.03,2.02,2.0,2.63,2.2,2.48,2.01,75.04,2.03,0.0308072566986084
instances/Sat_Data/bench/HW-verification/40randomsets/1_17_2/IBM_FV_2004_rule_batch_1_17_2_SAT_dat.k50.cnf,1.0,1.17,0.02,0.59,9.45,2.01,0.27,1.69,2.11,2.32,2.0,114.78,5.12,0.0205864906311035
instances/Sat_Data/bench/HW-verification/40randomsets/15_rule/SAT_dat.k25.cnf,1.0,1.62,0.03,1.45,60.02,2.03,0.38,2.28,2.23,2.43,2.0,81.01,0.22,0.0322852134704589
instances/Sat_Data/bench/HW-verification/40randomsets/03/IBM_FV_2004_rule_batch_03_SAT_dat.k100.cnf,1.0,2.58,0.07,5.12,60.03,2.08,2.0,2.91,2.39,2.43,2.03,61.55,2.09,0.0751192569732666
instances/Sat_Data/bench/HW-verification/40randomsets/02_1_rule_5/SAT_dat.k80.cnf,1.0,1.42,0.03,1.1,26.59,2.01,0.91,2.24,2.18,2.42,2.0,65.29,0.02,0.027735948562622
instances/Sat_Data/bench/HW-verification/40randomsets/16_2_rule_5/SAT_dat.k15.cnf,1.0,0.13,0.0,0.02,1.59,1.34,0.04,0.22,2.12,2.32,2.0,60.8,0.06,0.0106525421142578
instances/Sat_Data/bench/HW-verification/40randomsets/26_rule/SAT_dat.k20.cnf,1.0,4.76,0.12,5.95,60.18,2.05,2.0,3.71,2.64,2.72,2.02,63.42,0.27,0.0897634029388427
instances/Sat_Data/bench/HW-verification/40randomsets/2_14/IBM_FV_2004_rule_batch_2_14_SAT_dat.k95.cnf,1.0,4.34,0.12,13.09,60.04,2.07,2.0,3.22,2.64,2.62,2.0,60.81,1.37,0.1551694869995117
instances/Sat_Data/bench/HW-verification/40randomsets/2_31_2/IBM_FV_2004_rule_batch_2_31_2_SAT_dat.k20.cnf,1.0,0.54,0.01,0.14,16.21,2.01,2.0,0.82,2.1,2.24,2.0,75.64,0.28,0.0113544464111328
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_6/SAT_dat.k100.cnf,1.0,1.21,0.03,0.99,60.12,2.02,2.0,2.37,2.2,2.41,2.01,73.15,1.27,0.0275681018829345
instances/Sat_Data/bench/HW-verification/40randomsets/18_rule/SAT_dat.k50.cnf,1.0,3.59,0.05,2.77,60.03,2.02,2.0,2.96,2.31,2.47,2.0,66.53,0.03,0.0513741970062255
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_24/SAT_dat.k35.cnf,1.0,0.98,0.03,0.61,60.13,2.01,1.99,2.48,2.19,2.44,2.02,110.37,0.66,0.0191822052001953
instances/Sat_Data/bench/HW-verification/40randomsets/31_1_rule_2/SAT_dat.k20.cnf,1.0,0.73,0.01,0.2,25.3,2.01,2.0,1.3,2.12,2.33,2.0,73.9,0.04,0.0126168727874755
instances/Sat_Data/bench/HW-verification/40randomsets/1_17_2/IBM_FV_2004_rule_batch_1_17_2_SAT_dat.k70.cnf,1.0,1.7,0.02,1.32,14.11,2.01,0.51,2.4,2.2,2.3,2.0,65.44,6.6,0.0311689376831054
instances/Sat_Data/bench/HW-verification/40randomsets/2_17_1/IBM_FV_2004_rule_batch_2_17_1_SAT_dat.k20.cnf,1.0,0.25,0.0,0.03,1.31,2.01,0.57,0.28,2.13,2.37,2.0,9.81,0.19,0.0107433795928955
instances/Sat_Data/bench/HW-verification/40randomsets/15_rule/SAT_dat.k45.cnf,1.0,3.07,0.09,5.86,60.03,2.01,0.75,3.12,2.4,2.49,2.01,62.94,0.26,0.0840680599212646
instances/Sat_Data/bench/HW-verification/40randomsets/04_rule/SAT_dat.k1.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0
instances/Sat_Data/bench/HW-verification/40randomsets/13_rule_7/SAT_dat.k30.cnf,1.0,0.98,0.04,0.7,60.05,2.01,2.0,2.39,2.21,2.46,2.01,117.74,0.98,0.0197703838348388
instances/Sat_Data/bench/HW-verification/40randomsets/2_14/IBM_FV_2004_rule_batch_2_14_SAT_dat.k60.cnf,1.0,2.66,0.07,4.9,60.03,2.05,2.0,2.75,2.38,2.47,2.01,61.39,1.19,0.0738306045532226
instances/Sat_Data/bench/HW-verification/40randomsets/25_rule/SAT_dat.k10.cnf,1.0,2.01,0.05,0.95,60.1,2.01,2.0,2.46,2.24,2.4,2.0,70.56,0.44,0.0264382362365722
instances/Sat_Data/bench/HW-verification/40randomsets/25_rule/SAT_dat.k1.cnf,1.0,0.02,?,?,?,?,?,?,?,?,?,0.0,?,0
instances/Sat_Data/bench/HW-verification/40randomsets/1_17_2/IBM_FV_2004_rule_batch_1_17_2_SAT_dat.k60.cnf,1.0,1.46,0.02,0.92,11.91,2.01,0.34,2.22,2.16,2.31,2.0,65.71,6.06,0.0251815319061279
instances/Sat_Data/bench/HW-verification/40randomsets/06/IBM_FV_2004_rule_batch_06_SAT_dat.k30.cnf,1.0,0.99,0.03,0.55,60.02,2.01,2.0,2.35,2.16,2.26,2.01,65.31,1.12,0.0192689895629882
instances/Sat_Data/bench/HW-verification/40randomsets/15_rule/SAT_dat.k35.cnf,1.0,2.33,0.06,3.24,60.03,2.01,0.59,2.64,2.3,2.38,2.0,67.86,0.24,0.0576553344726562
instances/Sat_Data/bench/HW-verification/40randomsets/09_rule/SAT_dat.k1.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0
instances/Sat_Data/bench/HW-verification/40randomsets/02_1_rule_5/SAT_dat.k90.cnf,1.0,1.58,0.04,1.38,30.06,2.01,1.14,2.52,2.18,2.36,2.0,79.38,0.02,0.0316543579101562
instances/Sat_Data/bench/HW-verification/40randomsets/16_2_rule_5/SAT_dat.k25.cnf,1.0,0.29,0.0,0.06,3.57,2.01,0.08,0.47,2.13,2.3,2.0,13.68,0.08,0.0093061923980712
instances/Sat_Data/bench/HW-verification/40randomsets/24_1_rule_3/SAT_dat.k1.cnf,1.0,0.06,?,?,?,?,?,?,?,?,?,0.0,?,0
instances/Sat_Data/bench/HW-verification/40randomsets/15_rule/SAT_dat.k10.cnf,1.0,0.51,0.02,0.07,12.79,2.01,0.11,0.43,2.12,2.34,2.0,64.07,0.27,0.0116515159606933
instances/Sat_Data/bench/HW-verification/40randomsets/15_rule/SAT_dat.k1.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0
instances/Sat_Data/bench/HW-verification/40randomsets/28_rule/SAT_dat.k75.cnf,1.0,2.02,0.07,2.77,60.03,2.01,2.0,2.69,2.34,2.46,2.0,66.14,0.1,0.0577280521392822
instances/Sat_Data/bench/HW-verification/40randomsets/2_14/IBM_FV_2004_rule_batch_2_14_SAT_dat.k80.cnf,1.0,3.7,0.1,9.11,60.04,2.03,2.0,3.22,2.52,2.55,2.0,61.0,1.26,0.1172199249267578
instances/Sat_Data/bench/HW-verification/40randomsets/31_1_rule_2/SAT_dat.k30.cnf,1.0,1.25,0.03,0.61,47.75,2.01,2.0,2.41,2.15,2.31,2.0,93.81,0.04,0.0211150646209716
instances/Sat_Data/bench/HW-verification/40randomsets/26/IBM_FV_2004_rule_batch_26_SAT_dat.k70.cnf,1.0,18.1,0.4,58.7,60.13,2.11,2.01,7.9,4.38,4.26,2.04,60.84,28.2,0.4757394790649414
instances/Sat_Data/bench/HW-verification/40randomsets/05_rule/SAT_dat.k35.cnf,1.0,2.02,0.04,1.28,60.05,2.01,2.0,2.67,2.26,2.35,2.0,89.3,0.47,0.0309231281280517
instances/Sat_Data/bench/HW-verification/40randomsets/18_rule/SAT_dat.k60.cnf,1.0,4.42,0.09,4.16,60.04,2.01,2.0,3.2,2.43,2.55,2.0,63.93,0.03,0.0668883323669433
