@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-986-S67383539.cnf,1.0,0.0,0.0,0.05,0.0,1.82,2.7,1.8,0.0040385723114013
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-845-S148864424.cnf,1.0,0.0,0.0,0.95,0.0,1.83,2.68,1.88,0.0040459632873535
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-589-S489789423.cnf,1.0,0.0,0.0,1.38,0.0,1.83,2.57,1.81,0.0051112174987792
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-890-S637722797.cnf,1.0,0.0,0.0,0.2,0.0,1.86,2.66,1.72,0.0040977001190185
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-521-S556521707.cnf,1.0,0.0,0.0,0.06,0.01,1.83,2.58,1.87,0.0040714740753173
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-904-S160136050.cnf,1.0,0.0,0.0,0.03,0.0,1.82,2.62,1.91,0.0041189193725585
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-953-S592245209.cnf,1.0,0.0,0.0,1.99,0.0,1.89,2.68,1.73,0.0040583610534667
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-485-S954086185.cnf,1.0,0.0,0.0,0.05,0.0,1.81,2.62,1.76,0.0043225288391113
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-868-S52384790.cnf,1.0,0.0,0.0,0.08,0.0,1.83,2.63,1.91,0.004164695739746
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-703-S314898416.cnf,1.0,0.0,0.0,0.09,0.01,1.9,2.64,1.78,0.0040526390075683
