@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE vars_reduced_depth_1 NUMERIC
@ATTRIBUTE vars_reduced_depth_4 NUMERIC
@ATTRIBUTE vars_reduced_depth_16 NUMERIC
@ATTRIBUTE vars_reduced_depth_64 NUMERIC
@ATTRIBUTE vars_reduced_depth_256 NUMERIC
@ATTRIBUTE LP_OBJ NUMERIC
@ATTRIBUTE LPSLack_mean NUMERIC
@ATTRIBUTE LPSLack_coeff_variation NUMERIC
@ATTRIBUTE LPSLack_min NUMERIC
@ATTRIBUTE LPSLack_max NUMERIC
@ATTRIBUTE lpIntRatio NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC

@DATA
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1044333250.cnf,1,90.0,7650.0,89.0,7650.0,0.011235955,0.0,0.011633987,0.317759104,0.672414858,0.142857143,1.0,1.01459062,0.078651685,0.0,0.078651685,0.078651685,0.0,0.0,0.0,0.0,0.078651685,0.115046187,0.068627451,0.158039216,3.987354447,0.029957286,0.021194957,0.0,0.090265487,1.99833133,0.005006977,0.187014132,0.003137255,0.009673203,3.124749628,0.063660131,0.011503268,0.0,0.011503268,0.011503268,-1.0,0.0,-1.0,0.0,?,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4439.5,0.006194391,4412.0,4467.0,4467.0,4412.0,4467.0,4412.0,4467.0,31.020941295,0.006483739,30.81980961,31.22207298,31.22207298,30.81980961,31.22207298,30.81980961,31.22207298,0.061306576,0.686257493,0.000138606,0.178668474,0.122729955,0.011600211,0.083991745,0.022236676,0.057467264,9.9528e-05,0.438518841,7e-09,0.000285172,0.000159058,5.5627e-05,0.000118245,7.2653e-05,9.0695e-05,0.0,0.0,0.0,0.292134831,0.292134831,0.094356343,0.126567392,1.287381097,0.0,0.478076379,0.516853933,9.9434,0.249288,14.9711,0.191675,15.0,11.0,19.0,1.95149,0.290106,0.879424,0.0910828,9.65534,0.291213,15.1011,0.193371,15.0,11.0,19.0,1.68206,0.419034,0.873198,0.0926234,0.665618461,0.753566729
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1071777737.cnf,1,90.0,7650.0,89.0,7650.0,0.011235955,0.0,0.011633987,0.31503268,0.678208716,0.142857143,1.0,1.009544095,0.078651685,0.0,0.078651685,0.078651685,0.0,0.0,0.0,0.0,0.078651685,0.100799508,0.070849673,0.147320261,3.898693306,0.034256795,0.029137883,0.0,0.163701068,2.145068345,0.004739664,0.194910244,0.003006536,0.009019608,3.056217812,0.060261438,0.011503268,0.0,0.011503268,0.011503268,-1.0,0.0,-1.0,0.0,?,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4494.0,0.008455719,4456.0,4532.0,4532.0,4456.0,4532.0,4456.0,4532.0,30.928133532,0.001674431,30.876346499,30.979920565,30.979920565,30.876346499,30.979920565,30.876346499,30.979920565,0.06899913,0.810688558,0.000722084,0.303180112,0.148120638,0.008538361,0.094607186,0.024287322,0.061231794,0.000100761,0.387504673,2.3e-08,0.000206291,0.000162582,5.7739e-05,0.000122393,7.4883e-05,9.3894e-05,0.0,0.0,0.0,0.303370787,0.303370787,0.122277512,0.142685409,1.296796813,0.0,0.494828816,0.471910112,9.76546,0.263539,15.0292,0.187594,15.0,12.0,19.0,1.95764,0.29009,0.880865,0.0890471,9.38462,0.281318,15.1848,0.190697,15.0,12.0,19.0,1.67816,0.427537,0.874493,0.0973642,0.670055873,0.756005203
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1072189690.cnf,1,90.0,7650.0,89.0,7650.0,0.011235955,0.0,0.011633987,0.312679739,0.678053794,0.142857143,1.0,1.001485808,0.078651685,0.0,0.078651685,0.078651685,0.0,0.0,0.0,0.0,0.078651685,0.104019834,0.071111111,0.149673203,3.855581058,0.031156662,0.024423514,0.0,0.102333932,2.072998744,0.004945289,0.163580581,0.003267974,0.009281046,2.946982244,0.062875817,0.011503268,0.0,0.011503268,0.011503268,-1.0,0.0,-1.0,0.0,?,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4465.0,0.008510638,4427.0,4503.0,4503.0,4427.0,4503.0,4427.0,4503.0,31.014856572,0.000988837,30.984187938,31.045525205,31.045525205,30.984187938,31.045525205,30.984187938,31.045525205,0.063158303,0.759265942,0.000153647,0.200427606,0.134654866,0.009137166,0.089494934,0.023146763,0.058410781,9.8834e-05,0.404956896,1.8e-08,0.000215157,0.000147805,5.4306e-05,0.000119867,7.2761e-05,8.9603e-05,0.0,0.0,0.0,0.191011236,0.191011236,0.107117756,0.144837863,1.234103833,0.0,0.492687847,0.471910112,9.89665,0.248298,15.0069,0.187341,15.0,12.0,19.0,1.927,0.279597,0.877029,0.0914515,9.37942,0.26952,14.9284,0.195219,15.0,11.0,19.0,1.6171,0.419408,0.867535,0.0959159,0.667527846,0.753159311
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1080128151.cnf,1,90.0,7650.0,89.0,7650.0,0.011235955,0.0,0.011633987,0.312306256,0.671888826,0.142857143,1.0,0.997319471,0.078651685,0.0,0.078651685,0.078651685,0.0,0.0,0.0,0.0,0.078651685,0.101159418,0.070326797,0.147843137,3.945221149,0.035528332,0.02677957,0.00265252,0.133671743,2.176881977,0.004976133,0.166644072,0.003006536,0.009150327,2.989136913,0.063267974,0.011503268,0.0,0.011503268,0.011503268,-1.0,0.0,-1.0,0.0,?,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4392.333333333,0.015984851,4295.0,4458.0,4458.0,4295.0,4458.0,4295.0,4424.0,31.210351774,0.025485638,30.160186263,32.08456707,32.08456707,30.160186263,32.08456707,30.160186263,31.386301989,0.072010637,0.718466202,0.005305109,0.251567069,0.147639838,0.0137166,0.09931357,0.0320402,0.059845857,0.000100305,0.370278904,2.7e-08,0.000234539,0.000148549,5.669e-05,0.000122885,7.2404e-05,9.9595e-05,0.0,0.0,0.0,0.280898876,0.280898876,0.093154188,0.12023998,1.291450371,0.0,0.488794567,0.471910112,9.71579,0.257345,15.1953,0.189957,15.0,12.0,19.0,1.9552,0.279968,0.882598,0.0882832,9.28548,0.281761,15.146,0.195199,15.0,12.0,19.0,1.66225,0.430365,0.874717,0.108924,0.664237491,0.751473114
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1144429584.cnf,1,90.0,7650.0,89.0,7650.0,0.011235955,0.0,0.011633987,0.315742297,0.682673029,0.142857143,1.0,1.014102853,0.078651685,0.0,0.078651685,0.078651685,0.0,0.0,0.0,0.0,0.078651685,0.100953034,0.070718954,0.148627451,3.834832403,0.030276184,0.021689432,0.0,0.087344029,1.989859704,0.005048102,0.177694867,0.003267974,0.009411765,3.00056941,0.064183007,0.011503268,0.0,0.011503268,0.011503268,-1.0,0.0,-1.0,0.0,?,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4469.0,0.010740658,4421.0,4517.0,4517.0,4421.0,4517.0,4421.0,4517.0,31.232368263,0.006701271,31.023071703,31.441664822,31.441664822,31.023071703,31.441664822,31.023071703,31.441664822,0.061817719,0.698311139,0.000278905,0.173494706,0.134601111,0.00730268,0.085251418,0.029223401,0.052300062,9.6139e-05,0.353277529,2e-08,0.000215591,0.000141957,5.8349e-05,0.000109863,7.5381e-05,9.4581e-05,0.0,0.0,0.0,0.157303371,0.157303371,0.109156948,0.135914665,1.226820426,0.0,0.490196078,0.516853933,9.97555,0.27318,15.0827,0.201152,15.0,11.0,19.0,1.96017,0.283693,0.880551,0.0950614,9.39984,0.258796,15.1169,0.18971,15.0,12.0,19.0,1.67055,0.407026,0.874176,0.0855295,0.669968036,0.767363036
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1152165462.cnf,1,90.0,7650.0,89.0,7650.0,0.011235955,0.0,0.011633987,0.313837535,0.674912382,0.142857143,1.0,1.00392781,0.078651685,0.0,0.078651685,0.078651685,0.0,0.0,0.0,0.0,0.078651685,0.100860454,0.070326797,0.146405229,3.939341956,0.035273689,0.027138388,0.001540832,0.127768313,2.17684416,0.00503782,0.180444099,0.003398693,0.010457516,2.948488262,0.064052288,0.011503268,0.0,0.011503268,0.011503268,-1.0,0.0,-1.0,0.0,?,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4366.666666667,0.017581795,4274.0,4462.0,4462.0,4274.0,4462.0,4274.0,4364.0,30.927204884,0.020604054,30.137576041,31.698117436,31.698117436,30.137576041,31.698117436,30.137576041,30.945921173,0.071473303,0.738161387,0.003495735,0.242458659,0.152530174,0.012844043,0.105933536,0.032632971,0.057450134,0.000101237,0.398933761,2.9e-08,0.000221103,0.000164894,5.1212e-05,0.000120478,7.7881e-05,0.000100235,0.0,0.0,0.0,0.224719101,0.224719101,0.116078039,0.126175758,1.256768563,0.0,0.494117647,0.483146067,9.73967,0.269313,15.1216,0.189821,15.0,11.0,19.0,1.96847,0.285853,0.882363,0.112397,9.34121,0.256426,15.2248,0.192251,15.0,12.0,19.0,1.68228,0.413176,0.874797,0.0882975,0.66994382,0.762408163
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1152752166.cnf,1,90.0,7650.0,89.0,7650.0,0.011235955,0.0,0.011633987,0.311932773,0.67706847,0.142857143,1.0,0.99904389,0.078651685,0.0,0.078651685,0.078651685,0.0,0.0,0.0,0.0,0.078651685,0.10531505,0.071633987,0.152026144,3.906128037,0.033161097,0.027004213,0.0,0.103448276,2.090864244,0.005017258,0.195223594,0.00248366,0.010980392,3.024634619,0.06379085,0.011503268,0.0,0.011503268,0.011503268,-1.0,0.0,-1.0,0.0,?,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4466.5,0.009963058,4422.0,4511.0,4511.0,4422.0,4511.0,4422.0,4511.0,31.822914784,0.014794737,31.352103121,32.293726446,32.293726446,31.352103121,32.293726446,31.352103121,32.293726446,0.067168232,0.786124284,0.000297888,0.200949618,0.162537867,0.012066887,0.098234678,0.024614356,0.053106129,9.9068e-05,0.348125182,1.3e-08,0.000213475,0.000149086,6.1596e-05,0.000117463,7.6445e-05,9.4738e-05,0.0,0.0,0.0,0.06741573,0.06741573,0.10327287,0.129672574,1.261444916,0.0,0.489872534,0.483146067,9.87217,0.259472,15.0325,0.190654,15.0,11.0,19.0,1.95827,0.290087,0.879418,0.0928654,9.53492,0.269287,15.1364,0.191355,15.0,11.0,19.0,1.69702,0.426265,0.877202,0.0958569,0.669754349,0.757701412
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1159694041.cnf,1,90.0,7650.0,89.0,7650.0,0.011235955,0.0,0.011633987,0.315406162,0.676925237,0.142857143,1.0,1.010058102,0.078651685,0.0,0.078651685,0.078651685,0.0,0.0,0.0,0.0,0.078651685,0.11214931,0.069019608,0.156078431,3.840004717,0.028880152,0.023834329,0.0,0.105691057,2.005716664,0.00503782,0.193434027,0.002745098,0.009411765,3.169613013,0.064052288,0.011503268,0.0,0.011503268,0.011503268,-1.0,0.0,-1.0,0.0,?,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4413.333333333,0.014642832,4329.0,4486.0,4486.0,4329.0,4486.0,4329.0,4425.0,31.069026406,0.020255941,30.36036036,31.88965671,31.88965671,30.36036036,31.88965671,30.36036036,30.957062147,0.058846097,0.800512333,0.000208623,0.203074898,0.125147383,0.006513421,0.097307165,0.020116412,0.04636473,9.9572e-05,0.46121266,9e-09,0.000277761,0.000138743,5.9109e-05,0.00011,7.2444e-05,9.1734e-05,0.0,0.0,0.0,0.191011236,0.191011236,0.084008471,0.141046038,1.14452297,0.0,0.488441159,0.415730337,9.97031,0.284319,15.1281,0.192663,15.0,11.0,19.0,1.94708,0.284331,0.882532,0.0911618,9.53,0.270756,14.9525,0.193897,15.0,11.0,19.0,1.63764,0.426314,0.871892,0.091584,0.666787095,0.764318884
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1172308130.cnf,1,90.0,7650.0,89.0,7650.0,0.011235955,0.0,0.011633987,0.311633987,0.680263143,0.142857143,1.0,1.000080267,0.078651685,0.0,0.078651685,0.078651685,0.0,0.0,0.0,0.0,0.078651685,0.095226363,0.07254902,0.143529412,3.954918298,0.031614912,0.025697979,0.0,0.109215017,2.067206231,0.005233164,0.154137562,0.003660131,0.008888889,3.030383522,0.066535948,0.011503268,0.0,0.011503268,0.011503268,-1.0,0.0,-1.0,0.0,?,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4475.0,0.002458101,4464.0,4486.0,4486.0,4464.0,4486.0,4464.0,4486.0,31.484155605,0.006053063,31.293580027,31.674731183,31.674731183,31.293580027,31.674731183,31.293580027,31.674731183,0.064444502,0.785876221,4.3378e-05,0.212627585,0.143202069,0.007240821,0.098146373,0.025271231,0.050657879,9.7568e-05,0.355362248,3.9e-08,0.00017727,0.000148636,5.6983e-05,0.000118918,7.4708e-05,9.2787e-05,0.0,0.0,0.0,0.235955056,0.235955056,0.075990855,0.125583761,1.205519092,0.0,0.466666667,0.528089888,9.94693,0.269615,15.065,0.186469,15.0,12.0,19.0,1.95428,0.28995,0.883753,0.202391,9.52545,0.297051,15.1585,0.188482,15.0,12.0,19.0,1.67875,0.414045,0.87471,0.0915545,0.670829031,0.751105363
instances/Sat_Data/jack_instances/7sat90.test/unif-k7-r85.00-v90-c7650-S1233051374.cnf,1,90.0,7650.0,89.0,7650.0,0.011235955,0.0,0.011633987,0.313576097,0.682934424,0.142857143,1.0,1.007248151,0.078651685,0.0,0.078651685,0.078651685,0.0,0.0,0.0,0.0,0.078651685,0.100912752,0.072418301,0.148496732,3.939341956,0.034255468,0.023239413,0.0,0.094736842,2.104011968,0.004698539,0.177352842,0.002745098,0.008496732,2.961475012,0.059738562,0.011503268,0.0,0.011503268,0.011503268,-1.0,0.0,-1.0,0.0,?,-1.0,0.0,-1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4422.666666667,0.011221172,4356.0,4475.0,4475.0,4356.0,4475.0,4356.0,4437.0,31.150030067,0.015643361,30.483011938,31.633519553,31.633519553,30.483011938,31.633519553,30.483011938,31.333558711,0.069783196,0.658562382,2.8456e-05,0.185711938,0.137065635,0.00977538,0.09799044,0.032128379,0.06560302,9.791e-05,0.330821591,2e-08,0.000185914,0.000137213,5.5404e-05,0.000121952,7.7285e-05,9.7729e-05,0.0,0.0,0.0,0.224719101,0.224719101,0.149490387,0.125013062,1.30105029,0.0,0.475529806,0.494382022,9.70709,0.265993,15.1488,0.184454,15.0,12.0,19.0,1.96518,0.279931,0.882033,0.0888546,9.41211,0.255347,15.0124,0.187611,15.0,11.0,19.0,1.66611,0.417491,0.873508,0.0903972,0.66910052,0.759244284
