@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC

@DATA
instances/Sat_Data/circuit_fuzz/fuzz_100_6463.cnf,1,259.09152,128.4894,-0.0,87.79174,-0.0,-0.0,20.283094,-0.0,-0.0,146.22386,-0.0,99.1984,-0.0,99.62671,261.67587,116.7954
instances/Sat_Data/circuit_fuzz/fuzz_100_3546.cnf,1,24.068787,11.977961,-0.0,8.002532,-0.0,-1.641338e-07,1.7027595,-1.4391085e-05,-0.0,14.053396,-0.00044566038,9.514413,-0.0,9.4623995,24.535233,10.968291
instances/Sat_Data/circuit_fuzz/fuzz_100_17714.cnf,1,25.642382,12.704108,-0.0,8.3393545,-0.0,-0.0,1.8996968,-3.996124e-06,-0.0,15.000774,-0.0001757932,10.169816,-0.0,10.161435,26.127827,11.811047
instances/Sat_Data/circuit_fuzz/fuzz_100_28416.cnf,1,78.0952,38.51322,-0.0,25.33141,-0.0,-0.0,6.3824573,-0.0,-0.0,44.81193,-0.0,30.394735,-0.0,30.659842,79.051926,36.06878
instances/Sat_Data/circuit_fuzz/fuzz_100_23226.cnf,1,25.94738,12.876471,-0.0,8.56256,-0.0,-0.0,1.9003124,-2.8968134e-06,-0.0,15.139774,-0.00015455,10.258818,-0.0,10.224909,26.443443,11.880915
instances/Sat_Data/circuit_fuzz/fuzz_100_2327.cnf,1,95.22725,46.96418,-0.0,31.184952,-0.0,-0.0,7.732282,-0.0,-0.0,54.359444,-0.0,36.88868,-0.0,37.19948,96.213196,43.785797
instances/Sat_Data/circuit_fuzz/fuzz_100_18548.cnf,1,40.534527,19.990593,-0.0,13.059453,-0.0,-0.0,3.2518783,-0.0,-0.0,23.50479,-0.0,15.935419,-0.0,16.042437,41.15201,18.779284
instances/Sat_Data/circuit_fuzz/fuzz_100_27424.cnf,1,26.756006,13.216121,-0.0,8.612208,-0.0,-0.0,2.015994,-1.4898758e-06,-0.0,15.660308,-9.9242585e-05,10.613875,-0.0,10.640425,27.27479,12.386883
instances/Sat_Data/circuit_fuzz/fuzz_100_6173.cnf,1,40.976658,20.243795,-0.0,13.489262,-0.0,-0.0,3.247351,-0.0,-0.0,23.616962,-0.0,15.996098,-0.0,16.073532,41.47883,18.829044
instances/Sat_Data/circuit_fuzz/fuzz_100_29181.cnf,1,13.638657,6.9309945,-0.0,4.864909,-0.0,-0.0010178607,0.5902377,-0.007747418,-1.5999439e-07,8.1226,-0.047443554,5.403408,-0.0,5.288095,14.218163,5.9640126
instances/Sat_Data/circuit_fuzz/fuzz_100_7085.cnf,1,41.264866,20.388474,-0.0,13.579691,-0.0,-0.0,3.2675683,-0.0,-0.0,23.77865,-0.0,16.106853,-0.0,16.18223,41.764587,18.965347
instances/Sat_Data/circuit_fuzz/fuzz_100_23681.cnf,1,38.012768,18.761446,-0.0,12.267665,-0.0,-0.0,3.0313742,-0.0,-0.0,22.060713,-0.0,14.95851,-0.0,15.040759,38.594925,17.596231
instances/Sat_Data/circuit_fuzz/fuzz_100_911.cnf,1,176.33852,87.15605,-0.0,58.81421,-0.0,-0.0,14.1039095,-0.0,-0.0,99.893,-0.0,67.78422,-0.0,68.27487,177.99228,80.27375
instances/Sat_Data/circuit_fuzz/fuzz_100_22469.cnf,1,209.17027,103.610466,-0.0,70.60022,-0.0,-0.0,16.474615,-0.0,-0.0,118.18185,-0.0,80.17269,-0.0,80.58889,211.18733,94.53546
instances/Sat_Data/circuit_fuzz/fuzz_100_17352.cnf,1,181.58333,90.30539,-0.0,62.065807,-0.0,-0.0,13.967038,-0.0,-0.0,102.46602,-0.0,69.49291,-0.0,69.60703,183.48352,81.46068
instances/Sat_Data/circuit_fuzz/fuzz_100_29710.cnf,1,30.020077,14.846544,-0.0,9.71281,-0.0,-0.0,2.330384,-0.0,-0.0,17.5156,-9.865377e-06,11.881032,-0.0,11.900456,30.536533,13.872551
instances/Sat_Data/circuit_fuzz/fuzz_100_11470.cnf,1,39.3019,19.386528,-0.0,12.718085,-0.0,-0.0,3.1394694,-0.0,-0.0,22.769688,-0.0,15.434304,-0.0,15.531651,39.875244,18.181719
