@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC

@DATA
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-986-S67383539.cnf,1,0.18993658,1.5049684,1.5437106,0.6569023,-0.037351064,-0.057846613,2.7243435,2.192272,0.059242748,-0.045336116,0.602531,3.7874546,0.26811218,3.8951814,-0.035302706,0.3913602,2.1651642,-0.026569454,1.5981127,1.0634432,-0.034939107,1.9500033,1.0379115,-0.038845677,-0.036020327,1.5608382,0.6056407,1.9789478,-0.040920194,0.05023569,10.394574,4.769366,5.8908525,-0.028842341,1.4515882,9.509118,1.4214162,2.5178704,6.683473,0.6274929,4.113144,0.3233578,2.2642665,0.026019402,0.1036261,1.243338,3.6370642,4.214272
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-845-S148864424.cnf,1,0.14728573,1.9547572,2.2837036,0.89563584,-0.029297346,-0.04496424,4.110288,3.1714814,0.059971567,-0.020774689,1.3441864,5.373397,0.89325106,5.0403957,-0.028874258,0.77759856,3.2080288,-0.026672997,2.6405952,1.6247721,-0.018603664,3.055945,1.641563,-0.030112641,-0.026949074,2.2924035,0.8523639,2.806607,0.008321107,0.103712365,16.234333,7.5125713,8.965314,-0.030110588,2.1277487,15.137649,1.8650292,3.264386,9.898751,0.88211167,6.0239124,0.4976776,2.802118,0.0025880805,0.08139661,1.5861466,5.638993,5.6199493
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-589-S489789423.cnf,1,0.08946354,1.60648,2.0337367,0.8005551,-0.03439221,-0.05387276,4.143804,2.634817,-0.0061962907,-0.042653456,1.4613919,4.5133753,0.4795554,4.814614,-0.03284422,1.0003285,2.94115,-0.0292964,1.9908348,1.6780051,-0.03323117,2.6777227,1.4752191,-0.041296195,-0.026972413,2.0171068,0.8982527,2.8377829,-0.01674922,-0.014835791,14.300414,6.495442,7.6664057,-0.025643753,1.9314579,13.242461,1.5499158,3.0852683,8.464713,0.6656377,5.1889505,0.48688585,2.6259904,0.016237065,0.10685337,1.574377,4.9179344,4.8872204
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-890-S637722797.cnf,1,0.2485827,1.883204,1.9670337,0.7295611,-0.039528653,-0.05293648,3.6709943,2.598061,0.11415263,-0.038448323,0.71681994,4.4449644,0.33306438,5.4956303,-0.03876169,0.72917753,2.5929976,-0.0312576,1.6573178,1.2635584,-0.028951097,3.099583,1.3289605,-0.036485206,-0.035076935,1.8208029,0.8332473,2.910306,-0.028959727,-0.00056173035,13.993316,6.4521937,7.186419,-0.038304247,1.7579556,12.3755865,1.9163667,2.5947294,8.402741,0.7496129,5.190843,0.28483498,2.8350542,-0.02304468,0.11026929,1.3920546,4.112494,5.8371315
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-521-S556521707.cnf,1,0.10945964,1.9896513,5.6382294,1.7452613,-0.029516771,-0.054381162,3.1625023,7.0862823,0.16138221,-0.034415387,0.508693,2.7276614,0.10720714,3.7104394,-0.020693189,0.4531608,5.1634784,-0.031293847,0.67814136,3.0534987,-0.02450607,2.1531239,4.3432674,-0.03323647,-0.02993097,4.525911,3.1890452,1.9367428,-0.036504846,0.8341765,8.605865,3.422805,4.0601444,-0.026577832,5.107416,7.843374,2.2038155,7.526488,6.406568,2.3897245,7.6812277,1.5281813,1.9389006,0.5842706,0.17964035,4.309571,2.7658787,3.8302286
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-904-S160136050.cnf,1,0.031508937,1.2886227,1.6514149,0.5666903,-0.04645296,-0.058349103,2.5954068,1.8538076,0.078762874,-0.04260983,0.51398486,3.280897,0.21784124,3.4625928,-0.05192971,0.41390392,2.0552104,-0.035959657,1.4643801,0.9655601,-0.026519293,1.91474,0.91768295,-0.040884033,-0.039921388,1.4384861,0.5029955,1.8532197,-0.041830443,-0.014378749,9.65685,4.4686875,5.1275043,-0.045959357,1.2528899,8.74941,1.3671286,2.2722836,6.080295,0.4205278,3.8618033,0.35715714,1.9010376,0.023016585,-0.007445699,0.9735851,2.9526868,4.3778157
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-953-S592245209.cnf,1,0.16862276,1.4783039,1.8162038,0.7277701,-0.045208517,-0.052736573,1.7911347,2.4849215,0.065587096,-0.04003108,0.18944219,2.4300919,0.089650154,2.9242642,-0.044019286,0.3599797,2.3050816,-0.03552132,0.6212943,1.1722131,-0.028113727,1.5910801,1.3847537,-0.03706995,-0.03662131,1.7638471,0.87177557,1.1817852,-0.034988467,0.016299594,7.543399,2.870927,3.6628828,-0.038387768,1.7486773,6.929237,0.98809755,2.6327538,5.218342,0.8372387,4.0043764,0.3495099,1.6002085,0.11742845,0.04387532,1.5072432,2.4174163,2.894024
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-485-S954086185.cnf,1,0.24322645,1.9791182,2.722658,0.76384413,0.020396022,-0.04139929,7.901883,3.045806,0.42864618,-0.030360661,2.2301044,6.436794,1.493194,7.906008,-0.021348067,0.9598273,3.3057132,-0.02029018,3.019089,1.9383014,-0.026692485,4.3668094,1.7498194,-0.030215012,-0.025105882,2.253875,1.0158654,3.5395083,0.024416849,0.010471052,21.569187,11.162593,11.489162,0.00042863103,2.2494206,20.863523,3.6670752,3.6834686,12.864541,0.83510375,7.951568,0.37412903,3.9238071,0.09304154,0.10646441,1.9702593,7.1148524,7.3303776
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-868-S52384790.cnf,1,0.18278787,2.3681958,6.8236213,2.2769725,-0.030143902,-0.048557296,3.7856343,8.397186,0.34085795,-0.028958578,0.4746989,2.8604212,0.09549048,3.7662578,-0.031552892,0.42617655,6.2392697,-0.022857374,0.6803455,3.3559253,-0.013738724,2.1780655,5.1362414,-0.022420108,-0.01938906,5.513732,3.9125922,1.6080712,-0.022992205,1.1308852,8.627892,3.388685,3.8176312,-0.028064022,6.0245504,7.94582,2.6802356,9.150671,6.9309683,2.6600132,9.2589245,1.8605914,2.1870432,0.7093671,0.11118461,5.327103,2.675706,3.854673
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-703-S314898416.cnf,1,0.19850476,1.9651994,1.4820752,0.71246725,-0.044875816,-0.03858972,3.852082,1.653883,-0.009452452,-0.0330282,1.1558934,5.821117,0.9496011,6.1616993,0.06691218,1.4826976,1.9579474,-0.023671763,3.021434,1.1462382,-0.024235917,3.7389882,0.7549002,-0.02979275,-0.033857472,1.327243,0.3544136,3.901303,0.0032457123,0.02284988,18.879921,9.02875,10.292884,-0.022398084,1.6013832,17.155996,1.6910528,1.3936304,11.066959,0.4080453,4.4846454,0.14610419,3.0363085,-0.032373305,-0.018342944,0.53490746,5.844482,7.2608814
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-614-S1284935773.cnf,1,0.16607323,1.6494391,1.6911091,0.5078957,-0.034802802,-0.056313384,3.2404358,1.8904693,-0.01850986,-0.015545736,0.916752,4.778156,0.65648776,4.905114,-0.021682587,0.94381416,2.119821,-0.031475447,2.4304137,1.2907821,-0.027025575,3.2824485,0.9381966,-0.03730384,-0.037984475,1.3273007,0.2915667,3.166236,-0.027968284,-0.0042113466,14.144113,6.6313133,8.00893,-0.032416753,1.7387587,13.020261,1.4738533,1.4560634,8.320229,0.44332668,4.094999,0.11730839,2.3355203,0.0013220849,-0.031664968,0.51405233,4.302858,5.7170887
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-119-S595537095.cnf,1,0.15916239,2.00114,3.9660292,1.503445,-0.041833114,-0.056981176,2.87239,5.1072035,0.17681535,-0.04676024,0.3869223,3.3147063,0.060327504,3.8633535,-0.043324992,0.407297,3.8332298,-0.0430749,0.8346074,1.8754478,-0.03267511,2.3363125,2.8139129,-0.044795163,-0.04277277,3.3018756,2.2419207,1.8783057,-0.045963913,0.35369313,9.005498,3.5867524,4.076196,-0.046970937,3.6591866,8.097965,1.7720122,5.488233,6.559508,1.7950566,6.0866356,1.164718,2.39486,0.30513695,0.094572954,3.1475363,2.8913453,4.063368
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-269-S1783209885.cnf,1,0.15723878,1.7637705,2.3690321,0.99982977,-0.033530068,-0.05423322,2.83182,2.9967256,0.055392507,-0.038992904,0.55751806,4.04375,0.22778386,4.0022163,-0.035355072,0.5130668,2.998308,-0.032700684,1.3243626,1.3048104,-0.02932683,2.4230857,1.4400247,-0.039506074,-0.03766271,2.2209628,0.79281026,1.9802892,-0.0340334,0.02774832,11.321373,5.1325507,5.6224737,-0.034218185,2.319504,10.677583,1.5897425,2.9484215,7.3773475,0.8705297,5.154414,0.4935324,2.2465887,0.006497854,0.06465559,1.5463495,3.6388326,4.443654
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-896-S1605993242.cnf,1,0.15176637,1.3511544,1.0758966,0.5326775,-0.04301404,-0.047869906,2.305478,1.3404841,0.018435074,-0.043984696,0.73935753,3.4675505,0.34012932,3.7542982,-0.04397798,0.7332346,1.9504694,-0.035196282,1.4401016,0.88311005,-0.032040093,1.9973652,0.66622746,-0.040357817,-0.035716698,1.1869999,0.29419842,2.308048,-0.03791268,-0.03374941,11.224051,4.9693265,6.0087996,-0.016514536,1.140939,10.314124,0.87525356,1.4630156,6.680574,0.42198533,3.4946175,0.20541407,1.9263233,-0.05128016,0.013697143,0.7957677,3.6331704,3.7250032
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-697-S1590116081.cnf,1,0.21963008,2.0407255,3.5169346,1.2316376,-0.030975519,-0.054009356,3.1444552,4.5006948,0.18604033,-0.031209005,0.6834094,3.2742362,0.14072193,3.8822806,-0.034268353,0.4852294,3.9645865,-0.0238734,0.93131334,1.8569101,-0.025873572,2.2138717,2.6108377,-0.029242245,-0.025978796,3.07282,1.6483996,1.98789,-0.021379411,0.1914734,10.650352,4.6754684,5.626626,-0.028076308,3.0820694,9.570548,1.5302542,4.9386554,7.0730133,1.286544,6.354665,0.91830647,2.486747,0.17631182,0.092821315,2.626828,3.786753,4.0464807
