@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-986-S67383539.cnf,1.0,0.0,0.0,0.05,0.0,1.82,2.7,1.8,0.0014204978942871
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-845-S148864424.cnf,1.0,0.0,0.0,0.95,0.0,1.83,2.68,1.88,0.0031037330627441
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-589-S489789423.cnf,1.0,0.0,0.0,1.38,0.0,1.83,2.57,1.81,0.0030810832977294
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-890-S637722797.cnf,1.0,0.0,0.0,0.2,0.0,1.86,2.66,1.72,0.0030834674835205
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-521-S556521707.cnf,1.0,0.0,0.0,0.06,0.01,1.83,2.58,1.87,0.0014231204986572
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-904-S160136050.cnf,1.0,0.0,0.0,0.03,0.0,1.82,2.62,1.91,0.0025594234466552
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-953-S592245209.cnf,1.0,0.0,0.0,1.99,0.0,1.89,2.68,1.73,0.0014266967773437
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-485-S954086185.cnf,1.0,0.0,0.0,0.05,0.0,1.81,2.62,1.76,0.003462791442871
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-868-S52384790.cnf,1.0,0.0,0.0,0.08,0.0,1.83,2.63,1.91,0.0032870769500732
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-703-S314898416.cnf,1.0,0.0,0.0,0.09,0.01,1.9,2.64,1.78,0.0022599697113037
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-614-S1284935773.cnf,1.0,0.0,0.0,2.0,0.0,1.8,2.65,1.9,0.0016114711761474
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-119-S595537095.cnf,1.0,0.0,0.0,0.08,0.0,1.8,2.63,1.77,0.0026614665985107
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-269-S1783209885.cnf,1.0,0.0,0.0,1.43,0.0,1.84,2.66,1.88,0.0022790431976318
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-896-S1605993242.cnf,1.0,0.0,0.0,0.01,0.0,1.82,2.59,1.73,0.0031774044036865
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-697-S1590116081.cnf,1.0,0.0,0.0,1.97,0.0,1.85,2.68,1.87,0.0025484561920166
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-360-S1531090365.cnf,1.0,0.0,0.0,0.23,0.0,1.83,2.63,1.78,0.0030694007873535
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-134-S440574157.cnf,1.0,0.0,0.0,0.84,0.0,1.88,2.61,1.83,0.0014472007751464
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-56-S441853154.cnf,1.0,0.0,0.0,0.94,0.0,1.77,2.59,1.81,0.0025594234466552
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-290-S778859173.cnf,1.0,0.0,0.0,0.71,0.0,1.8,2.71,1.69,0.0022578239440917
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-721-S652240344.cnf,1.0,0.0,0.0,0.0,0.0,1.85,2.63,1.93,0.0014436244964599
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-231-S1697955241.cnf,1.0,0.0,0.0,0.74,0.0,1.86,2.64,1.7,0.002760887145996
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-777-S900373011.cnf,1.0,0.0,0.0,0.04,0.0,1.85,2.62,1.87,0.0016815662384033
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-305-S193990361.cnf,1.0,0.0,0.0,0.0,0.0,1.88,2.68,1.72,0.0025479793548583
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-991-S849346032.cnf,1.0,0.0,0.0,0.01,0.0,1.83,2.65,1.77,0.003070592880249
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-159-S884110265.cnf,1.0,0.0,0.0,0.0,0.0,1.88,2.66,1.72,0.0014452934265136
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-309-S733913711.cnf,1.0,0.0,0.0,0.98,0.0,1.85,2.62,1.73,0.0031192302703857
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-865-S710593380.cnf,1.0,0.0,0.0,1.22,0.0,1.85,2.66,1.74,0.0014159679412841
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-349-S236974198.cnf,1.0,0.0,0.0,0.0,0.0,1.83,2.66,1.88,0.0014441013336181
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-812-S1449029388.cnf,1.0,0.0,0.0,0.01,0.0,1.86,2.7,1.92,0.0014338493347167
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-300-S923800157.cnf,1.0,0.0,0.0,1.36,0.0,1.83,2.65,1.71,0.0025749206542968
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-796-S717695655.cnf,1.0,0.0,0.0,0.0,0.0,1.84,2.6,1.73,0.0014312267303466
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-636-S1562674914.cnf,1.0,0.0,0.0,0.03,0.0,1.82,2.64,1.79,0.003087043762207
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-972-S1776290313.cnf,1.0,0.0,0.0,0.1,0.0,1.97,2.72,1.96,0.0026302337646484
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-15-S59587435.cnf,1.0,0.0,0.0,0.74,0.0,1.93,2.68,2.0,0.0014197826385498
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-824-S355947733.cnf,1.0,0.0,0.0,0.16,0.0,1.85,2.66,1.86,0.0014152526855468
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-834-S1599981506.cnf,1.0,0.0,0.0,0.0,0.0,1.91,2.68,1.72,0.0030672550201416
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-594-S1199411313.cnf,1.0,0.0,0.0,0.37,0.0,1.82,2.64,1.7,0.0025615692138671
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-160-S1319960617.cnf,1.0,0.0,0.0,0.89,0.0,1.82,2.7,1.83,0.0033314228057861
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-205-S1077862415.cnf,1.0,0.0,0.0,0.0,0.0,1.86,2.68,1.76,0.0030510425567626
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-864-S1341701469.cnf,1.0,0.0,0.0,1.87,0.0,1.87,2.68,1.89,0.0030469894409179
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-310-S674385057.cnf,1.0,0.0,0.0,2.0,0.0,1.88,2.62,1.7,0.002526044845581
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-130-S1937493838.cnf,1.0,0.0,0.0,0.15,0.0,1.88,2.65,1.95,0.0031068325042724
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-798-S222119402.cnf,1.0,0.0,0.0,1.17,0.0,1.8,2.62,1.78,0.0014271736145019
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-993-S1588835958.cnf,1.0,0.0,0.0,0.01,0.01,1.95,2.63,1.8,0.0030930042266845
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-663-S387509432.cnf,1.0,0.0,0.0,1.58,0.01,1.81,2.62,1.85,0.0014150142669677
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-958-S41787405.cnf,1.0,0.0,0.0,1.51,0.0,1.83,2.64,1.82,0.0030605792999267
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-90-S1032012349.cnf,1.0,0.0,0.0,0.05,0.0,1.81,2.63,1.84,0.0025498867034912
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-469-S462850099.cnf,1.0,0.0,0.0,1.03,0.0,1.82,2.6,1.89,0.0027551651000976
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-580-S1826487864.cnf,1.0,0.0,0.0,1.61,0.0,1.82,2.64,1.73,0.0017244815826416
