@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC
@ATTRIBUTE gnn_48 NUMERIC
@ATTRIBUTE gnn_49 NUMERIC
@ATTRIBUTE gnn_50 NUMERIC
@ATTRIBUTE gnn_51 NUMERIC
@ATTRIBUTE gnn_52 NUMERIC
@ATTRIBUTE gnn_53 NUMERIC
@ATTRIBUTE gnn_54 NUMERIC
@ATTRIBUTE gnn_55 NUMERIC
@ATTRIBUTE gnn_56 NUMERIC
@ATTRIBUTE gnn_57 NUMERIC
@ATTRIBUTE gnn_58 NUMERIC
@ATTRIBUTE gnn_59 NUMERIC
@ATTRIBUTE gnn_60 NUMERIC
@ATTRIBUTE gnn_61 NUMERIC
@ATTRIBUTE gnn_62 NUMERIC
@ATTRIBUTE gnn_63 NUMERIC

@DATA
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-986-S67383539.cnf,1,-0.004108972,-0.0032611522,-0.0025620293,0.026595578,0.2908984,0.09684676,-0.0047157183,0.13803318,0.46539354,-0.0007238388,-0.002347639,-0.0010021116,-0.0011342032,-0.0010826387,-0.0074072503,0.37936693,0.02100974,-0.0018252524,-0.0013975211,0.09845056,-0.00021556142,-0.0052940487,0.04540135,0.8991834,0.020225428,-0.00073692825,-0.0043134782,0.3906332,0.39420688,-0.0022703516,-0.002805325,0.2337916,0.36474806,0.40046722,0.39156663,-0.0017472019,-0.003029735,-0.001739264,-0.00557266,-0.005275416,-0.0067483233,-0.00014086746,-0.00044699459,-0.0012010367,-0.0060176984,-0.0012602659,0.025732286,0.30419192,-0.0010670839,-0.0040022,-0.0086427545,-0.00058546494,0.024074737,-0.0026264011,0.061602116,0.13189556,0.39962378,0.30460334,0.19076702,0.7000526,0.22542062,-0.0007855512,0.732298,0.5297587
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-845-S148864424.cnf,1,-0.0038533115,-0.0034159326,-0.0030749477,-0.00058016996,0.26671156,0.16305421,-0.0064596483,0.20256343,0.60297954,0.0031898953,-0.0035204242,-0.0016834764,-0.00086365436,-0.0013820162,-0.009518306,0.61783993,0.05315251,-0.0021610206,-0.0017088222,0.10280253,0.10292588,-0.0059415484,0.032361493,1.161007,-0.0011288984,0.011226039,-0.006496907,0.5539018,0.22526789,-0.0028541957,-0.0043990207,0.45825,0.35976815,0.43973792,0.5671083,-0.0021958186,-0.0048497543,-0.0020753955,-0.0059392736,-0.0067296694,-0.009764986,-9.058632e-05,-0.0009392561,-0.0024843588,-0.008520007,-0.0009123409,-0.0009936057,0.3959097,-0.0017740583,-0.003833981,-0.010834104,-0.0014894591,-0.0019109863,-0.0028199905,-8.4273364e-05,0.18998967,0.42590305,0.37135193,0.1410703,0.97000885,0.34553957,-0.00023178864,0.9179062,0.7922603
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-589-S489789423.cnf,1,-0.0039310926,-0.002811722,-0.004110315,-0.00057780504,0.23031351,0.22453344,-0.0077204597,0.14047453,0.62089586,-0.00021372091,-0.0044254735,-0.0010684098,-0.0020941645,-0.001474652,-0.00888412,0.5303038,0.111854434,-0.0026538947,-0.0011654434,0.09173301,0.12244567,-0.0064612487,-3.4525394e-05,0.92668205,-8.014567e-05,-0.0013449583,-0.0065240297,0.6613158,0.30808052,-0.0030238372,-0.0044874656,0.49896288,0.425363,0.31962746,0.43256506,-0.003177331,-0.006195907,-0.0019433446,-0.0062233866,-0.00575639,-0.008619446,0.14186147,0.022286057,-0.0040590637,-0.009352341,-0.0014741097,-0.0014087235,0.31254044,-0.0025990568,-0.0043233004,-0.010069524,-0.00071433734,-0.0012176492,-0.0031412619,-0.0011612342,0.12819593,0.26850995,0.29109123,0.3065858,0.9714316,0.3077182,0.0007472001,0.78492206,0.8742454
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-890-S637722797.cnf,1,-0.0060120653,-0.0032723625,-0.004322535,-0.00015862475,0.6240487,0.23702207,-0.009322764,0.0064186454,0.7593992,-0.0005207748,-0.0025008256,-0.0013572822,-0.00016553022,-0.002096285,-0.012155802,0.7565553,0.09658064,-0.0026604335,-0.0031446437,0.11309461,-0.00029457523,-0.008418964,-0.00026765256,1.4884673,0.07596045,-0.0003921035,-0.0077460003,0.52589333,0.4881149,-0.0028511481,-0.0054683653,0.5734049,0.6339867,0.5195185,0.66854,-0.0027384087,-0.0050318507,-0.0027788836,-0.008731831,-0.006909359,-0.01126272,0.10720443,0.0656236,-0.0023764016,-0.010536471,-0.002890657,0.036992244,0.335672,-0.0005239642,-0.006363762,-0.0144035285,-0.00011296164,0.026044134,-0.0029658466,-0.0016320413,0.14033218,0.5019591,0.49232042,0.328332,0.98926306,0.31891122,-0.0025486094,1.1020126,0.9306994
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-521-S556521707.cnf,1,-0.0023584974,-0.003052988,-0.002809275,0.0331941,0.3648273,0.20498163,-0.0054506576,0.096287236,0.56625175,0.099632114,-0.0011236673,-0.001062118,0.035650127,0.053706735,-0.010220929,0.5710688,0.026689354,-0.0017175772,-0.0022210937,0.07526761,0.021098658,-0.0053142896,0.0056140423,1.372827,-0.0004051355,0.07300304,-0.0061337636,0.3521856,0.17668286,-0.0031017011,-0.004720007,0.21293892,0.55505437,0.4994198,0.6523477,-0.0018940243,-0.003492341,-0.0031212245,-0.0074562645,-0.005498863,-0.008676116,-0.0006294996,0.059810005,-3.1003055e-05,-0.0077771293,-0.00044918898,-6.075576e-06,0.3678654,-0.00044617508,-0.003854126,-0.010874187,-0.00058856764,-0.0017970788,-0.002717399,-0.00023483469,0.12131769,0.52112937,0.32015085,0.18646061,0.8427459,0.1174775,-0.0017433999,0.85489976,0.5727185
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-904-S160136050.cnf,1,-0.0024934665,-0.0048470134,-0.0018484967,0.0949661,0.43935156,0.032848287,-0.0024142012,-0.00013151854,0.3331501,-0.00052842445,-0.0015845215,-0.0014378271,-0.00082186644,-0.0007986979,-0.0099525405,0.5487465,-0.0015872965,-0.0010271977,-0.0024632674,-0.0005728654,-0.0014179858,-0.005374185,-3.1597465e-05,1.3720978,-0.00057267194,0.15495521,-0.004221365,0.29160056,0.45788515,-0.003217679,-0.0043711476,0.0736371,0.52789164,0.5840932,0.56922656,-0.0003978578,-0.0042849146,-0.0025748222,-0.0070537413,-0.0060892785,-0.00798927,-0.0005624356,0.11510311,0.13675895,-0.0067913714,-0.0010896354,0.18838495,0.39409897,0.02251647,-0.0037680815,-0.011028392,-0.0007136316,-2.9630028e-05,-0.0031006068,0.15222391,0.21605064,0.6542612,0.44322285,0.05145729,0.7632208,0.2625947,-0.0024273815,0.9300071,0.48074317
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-953-S592245209.cnf,1,-0.003538401,-0.0041632927,-0.002804762,-8.1401646e-05,0.35925344,-4.3543092e-05,-0.0041088737,0.019394606,0.4363157,-0.00064967107,-0.0013029218,-0.000882114,-0.00022328414,-0.0017561606,-0.009799033,0.6185071,-0.0016313073,-0.0009812252,-0.002072983,-0.001202213,-0.0016306087,-0.005277128,-0.00033464044,1.3321812,0.008664988,0.13312002,-0.0042045037,0.32808214,0.39025295,-0.0035833537,-0.0035785378,0.20087676,0.420525,0.5191767,0.48397523,-0.0008560966,-0.0034324485,-0.002638551,-0.006690298,-0.0057054525,-0.008267494,0.01928126,0.08942759,0.029940061,-0.007508753,-0.0014340912,0.08515101,0.38770965,0.0002698861,-0.0037042531,-0.010279716,-0.00034460495,-0.0011588698,-0.002825004,0.12734386,0.21180981,0.5501437,0.44840243,0.08074877,0.67406523,0.24844798,-0.002415917,0.8882486,0.539446
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-485-S954086185.cnf,1,-0.003667196,-0.001774297,-0.0041890037,-0.0009772688,0.30413762,0.3188359,-0.008200433,0.31189364,0.6094843,0.0015762784,-0.002693749,-0.0016855843,-0.0017890462,-0.00061705575,-0.008615857,0.40522826,0.16014716,-0.0036300016,-0.0016363477,0.17805006,0.2820463,-0.0059125754,0.111529455,0.8294909,-0.0011682273,-0.0026662773,-0.0076248404,0.62743783,0.2670155,-0.0016593306,-0.003358014,0.50454414,0.4141348,0.25847188,0.39916778,-0.003848423,-0.005115379,-0.0019366326,-0.006055671,-0.0056959423,-0.007794508,-0.00017209328,-0.00044143372,-0.003154578,-0.008269322,-0.0016962381,-0.001944372,0.24779499,-0.0022764488,-0.0043195155,-0.00963996,-0.0017788392,-0.0017828941,-0.0026424974,-0.0008342725,0.048940547,0.21189578,0.20501876,0.3923769,0.87519956,0.21239749,-0.00070464803,0.717242,0.75001353
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-868-S52384790.cnf,1,-0.0022300072,-0.0036774017,-0.0015730556,0.061359715,0.35285008,0.05174491,-0.0032341173,0.1130836,0.3766719,-0.00029589128,-0.0021648554,-0.0019043506,-0.0003233043,0.026577413,-0.009666455,0.43760252,-0.0004990527,-0.0018460727,-0.0022159826,0.05323039,-0.0002446915,-0.0049661547,0.03353037,1.2483639,-0.0010427097,0.13086918,-0.005527309,0.26392162,0.32135576,-0.0025674498,-0.0044771116,0.116080955,0.5139881,0.57058173,0.6305094,-0.0010519598,-0.0044972966,-0.002896912,-0.0068166004,-0.006176821,-0.00797184,-0.0019232658,0.04150662,0.072206,-0.00708684,-0.0009362541,0.13579923,0.4176098,0.028180476,-0.0030124732,-0.010641793,-0.0010136642,-7.768195e-05,-0.0027282888,0.061234012,0.23004514,0.67072827,0.34455764,0.11942609,0.8639302,0.2514711,-0.0017032214,0.9248494,0.5268806
instances/Sat_Data/K3-inst/k3-v200-c853/unif-v200-c853-703-S314898416.cnf,1,-0.0035117029,-0.002885492,-0.0044638705,-0.0012837623,0.3524191,0.24191895,-0.008083339,0.13204545,0.70941913,0.017223526,-0.0032671029,-0.001655799,-0.0011091933,-0.0011259904,-0.011952562,0.72978646,-0.00011488035,-0.0017534076,-0.0025167083,0.042477563,0.060240693,-0.0071058776,0.022461504,1.4493841,-0.0012073237,0.0055026077,-0.008016705,0.6675355,0.2538663,-0.0032819363,-0.0052078185,0.49337468,0.51480204,0.48217764,0.7201127,-0.002244819,-0.0058332235,-0.0027916466,-0.007291709,-0.0071517252,-0.011765132,0.04259848,0.027159244,-0.002606953,-0.010711657,-0.00092158583,-0.0012163052,0.43714273,-0.0017683282,-0.0049159583,-0.012868827,-0.0016568335,-0.0023805336,-0.0033479333,-0.001053069,0.20355208,0.4407382,0.44132403,0.20790628,1.1137457,0.360269,-0.0006419895,1.0324237,0.90122515
