@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE cl-num-mean NUMERIC
@ATTRIBUTE cl-num-coeff-variation NUMERIC
@ATTRIBUTE cl-num-min NUMERIC
@ATTRIBUTE cl-num-max NUMERIC
@ATTRIBUTE cl-num-q90 NUMERIC
@ATTRIBUTE cl-num-q10 NUMERIC
@ATTRIBUTE cl-num-q75 NUMERIC
@ATTRIBUTE cl-num-q25 NUMERIC
@ATTRIBUTE cl-num-q50 NUMERIC
@ATTRIBUTE cl-size-mean NUMERIC
@ATTRIBUTE cl-size-coeff-variation NUMERIC
@ATTRIBUTE cl-size-min NUMERIC
@ATTRIBUTE cl-size-max NUMERIC
@ATTRIBUTE cl-size-q90 NUMERIC
@ATTRIBUTE cl-size-q10 NUMERIC
@ATTRIBUTE cl-size-q75 NUMERIC
@ATTRIBUTE cl-size-q25 NUMERIC
@ATTRIBUTE cl-size-q50 NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE lobjois-log-num-nodes-over-vars NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC

@DATA
instances/Sat_Data/circuit_fuzz/fuzz_100_6463.cnf,1.0,15202.0,51347.0,15199.0,51338.0,0.000197381,0.000175309,0.296057501,0.498755308,0.775416892,0.0,1.0,1.089725049,0.000172924,0.212857985,0.000131588,0.000394763,0.742974405,0.0,0.395574428,0.988059527,3948.0,0.0,3948.0,3948.0,3948.0,3948.0,3948.0,3948.0,3948.0,41.580800405,0.0,41.580800405,41.580800405,41.580800405,41.580800405,41.580800405,41.580800405,41.580800405,0.365709494,0.742130933,6.43e-07,1.0,0.734277489,0.022217022,0.605049849,0.091557831,0.362447008,0.080346087,0.691214472,0.0,0.286854213,0.153933234,0.004997968,0.12054332,0.032554354,0.077940089,831.733,1.35105,3119.6,0.27698,3317.0,3283.0,3385.0,0.689199,0.846745,0.88935,0.424263,717.341,0.227517,3360.73,0.0125238,3366.0,3298.0,3410.0,0.286743,0.703311,0.810766,0.0222375,0.146337583,0.377897505,259.09152,128.4894,-0.0,87.79174,-0.0,-0.0,20.283094,-0.0,-0.0,146.22386,-0.0,99.1984,-0.0,99.62671,261.67587,116.7954
instances/Sat_Data/circuit_fuzz/fuzz_100_3546.cnf,1.0,1974.0,6894.0,1973.0,6891.0,0.000506842,0.00043535,0.286315484,0.496831616,0.769838667,0.0,1.0,1.19762942,0.001384163,0.270164933,0.001013685,0.003041054,0.906559769,0.0,0.375126977,0.945436076,4237.0,0.025531221,4077.0,4379.0,4379.0,4077.0,4379.0,4225.0,4267.0,41.666631388,0.131593771,33.393671818,48.285224937,48.285224937,33.393671818,48.285224937,40.671715976,44.315912819,0.362027628,0.706279372,1.2469e-05,1.0,0.72659638,0.041088204,0.585953188,0.120270832,0.345656757,0.071472573,0.696291172,0.0,0.306846117,0.138236819,0.006377967,0.105721186,0.029564056,0.067554694,79.2821,0.208782,434.137,0.0345637,434.0,416.0,454.0,0.689578,0.208903,0.803505,0.0238759,88.2194,0.1329,433.565,0.0494681,434.0,413.0,453.0,0.32322,0.307862,0.810888,0.0314116,0.255376301,0.623582931,24.068787,11.977961,-0.0,8.002532,-0.0,-1.641338e-07,1.7027595,-1.4391085e-05,-0.0,14.053396,-0.00044566038,9.514413,-0.0,9.4623995,24.535233,10.968291
instances/Sat_Data/circuit_fuzz/fuzz_100_17714.cnf,1.0,2352.0,7986.0,2351.0,7983.0,0.000425351,0.000375799,0.294500814,0.493511211,0.777334491,0.0,1.0,1.141297505,0.001141782,0.247531519,0.000850702,0.002552105,0.825994673,0.0,0.381811349,0.967931855,4204.5,0.021917803,4063.0,4296.0,4296.0,4063.0,4296.0,4183.0,4276.0,40.772557608,0.078337587,35.424070884,43.880121043,43.880121043,35.424070884,43.880121043,41.76452307,42.021515435,0.361433033,0.721696302,4.345e-06,1.0,0.725480743,0.031370944,0.588470754,0.109032205,0.347418991,0.075597418,0.693298453,0.0,0.332971296,0.14562075,0.006293873,0.114537141,0.031020728,0.072785291,85.1011,0.282618,513.978,0.0536202,515.0,494.0,536.0,0.664242,0.240817,0.80072,0.0401176,98.6478,0.0807595,513.254,0.0319578,513.0,492.0,534.0,0.324094,0.209333,0.807101,0.0161731,0.264084262,0.637854543,25.642382,12.704108,-0.0,8.3393545,-0.0,-0.0,1.8996968,-3.996124e-06,-0.0,15.000774,-0.0001757932,10.169816,-0.0,10.161435,26.127827,11.811047
instances/Sat_Data/circuit_fuzz/fuzz_100_28416.cnf,1.0,5037.0,17250.0,5036.0,17245.0,0.00019857,0.000289939,0.292026674,0.492463516,0.784316745,0.0,1.0,1.135741823,0.000528626,0.241326757,0.000397141,0.001191422,0.81531829,0.0,0.394317193,0.971875906,4183.333333333,0.024899092,4039.0,4281.0,4281.0,4039.0,4281.0,4039.0,4230.0,39.773101486,0.130655157,33.076008913,45.742349918,45.742349918,33.076008913,45.742349918,33.076008913,40.500945626,0.36490574,0.721050421,1.3217e-05,1.0,0.72967455,0.033402858,0.595227497,0.108322069,0.346129897,0.076094248,0.694259628,0.0,0.287168038,0.146975431,0.004836121,0.114416817,0.031046302,0.073568165,188.864,0.252718,1114.76,0.0226628,1111.5,1088.0,1145.0,0.596693,0.248317,0.795997,0.0227499,229.367,0.0598695,1112.46,0.0219669,1112.0,1080.0,1145.0,0.288523,0.207992,0.806733,0.0106324,0.203270932,0.530692326,78.0952,38.51322,-0.0,25.33141,-0.0,-0.0,6.3824573,-0.0,-0.0,44.81193,-0.0,30.394735,-0.0,30.659842,79.051926,36.06878
instances/Sat_Data/circuit_fuzz/fuzz_100_23226.cnf,1.0,2109.0,7142.0,2104.0,7128.0,0.002376426,0.001964085,0.295173962,0.494734381,0.782857276,0.0,1.0,1.167183085,0.001277829,0.259835835,0.00095057,0.002851711,0.86687341,0.0,0.394079686,0.958613917,4295.25,0.017258491,4209.0,4389.0,4389.0,4209.0,4389.0,4238.0,4345.0,43.468267292,0.121903268,36.094321692,49.763043974,49.763043974,36.094321692,49.763043974,41.030202926,46.985500575,0.370120377,0.689871132,0.000222815,1.0,0.725667241,0.041232553,0.584078648,0.133098732,0.352753756,0.075314172,0.692140003,0.0,0.34820937,0.143081988,0.007002593,0.112154889,0.031966038,0.071852398,72.3653,0.538629,461.534,0.0521426,462.0,443.0,482.0,0.656324,0.271846,0.802512,0.195233,87.9686,0.0941152,464.42,0.0353096,465.0,443.0,485.0,0.33752,0.224061,0.810411,0.0172302,0.275585752,0.697994136,25.94738,12.876471,-0.0,8.56256,-0.0,-0.0,1.9003124,-2.8968134e-06,-0.0,15.139774,-0.00015455,10.258818,-0.0,10.224909,26.443443,11.880915
instances/Sat_Data/circuit_fuzz/fuzz_100_2327.cnf,1.0,5716.0,19441.0,5715.0,19438.0,0.000174978,0.000154337,0.29401173,0.498075934,0.77722752,0.0,1.0,1.124183595,0.000464937,0.23689525,0.000349956,0.001049869,0.801800895,0.0,0.393713345,0.975048873,3743.0,0.090633532,3270.0,4049.0,4049.0,3270.0,4049.0,3270.0,3910.0,49.92626904,0.030672758,48.334862385,51.994072611,51.994072611,48.334862385,51.994072611,48.334862385,49.449872123,0.365175567,0.714519759,1.7365e-05,1.0,0.719061221,0.031895539,0.592371389,0.105082195,0.361805047,0.077105099,0.692964291,0.0,0.26311726,0.148909509,0.005519827,0.116237871,0.030810906,0.074361049,209.086,0.187789,1254.75,0.0180187,1254.0,1227.0,1284.0,0.599455,0.201783,0.795617,0.0147401,256.236,0.333992,1244.7,0.074502,1252.0,1219.0,1283.0,0.293145,0.589969,0.81031,0.0824247,0.223638446,0.57128014,95.22725,46.96418,-0.0,31.184952,-0.0,-0.0,7.732282,-0.0,-0.0,54.359444,-0.0,36.88868,-0.0,37.19948,96.213196,43.785797
instances/Sat_Data/circuit_fuzz/fuzz_100_18548.cnf,1.0,3289.0,11193.0,3271.0,11109.0,0.005502904,0.007561437,0.294445945,0.503468659,0.765423656,0.0,1.0,1.130858574,0.000816731,0.239251373,0.000611434,0.001834301,0.812946046,0.0,0.385093168,0.971554595,4260.666666667,0.014797384,4187.0,4341.0,4341.0,4187.0,4341.0,4187.0,4254.0,47.799788946,0.086861561,42.015046573,51.564386086,51.564386086,42.015046573,51.564386086,42.015046573,49.81993418,0.365385245,0.730551355,2.2143e-05,1.0,0.722405109,0.030169307,0.597994703,0.105378521,0.345380296,0.076919786,0.697123763,0.0,0.329970859,0.147990695,0.005522059,0.114575915,0.030949792,0.074169658,119.492,0.263191,724.685,0.026199,724.0,700.0,748.0,0.641058,0.238501,0.800081,0.0231186,140.577,0.0687466,723.164,0.0247859,724.0,699.0,747.0,0.318054,0.191133,0.807655,0.0130807,0.232753003,0.62438881,40.534527,19.990593,-0.0,13.059453,-0.0,-0.0,3.2518783,-0.0,-0.0,23.50479,-0.0,15.935419,-0.0,16.042437,41.15201,18.779284
instances/Sat_Data/circuit_fuzz/fuzz_100_27424.cnf,1.0,2472.0,8337.0,2471.0,8334.0,0.000404694,0.000359971,0.29649628,0.495768339,0.782625454,0.0,1.0,1.158775363,0.001078408,0.246961325,0.000809389,0.002428167,0.841064517,0.0,0.400167987,0.965922726,4264.0,0.028563534,4094.0,4373.0,4373.0,4094.0,4373.0,4094.0,4325.0,35.348137989,0.100791549,30.36272594,38.472901898,38.472901898,30.36272594,38.472901898,30.36272594,37.208786127,0.372180942,0.706556795,9.145e-06,1.0,0.729188445,0.034010928,0.600552932,0.116652868,0.361408941,0.075050638,0.705383974,0.0,0.314692638,0.146124063,0.006379903,0.112250585,0.029936782,0.071760718,83.0748,0.24273,548.006,0.0310317,548.0,527.0,569.0,0.655575,0.216396,0.796741,0.0217919,105.316,0.0912644,549.777,0.02998,550.0,529.0,570.0,0.362207,0.239586,0.811349,0.0151523,0.250228399,0.695866512,26.756006,13.216121,-0.0,8.612208,-0.0,-0.0,2.015994,-1.4898758e-06,-0.0,15.660308,-9.9242585e-05,10.613875,-0.0,10.640425,27.27479,12.386883
instances/Sat_Data/circuit_fuzz/fuzz_100_6173.cnf,1.0,2450.0,8582.0,2449.0,8577.0,0.00040833,0.000582954,0.285531071,0.496564455,0.776878775,0.0,1.0,1.196923077,0.00111097,0.278151057,0.00081666,0.00244998,0.911985059,0.0,0.389996502,0.945552058,4243.5,0.016814657,4162.0,4325.0,4325.0,4162.0,4325.0,4184.0,4303.0,37.573669254,0.128334087,30.414944738,43.029281896,43.029281896,30.414944738,43.029281896,36.129063098,40.721387283,0.380729553,0.673941524,0.000450519,1.0,0.731806861,0.049757182,0.606767998,0.141187932,0.374270069,0.070779691,0.698795303,0.0,0.315156117,0.138237951,0.005887954,0.103799527,0.029003691,0.067385345,98.2474,0.179073,548.151,0.0289759,548.0,528.0,569.0,0.673547,0.213386,0.802354,0.0198001,114.488,0.150097,546.989,0.0500329,549.0,526.0,569.0,0.337743,0.312495,0.813427,0.0371939,0.276272181,0.589533951,40.976658,20.243795,-0.0,13.489262,-0.0,-0.0,3.247351,-0.0,-0.0,23.616962,-0.0,15.996098,-0.0,16.073532,41.47883,18.829044
instances/Sat_Data/circuit_fuzz/fuzz_100_29181.cnf,1.0,1491.0,5109.0,1490.0,5105.0,0.000671141,0.000783546,0.291870715,0.493979758,0.777887929,0.0,1.0,1.1991704,0.001834364,0.276263299,0.001342282,0.004026846,0.911144196,0.0,0.379040157,0.944564153,4325.0,0.020467979,4223.0,4463.0,4463.0,4223.0,4463.0,4282.0,4332.0,35.747790597,0.137424286,29.431920436,42.455523191,42.455523191,29.431920436,42.455523191,33.146193368,37.957525392,0.364024643,0.692036452,0.000215902,1.0,0.723515481,0.04555227,0.572556381,0.134164824,0.348475218,0.072759467,0.689170356,0.0,0.352372456,0.138836221,0.009044978,0.105786227,0.031796683,0.067795204,55.6545,0.269761,329.185,0.0500585,329.0,312.0,347.0,0.717118,0.219438,0.807564,0.0399593,63.8416,0.11029,329.826,0.0387978,330.0,313.0,346.0,0.356585,0.257893,0.815445,0.0202354,0.317289378,0.712086638,13.638657,6.9309945,-0.0,4.864909,-0.0,-0.0010178607,0.5902377,-0.007747418,-1.5999439e-07,8.1226,-0.047443554,5.403408,-0.0,5.288095,14.218163,5.9640126
