@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE Pre-featuretime NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE Basic-featuretime NUMERIC
@ATTRIBUTE VCG-VAR-mean NUMERIC
@ATTRIBUTE VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE VCG-VAR-min NUMERIC
@ATTRIBUTE VCG-VAR-max NUMERIC
@ATTRIBUTE VCG-VAR-entropy NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE HORNY-VAR-mean NUMERIC
@ATTRIBUTE HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE HORNY-VAR-min NUMERIC
@ATTRIBUTE HORNY-VAR-max NUMERIC
@ATTRIBUTE HORNY-VAR-entropy NUMERIC
@ATTRIBUTE horn-clauses-fraction NUMERIC
@ATTRIBUTE VG-mean NUMERIC
@ATTRIBUTE VG-coeff-variation NUMERIC
@ATTRIBUTE VG-min NUMERIC
@ATTRIBUTE VG-max NUMERIC
@ATTRIBUTE KLB-featuretime NUMERIC
@ATTRIBUTE CG-mean NUMERIC
@ATTRIBUTE CG-coeff-variation NUMERIC
@ATTRIBUTE CG-min NUMERIC
@ATTRIBUTE CG-max NUMERIC
@ATTRIBUTE CG-entropy NUMERIC
@ATTRIBUTE cluster-coeff-mean NUMERIC
@ATTRIBUTE cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE cluster-coeff-min NUMERIC
@ATTRIBUTE cluster-coeff-max NUMERIC
@ATTRIBUTE cluster-coeff-entropy NUMERIC
@ATTRIBUTE CG-featuretime NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC

@DATA
13pipe_q0_k.cnf,1.0,176066.0,5761591.0,100858.0,5603534.0,0.745682048,0.028206664,13.42,0.017998998,0.897948825,0.312084569,0.0,1.0,0.656807955,3.2032e-05,3.110022771,1.983e-05,0.003975887,0.479769889,0.0,0.925305709,0.936539334,0.4,3.2032e-05,3.888349649,1.249e-06,0.004109906,5.079426949,0.509768561,0.350061134,0.0,0.9875,3.825304396,1.8666e-05,2.999946572,0.0,0.001113761,4.92879999,0.935851554,5.2956e-05,2.535993458,1.249e-06,0.003298454,14.8,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,21.78,3.2433463e+24,9.251977e+26,3.6919898e+27,1.4564416e+27,2.3315436e+16,2.745134e+21,1.432714e+27,4.2751956e+27,329261020000000.0,114070130000000.0,2.9144963e+26,2.304652e+25,4.15909e+26,1.6118021e+25,4.485212e+26,2.3048926e+26,1.5751027e+27,2725979600000.0,1.6359395e+25,2.0987215e+27,-0.0002251311,7.999847e+26,2.4327016e+27,25913691000000.0,3.7234732e+21,1.5747366e+27,1.5685277e+27,2.0136689e+21,1.6920554e+21,1.7024506e+21,3.433541e+25,4.123911e+25,2.457282e+25,50936987000000.0,2.8017573e+27,6.9355183e+25,6.477757e+26,3.687325e+27,6.519576e+26,5.036389e+26,2.6796322e+27,1.366443e+27,7.152506e+24,20766492000000.0,6.671431e+20,2.2143535e+27,1.7392012e+25,2.0978456e+25
ACG-20-10p1.cnf,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3237.5393,13388.275,61625.305,27398.06,21.416195,1045.0323,32099.686,64828.43,0.06929374,29.045296,5742.6724,5858.5444,3821.504,7290.3164,4274.7104,7453.743,40401.875,4.329429,2065.2227,25258.734,-0.0025733323,9055.282,42176.27,0.9507882,10.638682,29636.357,29854.213,2213.8835,264.41827,4699.6055,10686.789,12989.446,5505.271,1.2329922,44722.54,19048.803,11293.822,62842.95,18427.79,10237.824,53382.473,22061.771,4038.0732,131.35977,1340.7506,41267.777,5868.895,3436.1995
complete-400-0.1-3-9876543214003.cnf,1.0,800.0,47369.0,800.0,47369.0,0.0,0.0,0.2,0.016888682,0.638886303,0.726710607,0.0,1.0,1.481220415,0.017936282,1.28308104,0.0025,0.07625,1.638678657,0.0,0.681838333,0.681838333,-0.0,0.017936282,0.925031558,0.001203319,0.050771602,5.304646584,0.444543932,0.362947794,0.0,0.858666667,3.251034246,0.002136023,0.22432666,0.001182208,0.003525512,4.344540963,0.690282674,0.009224862,0.017797829,0.008127678,0.009732103,0.08,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.26,6.6452864e+19,4.4981417e+22,1.7930487e+23,7.0671535e+22,-7.844204e-06,-4.4609442e-05,6.913846e+22,2.0780102e+23,-0.00021265502,-1.8172334e-05,1.4053018e+22,8.2873354e+20,2.0055067e+22,5.7984172e+20,2.1803232e+22,1.1193245e+22,7.652967e+22,6.518898e-05,6.151414e+20,1.0199863e+23,-5.1746516e-05,3.887596e+22,1.1825792e+23,-1.1772745e-05,1.6782298e-05,7.65642e+22,7.626262e+22,1.3209345e+17,-1.5195529e-06,37097.88,1.2124032e+21,1.4106627e+21,9.050737e+20,4.255231e-05,1.36191005e+23,2.8291858e+21,3.1482562e+22,1.7922228e+23,3.1348159e+22,2.4498776e+22,1.301346e+23,6.64101e+22,2.2465836e+20,-1.6204127e-05,7.1322684e-06,1.076346e+23,6.237279e+20,7.484874e+20
atco_enc1_opt1_10_15.cnf,1.0,46759.0,261059.0,22282.0,202936.0,1.098510008,0.286410494,0.84,0.109798163,0.547749562,0.598413983,0.0,1.0,1.96809359,0.000176932,0.517409334,8.9759e-05,0.000987344,1.836488773,0.0,0.260027792,0.528871171,0.02,0.000176932,2.814027116,9.855e-06,0.005144479,3.240879759,0.306218892,0.198859855,0.0,1.0,3.20702686,0.000103691,3.235982442,4.928e-06,0.002897465,2.989338212,0.593285568,0.000118084,1.025682763,9.855e-06,0.00067509,0.6,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,1371176800000.0,5679201000000.0,25339410000000.0,12043192000000.0,24187530.0,41763746000.0,22715832000000.0,26273265000000.0,141742740.0,639934.0,4495516400000.0,10144654000000.0,6548184000000.0,7175144500000.0,2724908000000.0,2493683900000.0,10459715000000.0,30859.771,7251373000000.0,12873715000000.0,-0.0022022682,5172511000000.0,14924656000000.0,4525.2603,47328490.0,9766398000000.0,9647150000000.0,49087070000.0,77077594000.0,6529771000.0,15510973000000.0,18330568000000.0,11054265000000.0,3970.3926,17306183000000.0,18181914000000.0,4060208700000.0,22639832000000.0,15304419000000.0,3134409700000.0,20207809000000.0,8416813600000.0,3114221200000.0,1297078.8,2810189600.0,13612381000000.0,7952280300000.0,9041756000000.0
jgiraldezlevy.2200.9086.08.40.188.cnf,1.0,2200.0,9086.0,2139.0,9010.0,0.028517999,0.008435072,0.0,0.237402886,0.495009249,0.587570145,0.0,1.0,0.719047383,0.001420841,0.065694854,0.001402525,0.002337541,0.16677452,0.0,0.0,0.961931188,0.0,0.001420841,0.28977667,0.000554939,0.003440622,2.692650354,0.229856589,0.171857892,0.0,1.0,3.321773958,0.000697319,0.403775936,0.0,0.00199778,2.323952121,0.49345172,0.002461345,0.259736084,0.000776915,0.006215316,0.0,0.002123328,0.247070406,0.000554939,0.004661487,2.946326474,0.141375723,0.273210251,0.056478405,0.392857143,2.685304605,0.12,0.41993615,2.9418364,10.571257,3.5034783,-0.007023041,-0.0018225582,12.309324,10.720666,0.09312027,0.009018556,2.3402288,8.394649,1.8747908,8.966037,0.33732116,1.5197097,8.345875,-0.009615107,4.6720657,5.2829814,-0.005618745,5.9399333,6.2978272,-0.011304192,-0.013321757,5.896248,3.618279,3.5219877,0.039813742,0.57044816,22.984549,13.360993,13.185966,-0.00398021,7.888616,23.380352,5.7316437,10.58185,15.856898,2.0784442,14.473193,1.7773407,4.435471,0.37203485,0.05934947,5.3471417,8.327205,9.406401
50bit.dimacs.cnf,1.0,1652.0,33258.0,1212.0,33258.0,0.363036304,0.0,0.06,0.03644236,0.340111385,0.665505977,0.0,1.0,2.596431127,0.005869627,0.28962086,0.001650165,0.02640264,2.0867882,0.0,0.005833183,0.045162066,0.0,0.005869627,1.043461226,0.000270612,0.029707138,5.275058921,0.082705494,0.100903041,0.0,0.785714286,2.986444923,0.000455733,0.570555406,3.0068e-05,0.001503398,3.310147696,0.103223285,0.001132609,0.418194831,0.000120272,0.003307475,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,2018004600.0,14879943000.0,65846026000.0,32027992000.0,205361120.0,3715981000.0,72267060000.0,76124900000.0,5377654.0,494570100.0,15367586000.0,44510556000.0,22815031000.0,39389950000.0,5074031600.0,11116493000.0,34417385000.0,6309043.0,29038914000.0,33079611000.0,-0.00027324894,17410951000.0,40392220000.0,2649768.5,29187396.0,33286382000.0,28127283000.0,8089561600.0,2277061400.0,1920818700.0,77461545000.0,66730684000.0,57995006000.0,78111480.0,50799727000.0,99425380000.0,13443486000.0,63812590000.0,60681757000.0,8958517000.0,59230610000.0,24839768000.0,6961026600.0,1030531500.0,1037111000.0,41897020000.0,44023636000.0,32010492000.0
manthey_DimacsSorterHalf_31_2.cnf,1.0,5408.0,18446.0,3325.0,16597.0,0.626466165,0.111405676,0.04,0.20033741,0.291718513,1.1838714,0.0,1.0,1.371360891,0.000806704,0.475561926,0.000601504,0.010526316,1.084648601,0.0,0.590046394,0.86407182,-0.0,0.000806704,0.577754413,0.000482015,0.005904682,2.278585805,0.204181731,0.166051092,0.0,0.76744186,2.846451679,0.000515665,0.729388189,6.0252e-05,0.004277882,2.374717511,0.754112189,0.000659672,0.563261314,0.000361511,0.004579141,0.02,0.001075763,1.136955723,0.000301259,0.046755438,3.334457747,0.183665771,0.498670063,0.00257732,0.666666667,3.431354588,0.24,8282.868,57918.176,259028.64,124900.33,0.7624362,443.40646,313471.34,275748.0,0.08341656,1011.035,50041.73,161174.88,105880.36,126600.55,26883.822,39518.688,111359.555,0.65072304,131706.31,137976.14,-0.00037618846,75991.26,165025.84,-0.0003937492,171.50294,107532.33,104130.58,6996.148,10216.334,142.5282,301600.34,315266.62,214092.38,3.4188185,185668.33,326519.84,46296.88,239951.25,248628.3,44039.914,238377.77,85570.13,44406.45,0.38768506,23.938345,144022.03,150628.75,138806.62
manthey_DimacsSorter_28_7.cnf,1.0,3507.0,11386.0,1934.0,9560.0,0.813340228,0.191004184,0.02,0.202301255,0.284172146,1.179535,0.0,1.0,1.393070797,0.001399045,0.417356902,0.001034126,0.012926577,1.139412626,0.0,0.569769874,0.842573222,-0.0,0.001399045,0.552908934,0.000732218,0.018828452,2.505238039,0.19108068,0.157514084,0.0,0.741935484,2.916123727,0.000881387,0.676888542,0.000104603,0.013912134,2.239214556,0.744351464,0.001194546,0.503242009,0.000523013,0.012133891,-0.0,0.001907398,0.978915202,0.000523013,0.043410042,3.385022875,0.180560713,0.462952838,0.004830862,0.571428571,3.391862701,0.14,567.4291,5992.1753,26131.45,12001.611,0.5008753,25.94241,33382.64,28593.445,0.5914507,187.62567,4781.3174,17059.863,11821.106,14285.584,2769.1328,4417.7773,11979.9375,2.9371364,14520.037,14327.474,-0.00042607976,8740.2,17420.975,0.06936186,8.775815,11452.182,10892.862,1291.4696,1527.0548,48.76667,35373.746,35020.004,24720.137,0.106819905,19463.74,37241.535,4975.57,25052.22,27705.225,4977.4214,24961.445,8735.467,4610.708,0.9752743,1.3163791,15043.115,17454.697,14527.9795
manol-pipe-c10nid_i.cnf,1.0,252516.0,750877.0,41437.0,320735.0,5.093973985,1.34111338,2.18,0.129193883,0.378182019,0.695412263,0.0,1.0,1.768869107,9.4236e-05,0.378914472,4.8266e-05,0.00103772,1.618890056,0.0,0.120997085,0.469736699,0.02,9.4236e-05,2.060377199,2.1825e-05,0.01283926,2.87703743,0.169209956,0.147332625,0.0,0.970149254,2.766499788,3.3174e-05,2.417154549,0.0,0.006466397,2.519492024,0.453963552,7.6477e-05,1.80141563,1.5589e-05,0.0072708,2.1,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,8074044.0,51785650.0,269204740.0,123748550.0,925027.8,3332923.5,163108160.0,299173920.0,9585.402,4796103.0,44415530.0,39034496.0,38425640.0,49742580.0,20926434.0,28789016.0,138866980.0,1076.3253,21047598.0,134797920.0,-0.015629651,46810164.0,179062060.0,845702.0,45179.84,132523800.0,116279570.0,11029872.0,1015637.56,7982874.0,87475176.0,81877190.0,55423684.0,78157.8,203285700.0,128589970.0,59244120.0,266680780.0,115405490.0,39352732.0,226363140.0,91476990.0,8743683.0,2203251.5,2884814.8,182527940.0,42625320.0,39982548.0
aaai10-planning-ipc5-pathways-13-step17.cnf,1.0,25631.0,142227.0,19609.0,125436.0,0.307103881,0.133861093,0.32,0.156326732,0.492501641,0.971825608,0.0,1.0,1.063923398,0.000115817,0.870155665,0.000101994,0.002498853,0.451639991,0.0,0.900546892,0.96437227,0.02,0.000115817,0.643262268,1.5944e-05,0.000502248,2.558747946,0.388239479,0.29470842,0.0,1.0,2.829980806,9.2742e-05,0.846492059,0.0,0.000454415,2.634664388,0.906366593,0.000285871,0.778945828,1.5944e-05,0.000597914,0.46,0.00013936,1.387792175,1.5944e-05,0.006186422,2.770122457,0.237121714,0.54302217,0.00990099,0.714285714,2.989128206,1.88,14500.662,9413276.0,37676480.0,14627796.0,-0.009570605,1617.3494,14569324.0,43387772.0,0.06301362,25.349941,2742634.0,229073.61,4023251.8,155692.36,4435289.5,2226296.5,16270093.0,0.015007575,179236.81,21345960.0,-0.0077698557,8510263.0,25085936.0,0.11752528,221.74399,16291785.0,16076396.0,2524.0237,963.8036,1416.4258,338263.78,380853.28,260128.1,2.599636,28612756.0,392047.03,6686355.5,37427692.0,6724203.5,5651520.0,27678272.0,13784908.0,59630.305,13.2905655,298.9805,22377430.0,176598.0,194789.98
11pipe_k.cnf,1.0,89315.0,5584003.0,79604.0,5548259.0,0.121991357,0.006442381,24.18,0.014347564,0.939245786,0.24261679,0.0,1.0,0.416040455,3.6075e-05,2.970654382,2.5124e-05,0.003705844,0.254164819,0.0,0.967923992,0.971648404,0.4,3.6075e-05,6.636063687,5.41e-07,0.007762075,5.232507728,0.569973188,0.28278978,0.0,1.0,4.226605472,2.4458e-05,6.463624009,0.0,0.005047529,4.954114687,0.971555401,5.3764e-05,4.06070112,5.41e-07,0.006432649,9.72,0.0,0.0,0.0,0.0,-512.0,0.0,0.0,0.0,0.0,-0.0,20.58,1.3448732e+26,1.6202147e+28,6.4791647e+28,2.567643e+28,35273220000000.0,4.8966175e+21,2.5826875e+28,7.486011e+28,66.456116,18824345000000.0,5.2473053e+27,9.435658e+26,7.4827615e+27,6.5978595e+26,7.858656e+27,4.0978185e+27,2.7625695e+28,0.00013495707,6.688326e+26,3.674122e+28,-0.00010712802,1.4004484e+28,4.2597956e+28,172822100000000.0,1.1926899e+22,2.7574467e+28,2.7471293e+28,3.0114693e+22,2.6250843e+22,8.615038e+21,1.4060527e+27,1.6905443e+27,1.0051214e+27,907842000000.0,4.906315e+28,2.1508127e+27,1.1342846e+28,6.456594e+28,1.201664e+28,8.8142356e+27,4.7126087e+28,2.392479e+28,2.937879e+26,48284874000000.0,1.7680272e+21,3.877851e+28,7.118631e+26,8.5908354e+26
transport-transport-city-sequential-25nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.040-NOTKNOWN.cnf,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,15323998000.0,4149114300000.0,16298997000000.0,6460086000000.0,70215.164,1464135000.0,6301523400000.0,18884875000000.0,1763.7041,3229167.2,1243453700000.0,106234340000.0,1807269500000.0,91852090000.0,1947569100000.0,1084800600000.0,7044551000000.0,25.722836,73821740000.0,9176120000000.0,-9.7215e-06,3528647800000.0,10795329000000.0,41.94558,2024184400.0,7031730000000.0,6979839300000.0,7717034000.0,6585100000.0,1541248100.0,215799960000.0,220832510000.0,138109100000.0,1391745.8,12384080000000.0,294832800000.0,2866807600000.0,16240839000000.0,2962238700000.0,2276343200000.0,11888359000000.0,6022074700000.0,32537680000.0,21061168.0,162072110.0,9760029000000.0,113281655000.0,98374580000.0
