@RELATION ALGORITHM_RUNS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE algorithm STRING
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE runstatus {ok, timeout, memout, not_applicable, crash, other}

@DATA
instances/Sat_Data/GI/iso_b03m_s100.AB00.cnf,1,clasp-cssc_clasp-2.1-sat-t1,0.000999,ok
instances/Sat_Data/GI/iso_b03_s100.AB22.cnf,1,clasp-cssc_clasp-2.1-sat-t1,20.5029,ok
instances/Sat_Data/GI/iso_m4D_s81.AB21.cnf,1,clasp-cssc_clasp-2.1-sat-t1,0.012997,ok
instances/Sat_Data/GI/iso_b03_s60.AB03.cnf,1,clasp-cssc_clasp-2.1-sat-t1,2.36764,ok
instances/Sat_Data/GI/iso_m4Dr6_s81.AB11.cnf,1,clasp-cssc_clasp-2.1-sat-t1,0.002999,ok
instances/Sat_Data/GI/crafted_n12_d5_c2_num14.cnf,1,clasp-cssc_clasp-2.1-sat-t1,10.0005,ok
instances/Sat_Data/GI/iso_b09_s100.AB08.cnf,1,clasp-cssc_clasp-2.1-sat-t1,1.09983,ok
instances/Sat_Data/GI/iso_m4Dr6_s16.AB16.cnf,1,clasp-cssc_clasp-2.1-sat-t1,0.001999,ok
instances/Sat_Data/GI/iso_b09_s100.AB21.cnf,1,clasp-cssc_clasp-2.1-sat-t1,1.12883,ok
instances/Sat_Data/GI/iso_b09_s80.AB01.cnf,1,clasp-cssc_clasp-2.1-sat-t1,38.1082,ok
instances/Sat_Data/GI/crafted_n18_d3_c3_num7.cnf,1,clasp-cssc_clasp-2.1-sat-t1,0.731888,ok
instances/Sat_Data/GI/crafted_n14_d3_c4_num14.cnf,1,clasp-cssc_clasp-2.1-sat-t1,0.941855,ok
instances/Sat_Data/GI/crafted_n18_d3_c3_num21.cnf,1,clasp-cssc_clasp-2.1-sat-t1,0.770882,ok
instances/Sat_Data/GI/crafted_n12_d4_c4_num18.cnf,1,clasp-cssc_clasp-2.1-sat-t1,1.92271,ok
instances/Sat_Data/GI/crafted_n12_d6_c3_num28.cnf,1,clasp-cssc_clasp-2.1-sat-t1,300.0,timeout
instances/Sat_Data/GI/iso_m2D_s36.AB15.cnf,1,clasp-cssc_clasp-2.1-sat-t1,0.005998,ok
instances/Sat_Data/GI/iso_m4D_s81.AB20.cnf,1,clasp-cssc_clasp-2.1-sat-t1,0.011997,ok
instances/Sat_Data/GI/iso_b09_s40.AB10.cnf,1,clasp-cssc_clasp-2.1-sat-t1,1.9477,ok
instances/Sat_Data/GI/iso_m4D_m1296.AB17.cnf,1,clasp-cssc_clasp-2.1-sat-t1,3.77243,ok
instances/Sat_Data/GI/crafted_n11_d6_c3_num18.cnf,1,clasp-cssc_clasp-2.1-sat-t1,300.0,timeout
instances/Sat_Data/GI/iso_b03_s100.AB04.cnf,1,clasp-cssc_clasp-2.1-sat-t1,19.0321,ok
instances/Sat_Data/GI/crafted_n10_d6_c3_num19.cnf,1,clasp-cssc_clasp-2.1-sat-t1,300.0,timeout
instances/Sat_Data/GI/crafted_n12_d4_c4_num26.cnf,1,clasp-cssc_clasp-2.1-sat-t1,1.90271,ok
instances/Sat_Data/GI/iso_b03_s80.AB21.cnf,1,clasp-cssc_clasp-2.1-sat-t1,7.60884,ok
instances/Sat_Data/GI/iso_b09_s40.AB05.cnf,1,clasp-cssc_clasp-2.1-sat-t1,1.88771,ok
instances/Sat_Data/GI/crafted_n16_d3_c3_num16.cnf,1,clasp-cssc_clasp-2.1-sat-t1,0.473927,ok
instances/Sat_Data/GI/iso_b09_s40.AB19.cnf,1,clasp-cssc_clasp-2.1-sat-t1,1.81672,ok
instances/Sat_Data/GI/iso_m4D_s16.AB20.cnf,1,clasp-cssc_clasp-2.1-sat-t1,0.013997,ok
