@RELATION FEATURE_VALUES-SAT11-INDU

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC

@DATA
SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,63091606000.0,78134170000000.0,310537540000000.0,122016800000000.0,54.229034,113260696.0,118713760000000.0,360062240000000.0,9.818025,128.05133,23835062000000.0,517905700000.0,34172690000000.0,359808570000.0,37810346000000.0,19248877000000.0,132910660000000.0,0.7576357,371759220000.0,176597970000000.0,-1.3010889e-06,67636060000000.0,205307320000000.0,-2.7478502e-06,10607.822265625,133091205054464.0,132459635146752.0,701543872.0,1432.5224609375,7773784064.0,763483062272.0,907550982144.0,554562945024.0,171.2975616455078,236165219221504.0,2655503777792.0,54567546912768.0,310420137050112.0,53429439299584.0,43139221946368.0,225739135778816.0,114931823280128.0,153923993600.0,41833.0625,353213376.0,186378126098432.0,388534501376.0,466305351680.0
SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,0.21925059,194383.55,811822.75,308055.9,-0.038816683,0.023213575,309398.84,918392.06,0.08413573,0.014420661,50029.57,7.6425295,76441.29,15.114963,90508.46,45437.07,356175.44,-0.03695846,2.1148767,456366.78,-0.019365178,191519.5,547477.0,-0.030458158,-0.0407911166548728,354114.28125,346534.21875,4.762753486633301,0.0141607457771897,40.42427062988281,22.308815002441406,9.4921875,13.422743797302246,-0.0343902446329593,614743.125,25.2620849609375,149731.9375,797524.875,142899.5625,141615.109375,608106.9375,286216.4375,7.405188083648682,0.9313655495643616,0.0514297746121883,478402.25,5.265287399291992,15.217447280883787
SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,71287840000.0,559073400000.0,4562409000000.0,1285357300000.0,7054034.5,205834.88,2087181900000.0,4553827700000.0,444.74762,1141.9243,1641441800.0,292613700000.0,27429714.0,6149947400.0,3048569.2,147454610.0,3036533500000.0,510212060.0,3411462.2,1956631000000.0,-0.00055369653,6242590000.0,2592973000000.0,-0.00048437229,11.81917667388916,2027990679552.0,2208522567680.0,2649693952.0,14053.9208984375,840522334208.0,10776316928.0,4490140160.0,1010676736.0,708871.9375,3480608309248.0,132978114560.0,984138579968.0,5400731058176.0,547973103616.0,986710016000.0,3450732019712.0,1204514455552.0,1931878144.0,466688147456.0,9386.2529296875,3334342180864.0,3046921216.0,69552996352.0
SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1,7440664.0,59740664.0,251470880.0,104922024.0,4.109089,3755.1333,145850880.0,275348640.0,0.19359691,67.23323,28541180.0,35889680.0,41454990.0,25070148.0,28125712.0,16801200.0,107299010.0,-0.0012385283,24576144.0,135541070.0,-0.00093897234,54158956.0,159213420.0,-0.0010972498,3107.614013671875,103288720.0,101932016.0,6713.673828125,3191.5126953125,24241.02734375,54805008.0,68749008.0,37533904.0,16.786901473999023,181572624.0,63177120.0,42435932.0,237540672.0,82879368.0,35853672.0,190078944.0,87527200.0,13034342.0,2.669912099838257,5270.44384765625,141977904.0,27383378.0,32395130.0
SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,1.0998548e+16,1.21519425e+17,5.054863e+17,2.151133e+17,1001.50696,495498900000.0,2.8985284e+17,5.6129478e+17,21650.98,68816024.0,5.808064e+16,7.7156845e+16,8.217848e+16,5.392279e+16,5.8883233e+16,3.8015795e+16,2.1231348e+17,1234.7031,5.4707326e+16,2.7552427e+17,-0.0017214625,1.05127485e+17,3.194608e+17,2658.344,3927925248.0,2.0682882306329805e+17,2.059903939075113e+17,410035060736.0,320887062528.0,1623983259648.0,1.149610359699538e+17,1.382590688872366e+17,8.21879530103767e+16,7868.18896484375,3.6789868659789005e+17,1.3701799513738445e+17,8.505090090047898e+16,4.841188867199468e+17,1.6802786517293466e+17,6.625369306169344e+16,3.794803236095918e+17,1.7939355122899354e+17,2.404652545789133e+16,375035.78125,1510586056704.0,2.9072111358600806e+17,5.820457645663846e+16,7.021759568858317e+16
SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom18.cnf,1,6405034.5,53464570.0,224743650.0,93429860.0,4.9445353,6352.2944,128421300.0,246553330.0,0.22088838,48.226734,25083276.0,30621674.0,36479096.0,21377184.0,25151586.0,14893265.0,95968610.0,-0.0013039532,20943108.0,121385700.0,-0.0009866089,48555650.0,142629490.0,-0.0017098136,3649.3359375,92528696.0,91292744.0,5347.64208984375,2926.205810546875,22978.015625,46788640.0,58756088.0,32002528.0,3.923988103866577,162622960.0,53930480.0,38032868.0,212704528.0,72505976.0,32191986.0,169697216.0,78363480.0,11165487.0,6.915515899658203,6729.80126953125,127134768.0,23383002.0,27620072.0
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,4415517.5,34625290.0,179578740.0,59256384.0,19030.877,219381.73,107165176.0,187555380.0,101.4896,31644.605,14176426.0,24591386.0,7122636.0,35921644.0,2744273.5,3861064.0,114354950.0,518071.28,5463415.0,79266220.0,-0.016329492,29529712.0,106606000.0,306.9697,113625.921875,90366416.0,86291296.0,8930803.0,254828.0625,30780390.0,70319736.0,39490532.0,22054796.0,18578.90625,139818048.0,81549136.0,48547420.0,208288832.0,61529720.0,40291732.0,149365776.0,48737256.0,12240390.0,20555346.0,27224.837890625,136563200.0,26761214.0,13887658.0
SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,263541860000000.0,2.9047658e+17,1.1571509e+18,4.5525272e+17,1020.69495,85447496.0,4.4226275e+17,1.341658e+18,567.02,6469.278,8.9875515e+16,1849805100000000.0,1.2835182e+17,1292814800000000.0,1.4077092e+17,7.1774246e+16,4.9414575e+17,648.3215,1311714000000000.0,6.585259e+17,-1.7172102e-05,2.5113864e+17,7.6364464e+17,4.1097655,135865456.0,4.944468055980769e+17,4.9246283994497024e+17,1073568256.0,2147138560.0,533090.75,2756328816640000.0,3314681276006400.0,1970652596666368.0,12082.72265625,8.793663788705382e+17,1.2089126052429824e+16,2.032785000172093e+17,1.1571106439086735e+18,1.9869315857226138e+17,1.58405489162453e+17,8.39235578846249e+17,4.287382727352648e+17,576530438684672.0,38231.7421875,76404.859375,6.948812469913518e+17,1395426418753536.0,1683528798437376.0
SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.120-NOTKNOWN.cnf,1,57473397000.0,70610140000000.0,280641850000000.0,110256400000000.0,92.739784,113729416.0,107284310000000.0,325342360000000.0,16.790285,218.98685,21536478000000.0,472330730000.0,30881092000000.0,328133770000.0,34167630000000.0,17393033000000.0,120114010000000.0,1.2956699,339077370000.0,159564900000000.0,-2.2250558e-06,61117133000000.0,185510680000000.0,-4.6992336e-06,18140.95703125,120270484406272.0,119701619343360.0,646668352.0,2449.8271484375,7197060096.0,696220057600.0,827497316352.0,505757597696.0,292.945068359375,213412260872192.0,2402793291776.0,49307076001792.0,280525587611648.0,48287126126592.0,38982037536768.0,203978650419200.0,103847376715776.0,140323553280.0,71540.7890625,339146144.0,168412194013184.0,354344140800.0,425216278528.0
SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,379709.94,8368176.0,35106348.0,15740607.0,23689.35,83752.89,27257946.0,39200188.0,18.18918,13865.068,4874358.0,12540652.0,7738394.0,9171886.0,3862838.0,3733651.2,15069262.0,20.036692,9990256.0,19339678.0,-0.0012904729,8467650.0,22754648.0,99.00296,41396.765625,14869405.0,14514250.0,383841.40625,181527.78125,47729.58203125,19676088.0,20709172.0,15094103.0,1959.762451171875,25996762.0,22633572.0,6288907.5,33879152.0,19674202.0,5327628.0,29040756.0,12534971.0,2771028.0,7280.27734375,14448.833984375,20226920.0,10215178.0,10805259.0
