@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1067.cnf,1,0.0014021396636962
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3763.cnf,1,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3774.cnf,1,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc948.cnf,1,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3675.cnf,1,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3862.cnf,1,0.0057947635650634
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/xinetd_vc56679.cnf,1,0.0052981376647949
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3777.cnf,1,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1012.cnf,1,0.000115156173706
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9423.cnf,1,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5307.cnf,1,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc994.cnf,1,0.0085535049438476
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3760.cnf,1,0.0090408325195312
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3504.cnf,1,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3501.cnf,1,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1131.cnf,1,4.434585571289063e-05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9454.cnf,1,0.0015475749969482
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3903.cnf,1,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3841.cnf,1,0.0057442188262939
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3695.cnf,1,0.0038912296295166
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3958.cnf,1,0.0055372714996337
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1032.cnf,1,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1262.cnf,1,0.0100219249725341
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9443.cnf,1,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1088.cnf,1,0.0054242610931396
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9396.cnf,1,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5531.cnf,1,0.0035693645477294
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3634.cnf,1,0.0023057460784912
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc1093.cnf,1,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3872.cnf,1,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3773.cnf,1,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3685.cnf,1,0.0030689239501953
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3948.cnf,1,0.0055773258209228
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc888.cnf,1,4.792213439941406e-05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9474.cnf,1,0.0015590190887451
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc909.cnf,1,0.0079705715179443
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1063.cnf,1,4.696846008300781e-05
