@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC
@ATTRIBUTE gnn_48 NUMERIC
@ATTRIBUTE gnn_49 NUMERIC
@ATTRIBUTE gnn_50 NUMERIC
@ATTRIBUTE gnn_51 NUMERIC
@ATTRIBUTE gnn_52 NUMERIC
@ATTRIBUTE gnn_53 NUMERIC
@ATTRIBUTE gnn_54 NUMERIC
@ATTRIBUTE gnn_55 NUMERIC
@ATTRIBUTE gnn_56 NUMERIC
@ATTRIBUTE gnn_57 NUMERIC
@ATTRIBUTE gnn_58 NUMERIC
@ATTRIBUTE gnn_59 NUMERIC
@ATTRIBUTE gnn_60 NUMERIC
@ATTRIBUTE gnn_61 NUMERIC
@ATTRIBUTE gnn_62 NUMERIC
@ATTRIBUTE gnn_63 NUMERIC

@DATA
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1067.cnf,1,-0.0008773242,-0.00058633176,-8.5470674e-05,0.056787997,0.011346668,-0.00032117002,0.015760833,0.111344814,0.10784079,-0.00019821934,0.07070713,0.055504665,-1.318492e-06,0.06589146,-0.00068793556,-0.00047372474,0.016672045,-0.0006648681,0.007926036,-0.0005465858,0.03141261,-0.0009282988,-0.00042130097,0.11108825,0.0446798615157604,0.0150493197143077,0.0360202975571155,-0.0005623724428005,0.0465942323207855,-0.0006217561312951,0.0601847842335701,0.0052265459671616,-0.0001254498492926,0.0268796812742948,0.0204788632690906,-0.0011575312819331,0.0606733635067939,-0.0006508789956569,-0.0009522422333247,0.0191359743475914,-0.0010184001876041,-0.0010250863851979,-0.0004929417045786,-0.0005430411547422,-0.000241004556301,0.0323156341910362,0.077565886080265,0.0936463624238967,0.0073656160384416,0.0460474118590354,-0.0008650150848552,0.0007087048143148,-0.0003378760884515,0.0056050149723887,0.0675706788897514,0.0448202192783355,0.1082534939050674,-0.0003974889114033,0.0472001284360885,0.0146211916580796,-0.0003943692718166,0.0029947012662887,-0.0001292879169341,0.0164566095918416
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3763.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3774.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc948.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3675.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3862.cnf,1,1816.0283,-60.8358,1077.1237,-78.44653,10610.144,996.8294,-107.47165,4629.0493,5648.8936,1363.8665,-46.016285,-34.319756,3627.3223,-20.609583,-112.31349,4264.1665,-6.372842,-44.198055,-4.4031525,-12.346784,1191.9272,-60.835823,-16.171059,17908.055,2355.681884765625,-2.196183204650879,-148.78550720214844,6304.4189453125,8088.14013671875,-31.362266540527344,-95.84739685058594,2992.548828125,12144.83203125,7412.76025390625,7353.13671875,-34.14169692993164,-98.73451232910156,-24.14208984375,-162.37196350097656,-81.29306030273438,-116.5189208984375,152.51744079589844,8229.1396484375,643.63720703125,-131.9971923828125,-89.87897491455078,6686.638671875,2617.1962890625,-20.80672264099121,-56.1751708984375,-142.26268005371094,4419.5791015625,1363.0887451171875,-61.472503662109375,-64.42816925048828,6239.216796875,12951.95703125,6167.20947265625,8552.7294921875,16108.0576171875,5742.18505859375,-92.75576782226562,16221.1865234375,9027.171875
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/xinetd_vc56679.cnf,1,1983050.0,-313935.53,11933278.0,-76336.625,46121016.0,11359966.0,-137722.72,3079030.0,34028756.0,36853290.0,2686954.0,-172526.47,-261059.6,5417850.0,-514198.2,45447868.0,-20411.559,-134608.14,-140160.48,-347239.2,5745874.0,-271971.62,-302678.4,110236380.0,-170653.421875,3512373.5,-601459.9375,38662808.0,43185672.0,-134876.6875,-439057.1875,-74947.6796875,52922728.0,69407384.0,39332672.0,2497154.0,-464554.71875,-31655.509765625,-902528.4375,-377145.65625,-518273.90625,6382404.0,27281790.0,27142916.0,-583414.375,-268757.4375,13918843.0,35900864.0,-3121.0595703125,-438421.46875,-692449.5625,1171452.0,-146865.03125,-369868.4375,-115884.296875,4579776.0,63286936.0,38653548.0,28316444.0,71584208.0,12756689.0,-299077.96875,58740300.0,24036604.0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3777.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1012.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9423.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
