@RELATION SAT11-HAND-FeatureRuntime

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls_gsat NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE ls_saps NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_399.cnf,1.0,0.01,2.0,2.0,0.19,60.01,0.03,0.9,2.06,0.0,2.09,0.0061659812927246
./SAT03/handmade/anton/UNSAT/SGI_30_80_17_90_7-log.shuffled-as.sat03-190.cnf,1.0,0.02,1.99,2.0,0.27,62.83,0.12,0.9,2.08,0.01,2.06,0.0208358764648437
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_389.cnf,1.0,0.01,2.0,2.0,0.87,60.02,0.08,1.73,2.07,0.01,2.07,0.0074727535247802
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g9.cnf,1.0,0.07,1.99,2.02,2.01,60.01,0.54,2.47,2.1,0.01,2.1,0.0137662887573242
./SAT11/crafted/spence/sgen/sgen3-n200-s39840374-sat.cnf,1.0,0.0,1.99,1.84,0.0,0.0,0.0,0.01,2.57,0.0,1.47,0.0040562152862548
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1.0,0.01,1.99,2.0,0.94,60.83,0.13,1.23,2.1,0.0,2.07,0.0077543258666992
./SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf,1.0,0.0,1.99,2.0,0.01,0.36,0.0,0.05,2.31,0.0,2.24,0.0087275505065917
./SAT11/crafted/skvortsov/battleship/battleship-10-10-unsat.cnf,1.0,0.0,2.0,1.73,0.0,0.03,0.0,0.0,1.46,0.0,0.93,0.0040609836578369
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p30-s70617701.cnf,1.0,0.01,2.0,2.0,1.14,60.01,0.17,1.61,2.09,0.0,2.08,0.0069873332977294
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_404.cnf,1.0,0.01,2.0,2.0,0.21,60.02,0.03,0.99,2.09,0.0,2.05,0.0087635517120361
./SAT03/handmade/stanion/hwb/hwb-n30-02-S77299857.shuffled-as.sat03-1633.cnf,1.0,0.0,1.99,2.0,0.01,0.07,0.0,0.01,2.1,0.0,1.46,0.0102119445800781
./SAT11/crafted/spence/sgen/sgen3-n170-s56409011-unsat.cnf,1.0,0.0,1.99,2.0,0.0,0.0,0.0,0.0,1.69,0.0,0.97,0.0060386657714843
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_5-log.shuffled-as.sat03-111.cnf,1.0,0.06,2.0,2.0,1.28,63.56,0.26,1.73,2.1,0.01,2.1,0.0261111259460449
./SAT11/crafted/mosoi/289/289-unsat-6x40.cnf,1.0,0.02,2.0,2.0,2.01,60.01,0.64,1.48,2.12,0.01,2.1,0.0059854984283447
./SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1.0,0.07,1.99,2.0,2.01,0.72,0.11,0.29,2.13,0.01,2.11,0.0127627849578857
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf,1.0,0.0,0.02,1.64,0.0,0.38,0.0,0.0,0.68,0.0,0.41,0.0063056945800781
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1.0,0.07,2.0,2.0,2.01,60.02,1.25,2.65,2.17,0.03,2.17,0.0095996856689453
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1.0,0.19,1.99,2.05,2.02,87.44,2.91,3.0,2.35,0.06,2.33,0.0281593799591064
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1520_u.cnf,1.0,2.69,2.0,2.04,2.01,57.39,0.79,1.96,2.22,0.02,2.14,0.0712034702301025
./SAT11/crafted/mosoi/289/289-unsat-7x39.cnf,1.0,0.02,2.0,2.01,2.01,60.02,0.91,2.21,2.11,0.02,2.08,0.0092058181762695
./SAT11/crafted/mosoi/289/289-unsat-6x30.cnf,1.0,0.01,2.0,2.0,1.01,60.03,0.27,1.09,2.1,0.01,2.07,0.0054163932800292
./SAT03/handmade/anton/UNSAT/SGI_30_60_20_50_3-dir.shuffled-as.sat03-114.cnf,1.0,0.02,1.99,2.0,1.83,60.01,0.26,1.37,2.1,0.0,2.06,0.0051791667938232
./SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1.0,0.03,2.0,2.0,2.01,48.02,0.33,0.59,2.16,0.01,2.08,0.0105288028717041
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1.0,0.01,1.99,2.0,0.08,60.04,0.01,0.25,2.1,0.0,2.1,0.0069584846496582
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1.0,0.03,2.0,2.0,2.01,62.97,0.55,2.24,2.13,0.02,2.12,0.0127937793731689
./SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf,1.0,0.0,1.98,2.0,0.01,0.05,0.0,0.01,1.92,0.0,1.26,0.0041670799255371
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p30-s30907550.cnf,1.0,0.2,2.0,2.03,2.01,72.94,3.31,3.26,2.34,0.07,2.33,0.0319838523864746
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1.0,0.0,1.99,2.0,0.21,60.03,0.03,0.99,2.09,0.01,2.06,0.008143663406372
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_401.cnf,1.0,0.0,1.99,2.0,0.2,60.02,0.03,0.92,2.09,0.01,2.09,0.0079662799835205
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1.0,0.01,1.99,2.0,1.4,60.02,0.15,1.39,2.11,0.01,2.1,0.0053267478942871
./SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1.0,0.03,2.0,2.0,0.43,60.22,0.16,1.15,2.08,0.01,2.07,0.0237407684326171
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf,1.0,0.01,1.99,2.0,0.19,60.02,0.03,0.88,2.09,0.0,2.06,0.0090899467468261
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1.0,0.0,1.99,2.0,0.05,0.35,0.0,0.1,2.27,0.0,2.12,0.0090019702911376
./SAT11/crafted/skvortsov/battleship/battleship-16-16-unsat.cnf,1.0,0.0,1.99,2.0,0.02,0.53,0.0,0.06,2.32,0.0,2.22,0.0069169998168945
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_506.cnf,1.0,0.01,2.0,2.0,0.44,60.04,0.06,1.67,2.08,0.01,2.07,0.0097391605377197
./SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1.0,0.0,1.98,1.46,0.0,0.0,0.0,0.0,1.94,0.0,1.1,0.0040118694305419
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1.0,0.0,1.99,2.0,0.06,0.08,0.01,0.03,2.63,0.0,2.28,0.0075888633728027
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf,1.0,0.02,1.98,2.0,1.56,60.18,0.14,0.21,2.56,0.0,2.13,0.010286808013916
./SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1.0,0.0,2.0,2.0,1.05,14.36,0.03,0.17,2.14,0.01,2.07,0.0059385299682617
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf,1.0,0.06,2.0,2.0,2.01,60.02,0.92,2.53,2.16,0.03,2.15,0.0676064491271972
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1.0,0.01,1.99,2.0,0.44,60.03,0.06,1.57,2.07,0.01,2.06,0.0067968368530273
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1.0,0.0,2.0,2.0,0.28,60.01,0.03,0.72,2.09,0.01,2.06,0.007054328918457
./SAT11/crafted/mosoi/289/289-sat-6x20.cnf,1.0,0.0,0.42,2.0,0.25,60.01,0.1,0.44,2.1,0.0,2.07,0.0079503059387207
./SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf,1.0,0.02,2.0,2.0,2.01,60.01,0.09,0.92,2.57,0.01,2.15,0.0113203525543212
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,1.0,0.01,2.0,2.0,0.87,60.01,0.07,1.72,2.09,0.01,2.06,0.0051970481872558
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1.0,0.12,2.0,2.09,2.01,60.02,2.06,3.01,2.25,0.05,2.23,0.0170416831970214
./SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf,1.0,0.0,1.99,2.0,0.18,0.03,1.58,0.03,2.76,0.0,2.29,0.0059704780578613
./SAT11/crafted/skvortsov/battleship/battleship-9-17-sat.cnf,1.0,0.0,0.07,2.0,0.01,0.05,0.0,0.01,2.04,0.0,1.34,0.0054571628570556
