@RELATION FEATURE_VALUES-SAT11-INDU

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC

@DATA
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.180-SAT.cnf,1,11122.314,5768.5684,-0.0,4481.5415,-0.0,-0.0,524.9996,-0.0,-0.0,5842.91,-0.0,3984.487,-0.0,3912.2058,11199.223,4429.5967
./SAT07/industrial/jarvisalo/eq.atree.braun.12.unsat.cnf,1,12.440552,4.9351883,-0.0,44.9162,-0.0,6.1588597,43.706768,-0.0,-1.6518425e-07,-0.0,53.26496,14.697794,-0.0,-1.6006605e-07,42.53696,38.600494
./SAT11/application/manthey/traffic/traffic_b_unsat.cnf,1,435.16003,225.94414,-0.0,176.3802,-0.0,-0.0,19.995817,-0.0,-0.0,228.19624,-0.0,155.65672,-0.0,152.56563,437.9508,172.91028
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom19.cnf,1,441.8811,223.96227,-0.0,159.21173,-0.0,-0.0,29.625746,-0.0,-0.0,246.52626,-0.0,167.79568,-0.0,165.06387,449.00894,190.19574
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-bin_libsmbclient_vc1228502-tseitin.cnf,1,146.67418,63.089695,-0.0,241.43452,-0.0,-0.0,135.60503,-0.0,-0.0,-0.0,193.80746,31.92034,-0.0,16.35886,257.6466,169.43585
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-bottom18.cnf,1,404.5819,204.82335,-0.0,145.154,-0.0,-0.0,27.467558,-0.0,-0.0,225.91763,-0.0,153.7472,-0.0,151.43027,410.92795,174.76572
SAT-Race-2010-CNF/hardware-verification/manolios/c10idw_i.cnf,1,801.68726,405.9113,-0.0,287.96338,-0.0,-0.0,54.202618,-0.0,-0.0,447.40518,-0.0,304.43924,-0.0,299.6627,815.0386,346.12152
./SAT09/APPLICATIONS/bitverif/maxor/maxor128.cnf,1,1325.53,688.16376,-0.0,537.503,-0.0,-0.0,61.12248,-0.0,-0.0,694.46747,-0.0,473.50397,-0.0,464.4039,1334.2998,526.1211
./SAT11/application/rintanen/SATPlanning/blocks-blocks-36-0.120-NOTKNOWN.cnf,1,6501.59,3372.0742,-0.0,2619.8457,-0.0,-0.0,306.79935,-0.0,-0.0,3415.627,-0.0,2329.1892,-0.0,2286.8984,6546.622,2589.2927
./SAT07/industrial/IBM_FV_2004_30/IBM_FV_2004_rule_batch_30_SAT_dat.k80.cnf,1,905.0249,466.02957,-0.0,343.21936,-0.0,-0.0,50.373028,-0.0,-0.0,498.4169,-0.0,336.29443,-0.0,328.64368,925.8817,380.2791
./SAT03/industrial/goldberg/hard_eq_check/x1mul.miter.shuffled-as.sat03-359.cnf,1,136.27374,58.30041,-0.0,517.6569,-0.0,84.34422,518.6154,-0.0,-0.0,-0.0,635.90936,171.23659,-0.0,-0.0,499.98245,461.12
./SAT11/application/fuhs/slp-synthesis-AES/slp-synthesis-aes-top25.cnf,1,639.56177,326.72775,-0.0,237.3437,-0.0,-0.0,38.40463,-0.0,-0.0,353.9687,-0.0,239.84364,-0.0,235.81367,652.65826,269.59967
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pipesworld-27-step14.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
./SAT09/APPLICATIONS/bitverif/maxxororand/maxxororand064.cnf,1,513.6948,264.13586,-0.0,196.02574,-0.0,-0.0,27.605299,-0.0,-0.0,280.04095,-0.0,189.94131,-0.0,186.53862,524.1049,212.79843
./SAT11/application/jarvisalo/AAAI2010-SATPlanning/aaai10-planning-ipc5-pathways-13-step17.cnf,1,78.11038,30.395466,-0.0,266.9905,-0.0,35.948246,255.9236,-0.0,-0.0,-0.0,315.70438,82.55834,-0.0,-0.0,257.7286,230.05382
./SAT09/APPLICATIONS/bioinfo/q_query_3_L70_coli.sat.cnf,1,842.5177,419.8485,-0.0,289.18265,-0.0,-0.0,64.41225,-0.0,-0.0,473.77264,-0.0,321.70132,-0.0,321.79355,851.93054,376.1397
./SAT05/industrial/maris05/DriverLog/driverlog3_v01a.renamed-as.sat05-3963.cnf,1,2.0127475,0.7559939,-0.0,7.501756,-0.0,0.5353268,6.7108283,-0.004851139,-0.16792703,-0.0008082491,8.172474,2.4234815,-0.07374683,-0.1661276,6.651459,5.862212
./SAT11/application/jarvisalo/HWMCC10-combination-timeframe-expansion/hwmcc10-timeframe-expansion-k50-pdtpmsns2-tseitin.cnf,1,95.05492,48.158813,-0.0,97.85184,-0.0,-0.0,33.32703,-0.0,-0.0,19.129284,49.51253,21.971256,-0.0,17.16103,131.7625,65.18774
./SAT11/application/jarvisalo/smtqfbv-aigs/smtlib-qfbv-aigs-lfsr_008_079_112-tseitin.cnf,1,158.15338,78.59679,-0.0,53.65504,-0.0,-0.0,12.194894,-0.0,-0.0,89.255165,-0.0,60.556053,-0.0,60.78565,159.70808,71.14741
