@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
instances/Sat_Data/circuit_fuzz/fuzz_100_6463.cnf,1,0.0135889053344726
instances/Sat_Data/circuit_fuzz/fuzz_100_3546.cnf,1,0.0069127082824707
instances/Sat_Data/circuit_fuzz/fuzz_100_17714.cnf,1,0.0045740604400634
instances/Sat_Data/circuit_fuzz/fuzz_100_28416.cnf,1,0.0066971778869628
instances/Sat_Data/circuit_fuzz/fuzz_100_23226.cnf,1,0.0070698261260986
instances/Sat_Data/circuit_fuzz/fuzz_100_2327.cnf,1,0.0072975158691406
instances/Sat_Data/circuit_fuzz/fuzz_100_18548.cnf,1,0.0057766437530517
instances/Sat_Data/circuit_fuzz/fuzz_100_27424.cnf,1,0.0070445537567138
instances/Sat_Data/circuit_fuzz/fuzz_100_6173.cnf,1,0.0059614181518554
instances/Sat_Data/circuit_fuzz/fuzz_100_29181.cnf,1,0.0064618587493896
instances/Sat_Data/circuit_fuzz/fuzz_100_7085.cnf,1,0.0061266422271728
instances/Sat_Data/circuit_fuzz/fuzz_100_23681.cnf,1,0.0060694217681884
instances/Sat_Data/circuit_fuzz/fuzz_100_911.cnf,1,0.0106024742126464
instances/Sat_Data/circuit_fuzz/fuzz_100_22469.cnf,1,0.0120918750762939
instances/Sat_Data/circuit_fuzz/fuzz_100_17352.cnf,1,0.0105977058410644
instances/Sat_Data/circuit_fuzz/fuzz_100_29710.cnf,1,0.0070888996124267
instances/Sat_Data/circuit_fuzz/fuzz_100_11470.cnf,1,0.0055122375488281
instances/Sat_Data/circuit_fuzz/fuzz_100_14661.cnf,1,0.0069565773010253
instances/Sat_Data/circuit_fuzz/fuzz_100_6791.cnf,1,0.006730318069458
instances/Sat_Data/circuit_fuzz/fuzz_100_18681.cnf,1,0.006094217300415
instances/Sat_Data/circuit_fuzz/fuzz_100_16654.cnf,1,0.0062227249145507
instances/Sat_Data/circuit_fuzz/fuzz_100_31996.cnf,1,0.0062689781188964
instances/Sat_Data/circuit_fuzz/fuzz_100_23726.cnf,1,0.0066909790039062
