@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC
@ATTRIBUTE gnn_48 NUMERIC
@ATTRIBUTE gnn_49 NUMERIC
@ATTRIBUTE gnn_50 NUMERIC
@ATTRIBUTE gnn_51 NUMERIC
@ATTRIBUTE gnn_52 NUMERIC
@ATTRIBUTE gnn_53 NUMERIC
@ATTRIBUTE gnn_54 NUMERIC
@ATTRIBUTE gnn_55 NUMERIC
@ATTRIBUTE gnn_56 NUMERIC
@ATTRIBUTE gnn_57 NUMERIC
@ATTRIBUTE gnn_58 NUMERIC
@ATTRIBUTE gnn_59 NUMERIC
@ATTRIBUTE gnn_60 NUMERIC
@ATTRIBUTE gnn_61 NUMERIC
@ATTRIBUTE gnn_62 NUMERIC
@ATTRIBUTE gnn_63 NUMERIC

@DATA
instances/Sat_Data/bmc/bmc08-100/pdtvisheap03.100.cnf,1,2665.7375,-189.2736,6012.8887,-29.896872,24397.756,7379.758,-104.06265,-5.1968274,16073.187,17118.676,-2.4686856,-94.53732,-116.25321,3170.0867,-274.2529,24093.857,1279.2168,-69.37353,-53.524223,-192.09961,-3.600596,-139.65572,-133.79248,59777.6,-81.15970611572266,665.7203979492188,-328.5747985839844,20830.689453125,21926.0859375,-83.31150817871094,-239.172119140625,-37.35721969604492,28240.552734375,33453.921875,21685.724609375,3143.477783203125,-279.3155822753906,-42.0225830078125,-476.93463134765625,-204.62278747558597,-296.942138671875,1790.5789794921875,15402.2802734375,13496.71484375,-327.5614624023437,-129.73117065429688,8609.78125,17837.416015625,270.0054931640625,-215.47073364257807,-376.8900451660156,1659.993896484375,-60.37687301635742,-217.75845336914065,-89.07377624511719,3186.865966796875,33380.8828125,21720.5546875,15727.9169921875,37403.546875,6557.91015625,-144.12625122070312,32553.673828125,12712.4677734375
instances/Sat_Data/bmc/bmc08-100/dme4p1neg.100.cnf,1,20600640.0,-2792195.2,119793500.0,-616137.56,432776260.0,101244210.0,-946062.06,26833168.0,317794460.0,364701570.0,30694864.0,-1771815.1,-2563341.8,63926416.0,-4671758.0,418204400.0,-189695.2,-1227251.8,-1287677.8,-2936041.5,68943020.0,-2476369.5,-2879557.8,1003591550.0,-1535395.625,39524632.0,-5455751.0,349862528.0,397171904.0,-1247576.375,-3823976.5,-444664.875,499469056.0,668307008.0,361699584.0,-72420.796875,-4252411.5,-172042.515625,-8312656.5,-3205434.25,-4524914.0,70586544.0,244849376.0,254816720.0,-5249973.0,-2346853.75,139080864.0,328387360.0,-248485.59375,-3870893.25,-6223121.0,23462272.0,-1470847.375,-3281293.25,-755646.25,46445376.0,566299072.0,349002336.0,247873344.0,665702336.0,111273168.0,-2804295.5,521811328.0,223054112.0
instances/Sat_Data/bmc/bmc08-100/139462p1neg.100.cnf,1,280857600.0,-38123500.0,1638558200.0,-8484444.0,5916258300.0,1385081100.0,-12942290.0,370131460.0,4352784000.0,4992050000.0,422638980.0,-24184096.0,-35010972.0,875602700.0,-63887424.0,5718513700.0,-2581046.2,-16797462.0,-17666226.0,-40176364.0,946283140.0,-33856984.0,-39357988.0,13719654000.0,-21028392.0,538190464.0,-74652536.0,4784872448.0,5425550336.0,-17022160.0,-52306532.0,-6104973.5,6819913728.0,9133337600.0,4942387200.0,-955269.125,-58099344.0,-2365213.5,-113624184.0,-43854720.0,-61930148.0,960787456.0,3345109248.0,3484270592.0,-71729840.0,-32101042.0,1895128192.0,4489682944.0,-3332332.75,-53044616.0,-85108624.0,320231424.0,-20111696.0,-44834332.0,-10373398.0,628737536.0,7744985088.0,4771051008.0,3393007616.0,9103694848.0,1523750528.0,-38346568.0,7135303168.0,3045827072.0
instances/Sat_Data/bmc/bmc08-100/bj08vsar6.100.cnf,1,556603.44,-88158.5,1577862.6,-38687.324,10598911.0,2408282.0,-47014.273,820199.06,8652459.0,6944125.0,-47840.984,-47174.99,-50963.9,879869.56,-130317.48,12763524.0,950964.3,-17930.047,-31523.95,-71611.555,1628090.0,-89325.234,-60867.92,26474012.0,-49059.3046875,2622532.5,-149015.015625,10522458.0,11807653.0,-43250.3203125,-161254.421875,-17279.68359375,9596331.0,14244339.0,11131340.0,2307792.25,-130761.3671875,-43627.02734375,-219031.4375,-106551.34375,-163883.96875,2368278.0,6983728.5,3241426.0,-158447.484375,-56617.8125,1054285.125,12100513.0,-20.21474838256836,-116603.046875,-177559.671875,-11373.0400390625,-16024.189453125,-111696.46875,-50570.0078125,1640807.25,16448715.0,9903596.0,6113488.0,22002206.0,4932243.0,-47869.5234375,19446796.0,7339046.0
instances/Sat_Data/bmc/bmc08-100/prodconspold1.100.cnf,1,4136924.0,-556660.2,23762132.0,-121954.555,86134120.0,20137472.0,-188712.86,5257188.0,63132130.0,72477550.0,6066108.0,-352646.7,-510455.84,12687592.0,-930184.1,83235540.0,-38104.34,-243876.88,-255570.47,-584363.7,13645770.0,-492693.78,-572960.25,199804030.0,-305246.84375,7901988.0,-1085338.25,69606024.0,79084384.0,-248809.859375,-761384.0,-88375.6484375,99536224.0,133023872.0,72028008.0,-14185.1611328125,-846781.75,-34543.91796875,-1654656.0,-638089.875,-900271.0,14082596.0,48760940.0,50727216.0,-1045798.1875,-466887.71875,27747474.0,65337520.0,-49809.80078125,-769129.125,-1238809.375,4644688.0,-292544.625,-653547.0,-150410.03125,9313856.0,112703792.0,69481832.0,49307740.0,132440056.0,22115380.0,-558191.125,103854232.0,44476780.0
instances/Sat_Data/bmc/bmc08-100/prodcellp2.100.cnf,1,106454270.0,-14305646.0,598110460.0,-3225985.8,2201746700.0,521886400.0,-5104286.5,137470400.0,1623028600.0,1847064000.0,150387400.0,-8853796.0,-12972213.0,318810240.0,-23947432.0,2132389400.0,-926058.25,-6273591.0,-6588094.5,-15173412.0,343981900.0,-12639659.0,-14614351.0,5123481000.0,-7852459.5,193483840.0,-27935186.0,1795283200.0,2021073920.0,-6378878.5,-19662686.0,-2421250.75,2541479168.0,3391216128.0,1841495680.0,-126946.5546875,-21670026.0,-999661.75,-42388396.0,-16530892.0,-23270978.0,349593088.0,1253645952.0,1298122496.0,-26873884.0,-12035371.0,701582272.0,1670584832.0,-1088997.125,-19904744.0,-31893284.0,111630592.0,-7471555.5,-16814938.0,-4073377.25,231026944.0,2895110912.0,1784691968.0,1275397760.0,3390480384.0,569162176.0,-14269679.0,2666295296.0,1139875200.0
instances/Sat_Data/bmc/bmc08-100/pdtpmsgigamax.100.cnf,1,6250992.0,-835308.8,35435250.0,-181356.39,128970780.0,30127992.0,-283731.84,7744804.0,94313470.0,108292420.0,9020256.0,-528156.3,-764675.7,18941064.0,-1393636.1,124642790.0,-57589.38,-364618.03,-381126.4,-874993.1,20263088.0,-737544.6,-857623.5,299281800.0,-456488.34375,11877822.0,-1624255.0,104209416.0,118475136.0,-373294.4375,-1140428.375,-132294.109375,149278848.0,199187648.0,107914128.0,-20844.9609375,-1268869.875,-52482.0078125,-2478093.0,-955817.5625,-1347495.625,21130216.0,73083408.0,75971568.0,-1567881.375,-698889.75,41673512.0,97788720.0,-75116.9609375,-1149212.25,-1855345.875,6926320.0,-437762.71875,-979574.375,-225216.59375,14089096.0,168741968.0,104111296.0,73814184.0,198203376.0,33063054.0,-835921.875,155518256.0,66741152.0
instances/Sat_Data/bmc/bmc08-100/139464p5.100.cnf,1,1179992000.0,-162310910.0,6954727400.0,-35787284.0,25105363000.0,5879965700.0,-55542150.0,1582361600.0,18420105000.0,21095387000.0,1739369500.0,-103155070.0,-148733940.0,3699863600.0,-271090880.0,24249475000.0,-10863749.0,-71139864.0,-74352744.0,-170304110.0,3967706600.0,-143914160.0,-167120240.0,58194014000.0,-88559120.0,2275457792.0,-316232768.0,20369577984.0,23046043648.0,-72405944.0,-221320672.0,-26241498.0,29054097408.0,38745088000.0,20948682752.0,-4467384.0,-246838640.0,-9924329.0,-482704128.0,-186046720.0,-262390592.0,4108045312.0,14265360384.0,14773135360.0,-304996320.0,-136267616.0,8113714176.0,19020412928.0,-14758215.0,-223770864.0,-361110240.0,1386618880.0,-85462136.0,-190633808.0,-43791588.0,2740549632.0,32795090944.0,20292169728.0,14375155712.0,38587674624.0,6449662464.0,-162809472.0,30251864064.0,12933128192.0
instances/Sat_Data/bmc/bmc08-100/bj08autg3f2.100.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bmc/bmc08-100/eijkS5378.100.cnf,1,106843210000.0,-15893638000.0,680967500000.0,-2921328600.0,2388541800000.0,599677200000.0,-6124152000.0,173574590000.0,1769846300000.0,1936108700000.0,149183000000.0,-9822276000.0,-14083712000.0,342808600000.0,-25749436000.0,2332831500000.0,-599224450.0,-7154264600.0,-6179130000.0,-16502449000.0,337324540000.0,-13841171000.0,-15994092000.0,5545021000000.0,-8498611200.0,163636248576.0,-30278967296.0,1999838642176.0,2238760091648.0,-7123747840.0,-21378621440.0,-2768944128.0,2763232116736.0,3672317886464.0,2006702620672.0,-376799872.0,-24400818176.0,-1643214592.0,-46531469312.0,-17996951552.0,-25165209600.0,367553019904.0,1397781954560.0,1372016082944.0,-30057619456.0,-13475884032.0,784223764480.0,1810465030144.0,-1343175680.0,-21354283008.0,-34441027584.0,179707183104.0,-8196169216.0,-18813962240.0,-4488069632.0,303406055424.0,3133782622208.0,1969986338816.0,1428170866688.0,3692838256640.0,590043217920.0,-15125721088.0,2940235939840.0,1274913226752.0
