@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE cl-num-mean NUMERIC
@ATTRIBUTE cl-num-coeff-variation NUMERIC
@ATTRIBUTE cl-num-min NUMERIC
@ATTRIBUTE cl-num-max NUMERIC
@ATTRIBUTE cl-num-q90 NUMERIC
@ATTRIBUTE cl-num-q10 NUMERIC
@ATTRIBUTE cl-num-q75 NUMERIC
@ATTRIBUTE cl-num-q25 NUMERIC
@ATTRIBUTE cl-num-q50 NUMERIC
@ATTRIBUTE cl-size-mean NUMERIC
@ATTRIBUTE cl-size-coeff-variation NUMERIC
@ATTRIBUTE cl-size-min NUMERIC
@ATTRIBUTE cl-size-max NUMERIC
@ATTRIBUTE cl-size-q90 NUMERIC
@ATTRIBUTE cl-size-q10 NUMERIC
@ATTRIBUTE cl-size-q75 NUMERIC
@ATTRIBUTE cl-size-q25 NUMERIC
@ATTRIBUTE cl-size-q50 NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE lobjois-log-num-nodes-over-vars NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC

@DATA
instances/Sat_Data/LABS/LABS_n011_goal004.cnf,1.0,816.0,1724.0,739.0,1647.0,0.104194858,0.04675167,0.448694596,0.31815422,1.125776283,0.0,1.0,1.043774849,0.003253547,0.20411571,0.00270636,0.00405954,0.674744426,0.0,0.595628415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406440237,0.790199715,1.9e-08,1.0,0.921662364,0.027958698,0.666666742,0.131477419,0.325475931,0.211662361,0.55004349,0.0,0.473056154,0.334599977,0.0,0.295533085,0.109350694,0.267220556,6.55389,0.805563,189.927,0.0530682,189.0,177.0,203.0,0.603248,0.150631,0.839865,0.0271074,8.7402,0.425451,189.417,0.0523551,190.0,177.0,202.0,0.237361,0.303092,0.844506,0.0243486,0.479750329,0.902171452,2812.1497,1228318100.0,4904617500.0,1899283800.0,0.07680856,26251.041,1863442600.0,5654151000.0,681.52155,8.471574,352299260.0,165844.02,514988640.0,61139.86,579311040.0,286475400.0,2117151100.0,34.608204,76.4109,2782606600.0,-0.0021188448,1109426600.0,3267443700.0,-0.0014006711,-0.0018315786728635,2121043712.0,2093799040.0,12709.2705078125,-0.0012479311553761,184132.015625,117598.6328125,40756.171875,13212.68359375,0.2520353198051452,3727600128.0,460121.25,871033984.0,4877975040.0,842925248.0,734479168.0,3594708736.0,1796811904.0,20223.931640625,96217.15625,0.0007775620324537,2916026368.0,41546.5859375,52644.359375
instances/Sat_Data/LABS/LABS_n011_goal010.cnf,1.0,616.0,1379.0,576.0,1339.0,0.069444444,0.02987304,0.43017177,0.329350261,1.110419826,0.0,1.0,1.053798612,0.004161999,0.204120936,0.003472222,0.005208333,0.671906474,0.0,0.602688574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433255737,0.738738338,1.6e-07,1.0,0.874873331,0.041314283,0.666667256,0.124872589,0.331562616,0.220298254,0.523487983,0.0,0.475738096,0.361796174,0.054856197,0.302969217,0.157894602,0.27631572,0.148823,4.84168,170.145,0.066198,170.0,156.0,184.0,0.946645,0.150752,0.908222,0.0258173,1.85382,0.86216,169.667,0.0674864,170.0,155.0,184.0,0.387698,0.319814,0.912791,0.0242859,0.749138185,0.933903477,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/LABS/LABS_n012_goal001.cnf,1.0,1137.0,2399.0,1011.0,2273.0,0.12462908,0.055433348,0.444786626,0.305763308,1.159757454,0.0,1.0,1.035162295,0.002367273,0.204104224,0.001978239,0.002967359,0.670206902,0.0,0.606687198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409387634,0.799654205,4e-09,1.0,1.0,0.028146112,0.666666682,0.140984078,0.294611105,0.195414991,0.565365062,0.0,0.374956522,0.298120587,0.0,0.281834745,0.097340704,0.25105723,21.84,0.396549,251.01,0.0480175,251.0,235.0,266.0,0.530981,0.165625,0.81302,0.0271587,17.9234,0.316814,250.39,0.0463889,251.0,235.0,265.0,0.175977,0.304,0.804587,0.0234847,0.307454378,0.722408091,1323305.0,544631000.0,2175767300.0,845147600.0,0.038767844,152.86568,840086600.0,2506616300.0,210.9963,2.7295861,159168290.0,10469111.0,232654820.0,7116665.5,257093380.0,128252140.0,938736260.0,106.33394,7715941.0,1233116200.0,-0.00025716212,490559550.0,1447332900.0,-5.8746693e-05,-2.819924418417941e-07,939741376.0,928076672.0,43906.3671875,-9.063423931365833e-06,375722.5,15853857.0,18767500.0,11291196.0,0.0856983140110969,1652062080.0,18098994.0,385966528.0,2162775808.0,384801152.0,324386784.0,1596329984.0,796598976.0,3419130.75,204529.125,-0.001134137972258,1293135488.0,7945477.0,9254423.0
instances/Sat_Data/LABS/LABS_n013_goal002.cnf,1.0,1401.0,2942.0,1263.0,2804.0,0.109263658,0.049215407,0.45042796,0.297907751,1.163579699,0.0,1.0,1.025379533,0.001903739,0.204115514,0.001583531,0.002375297,0.674764044,0.0,0.595577746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387558919,0.838215514,3e-09,1.0,0.928879772,0.023062789,0.587123528,0.115813302,0.269510887,0.204497084,0.539305936,0.0,0.398767095,0.300281892,0.0,0.285877832,0.098656366,0.256273276,20.4375,1.07815,305.233,0.0555649,305.0,289.0,322.0,0.499156,0.173658,0.806216,0.0438995,18.8053,0.400849,305.709,0.0551076,306.0,289.0,323.0,0.165034,0.406069,0.806497,0.0308076,0.324225429,0.894470854,3796319.5,2002984700.0,7975502300.0,3102864600.0,0.03732642,-0.00053806714,3070656300.0,9205360000.0,203.88606,3.7625186,587194400.0,31004048.0,857660540.0,21110642.0,951151740.0,474270900.0,3433558800.0,60.963833,22882754.0,4524075500.0,-0.00032090858,1788011900.0,5298206700.0,-7.300969e-05,9.863536979537456e-05,3439133440.0,3402424576.0,59827.8125,-9.429602869204246e-06,480893.65625,46571008.0,55394456.0,33535876.0,0.1242019906640052,6058948608.0,53344616.0,1410911360.0,7939932672.0,1397427328.0,1172326400.0,5837606912.0,2928281600.0,9909782.0,272635.96875,-0.0002729207044467,4748480000.0,23491918.0,27482478.0
instances/Sat_Data/LABS/LABS_n015_goal008.cnf,1.0,1773.0,3732.0,1653.0,3612.0,0.072595281,0.033222591,0.457641196,0.293189369,1.148915665,0.0,1.0,1.014503876,0.00146718,0.2038474,0.001209921,0.001814882,0.681929801,0.0,0.574750831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348027119,0.920287894,0.0,1.0,0.897186719,0.012504244,0.599274677,0.066292134,0.265808856,0.230618568,0.482351228,-0.0,0.475722503,0.354456515,0.047285105,0.296470509,0.139137928,0.283816811,7.56667,1.6251,400.788,0.0556219,402.0,382.0,419.0,0.577023,0.139536,0.840866,0.0416698,11.7296,0.324662,402.998,0.0368693,403.0,384.0,421.0,0.169619,0.266111,0.845457,0.0175224,0.433926087,0.930665881,88838950.0,112888710000.0,448137530000.0,174914860000.0,0.090715185,-0.00032084255,171311480000.0,518828820000.0,50.460236,17.756258,33392690000.0,697513900.0,48579660000.0,480952700.0,54240190000.0,27124163000.0,192206110000.0,1767.0099,506075650.0,254568000000.0,-0.00013440655,99158390000.0,296960600000.0,-3.0578572e-05,4.0788079786580056e-05,192610402304.0,191270027264.0,99239.3828125,-3.946890501538292e-06,2068793.125,1037850240.0,1242003840.0,749607488.0,0.4365130364894867,340772257792.0,1730480256.0,78989656064.0,447308398592.0,76970541056.0,64222707712.0,326666190848.0,165277794304.0,217221328.0,1170444.625,0.000351209193468,267887312896.0,525925600.0,625478912.0
instances/Sat_Data/LABS/LABS_n018_goal001.cnf,1.0,3567.0,7430.0,3270.0,7133.0,0.090825688,0.04163746,0.458432637,0.268610683,1.199649916,0.0,1.0,0.988261224,0.000739724,0.203968344,0.000611621,0.000917431,0.679933837,0.0,0.581101921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345125241,0.920373479,0.0,1.0,0.928978275,0.010640219,0.491210133,0.085248689,0.24762905,0.212335889,0.49285641,-0.0,0.374956522,0.300124798,0.032151004,0.283778762,0.112082784,0.255846857,65.6978,1.09156,721.525,0.0903337,727.0,698.0,753.0,0.44339,0.430259,0.791629,0.199389,43.494,1.48837,722.934,0.083115,727.0,701.0,753.0,0.110291,1.8252,0.776489,0.158764,0.222990276,0.703527703,157124720.0,20966222000.0,83528050000.0,32768932000.0,0.042267907,67265.445,33145944000.0,96369350000.0,88.0183,5.4965963,6440912400.0,1064425200.0,9375410000.0,740013060.0,10054853000.0,5110946300.0,35807592000.0,92392.21,757216400.0,47290010000.0,-0.00019810515,18454868000.0,55185727000.0,-0.0002422883,20702.47265625,35800698880.0,35534417920.0,1431291.125,438028.9375,10650420.0,1602064768.0,1929711744.0,1135391488.0,352.9742126464844,63311970304.0,1910560128.0,14691106816.0,83101155328.0,15351542784.0,11974453248.0,61075472384.0,30690566144.0,344572704.0,5830553.0,1092.5406494140625,49752530944.0,806571136.0,958285760.0
instances/Sat_Data/LABS/LABS_n019_goal002.cnf,1.0,4125.0,8567.0,3810.0,8252.0,0.082677165,0.038172564,0.461706253,0.264218775,1.198888324,0.0,1.0,0.980381186,0.000636575,0.203845176,0.000524934,0.000787402,0.681960587,0.0,0.57464857,1.0,4036.0,0.0,4036.0,4036.0,4036.0,4036.0,4036.0,4036.0,4036.0,35.673686819,0.0,35.673686819,35.673686819,35.673686819,35.673686819,35.673686819,35.673686819,35.673686819,0.330253749,0.954078145,0.0,1.0,0.920824437,0.007759294,0.480696865,0.061610752,0.231250273,0.217740319,0.476849689,-0.0,0.398767095,0.30157293,0.034703408,0.285404369,0.133570846,0.259375153,64.7315,0.309989,839.639,0.0268007,840.0,810.0,871.0,0.444135,0.166421,0.782574,0.0208344,38.7656,0.245908,839.086,0.0243507,838.0,812.0,864.0,0.088321,0.265513,0.768089,0.0147874,0.232421414,0.671222025,431976350.0,38422974000.0,153344980000.0,60399960000.0,1.598509,68763.875,62095626000.0,176641900000.0,25.113571,7.0328927,12098419000.0,2917456400.0,17585523000.0,2031400200.0,18443928000.0,9480923000.0,65672802000.0,267250.56,2072293200.0,86670990000.0,-0.00020739723,33763842000.0,101099030000.0,-0.00018978535,18528.515625,65582194688.0,65117925376.0,3043203.5,1122005.75,23957402.0,4387963392.0,5289366016.0,3111272960.0,0.0977116972208023,116028907520.0,5229206528.0,26911004672.0,152322342912.0,29206532096.0,21878943744.0,112250109952.0,56266559488.0,941979200.0,13076525.0,-0.0001940762886079,91217018880.0,2210462720.0,2631842560.0
instances/Sat_Data/LABS/LABS_n019_goal005.cnf,1.0,3941.0,8172.0,3675.0,7906.0,0.072380952,0.033645333,0.464836833,0.265663209,1.186963364,0.0,1.0,0.979548187,0.000661927,0.203665861,0.000544218,0.000816327,0.68402929,0.0,0.567417152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315642123,0.992680861,0.0,1.0,0.909552539,0.006541853,0.4755508,0.047855093,0.217483388,0.22602178,0.460402073,-0.0,0.473056171,0.303747366,0.041557486,0.288795377,0.147345192,0.278027957,50.9918,2.23832,802.885,0.0949071,808.0,781.0,834.0,0.480261,0.944822,0.825743,0.459345,37.4305,0.938356,804.616,0.0862856,808.0,782.0,837.0,0.111728,1.11705,0.792232,0.0640963,0.262384133,0.930384116,1153433900.0,99512820000.0,397177650000.0,156657780000.0,0.7982089,854579.44,161229640000.0,457550460000.0,67.48561,15.483174,31522226000.0,7918004000.0,45759100000.0,5507761700.0,47832343000.0,24655735000.0,169938420000.0,204088.42,5638620700.0,224506270000.0,-7.508488e-05,87337550000.0,261727580000.0,-4.5370067e-05,2964915.75,169736257536.0,168596045824.0,7838419.0,4528624.5,23359608.0,11875249152.0,14303942656.0,8450048000.0,0.1502031683921814,300468764672.0,14326647808.0,69633163264.0,394475241472.0,76001009664.0,56448012288.0,290664349696.0,145802493952.0,2531374080.0,12901712.0,6.565057265106589e-05,236276498432.0,5991974400.0,7147132416.0
instances/Sat_Data/LABS/LABS_n019_goal006.cnf,1.0,3853.0,7994.0,3603.0,7744.0,0.069386622,0.032283058,0.46526343,0.266701102,1.183057722,0.0,1.0,0.980238339,0.000675588,0.203621525,0.000555093,0.000832639,0.684447519,0.0,0.565857438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.311655088,1.005496879,0.0,1.0,0.897229257,0.00689724,0.473963627,0.046578918,0.211813471,0.228582796,0.455392602,-0.0,0.399927168,0.305921179,0.047275316,0.289384078,0.157894737,0.281130075,38.4574,1.83877,791.023,0.0923506,797.0,770.0,821.0,0.457604,0.353146,0.805655,0.143646,32.0562,0.418033,800.362,0.0247052,799.0,774.0,825.0,0.112248,0.471246,0.796474,0.0165858,0.272756022,0.933283021,1617770800.0,153185900000.0,611144000000.0,240990900000.0,0.0905193,7406.8716,246866560000.0,704472300000.0,75.41865,17.998068,48373800000.0,11284214000.0,70152740000.0,7849942500.0,73679170000.0,37924303000.0,261425460000.0,205445.11,8049681400.0,345661600000.0,-4.068201e-05,134326450000.0,402832560000.0,-3.873009e-05,3161673.0,261218222080.0,259519070208.0,16901564.0,9459626.0,26090004.0,16906142720.0,20328054784.0,12050725888.0,0.1701638102531433,462562492416.0,20692082688.0,107153948672.0,607327027200.0,115948339200.0,86692724736.0,446975377408.0,224538279936.0,3583916032.0,14460388.0,-9.902368037728591e-05,363836243968.0,8535930368.0,10184680448.0
instances/Sat_Data/LABS/LABS_n020_goal002.cnf,1.0,4778.0,9910.0,4426.0,9558.0,0.07953005,0.036827788,0.463067587,0.260235754,1.201961294,0.0,1.0,0.974073329,0.000548557,0.203786598,0.000451875,0.000677813,0.682718031,0.0,0.572086211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322042855,0.974854879,0.0,1.0,0.919828373,0.006031116,0.478758765,0.053660525,0.220694946,0.219642375,0.468994601,-0.0,0.398767095,0.301642656,0.036239264,0.285554375,0.143377506,0.260567929,68.8148,0.359379,962.617,0.0215865,963.0,938.0,994.0,0.419615,0.153404,0.774507,0.017787,48.9293,1.23893,944.626,0.104441,954.0,923.0,987.0,0.092085,1.71387,0.768758,0.094655,0.222748713,0.685429135,755474050.0,47183675000.0,188789060000.0,74670370000.0,4.5325117,350015.2,78353630000.0,216979690000.0,60.940582,15.386889,15269395000.0,5069067000.0,22169668000.0,3531352000.0,22638838000.0,11789735000.0,80818760000.0,830266.56,3589402600.0,106449850000.0,-0.00017288749,41431482000.0,124159550000.0,-0.000113436996,501599.5625,80556392448.0,79993004032.0,9000403.0,2951547.25,63884784.0,7619718656.0,9169904640.0,5392075264.0,0.1236181259155273,142531215360.0,9018298368.0,33067972608.0,187156922368.0,37522608128.0,26860478464.0,138437672960.0,69111357440.0,1632453760.0,34989140.0,0.0001592181652085,112088408064.0,3834316800.0,4568680448.0
