@RELATION FEATURE_VALUES-SAT11-HAND

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC

@DATA
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_399.cnf,1,3.7390258,1.3948939,-0.0,8.625877,-0.0,-0.031304993,5.8343244,-0.001821356,-0.16047564,-0.07373587,7.3385324,1.5068119,-0.0027631228,-0.13361812,8.02586,5.714168
./SAT03/handmade/anton/UNSAT/SGI_30_80_17_90_7-log.shuffled-as.sat03-190.cnf,1,1.1526952,0.4520605,-1.1169994e-05,4.8744674,-0.0,0.21008097,4.1093316,-0.054290213,-0.16115047,-0.03726292,5.077518,1.4480411,-0.15120232,-0.16154127,4.161729,3.5985994
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_389.cnf,1,6.7044535,2.5985053,-0.0,12.385228,-0.0,-0.16942328,7.314586,-3.7243756e-06,-0.03745956,-0.16856612,9.196605,1.7034918,-0.0,0.12899072,12.272547,8.017499
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g9.cnf,1,33.961575,17.752625,-0.0,14.214432,-0.0,-0.0,1.163083,-0.0,-0.0,17.949936,-4.594781e-05,12.172484,-0.0,11.838934,34.260166,13.234692
./SAT11/crafted/spence/sgen/sgen3-n200-s39840374-sat.cnf,1,8.845806,3.5754108,-0.0,29.538227,-0.0,3.364313,27.328733,-0.0,-0.0015530299,-0.0,33.223274,9.036395,-0.0,-0.0012819665,27.498672,24.216906
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1,13.403749,6.1164,-0.0,12.100127,-0.0,-0.0027971119,3.7948797,-6.0257817e-06,-0.00026309036,4.0827956,4.289753,3.4726646,-0.0,2.9185717,16.731903,7.768337
./SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf,1,3.7380793,1.3225464,-0.0,8.401756,-0.0,-0.049841247,5.559603,-0.0015835937,-0.14887682,-0.102858454,7.1498427,1.4000359,-0.0027426837,-0.11468272,7.9994617,5.5999684
./SAT11/crafted/skvortsov/battleship/battleship-10-10-unsat.cnf,1,1.3794024,0.52586406,-7.651965e-07,5.4597163,-0.0,0.2579324,4.6415014,-0.036205567,-0.1651094,-0.02055024,5.713626,1.6499414,-0.13286996,-0.16653663,4.708133,4.0668006
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p30-s70617701.cnf,1,13.74647,6.319839,-0.0,11.942092,-0.0,-0.0020145134,3.5168078,-8.419749e-06,-0.00018781392,4.3743815,3.8971035,3.5938704,-0.0,3.0552392,16.892662,7.6874194
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_404.cnf,1,3.7833705,1.4138209,-0.0,8.716681,-0.0,-0.032178152,5.899242,-0.0016514331,-0.16001776,-0.071708545,7.4111147,1.5243254,-0.0024570522,-0.13432902,8.10989,5.775072
./SAT03/handmade/stanion/hwb/hwb-n30-02-S77299857.shuffled-as.sat03-1633.cnf,1,6.9158325,2.8432765,-0.0,22.9152,-0.0,2.465083,20.98916,-0.0,-0.015710352,-0.0,25.447754,6.995651,-0.0,-0.012265101,21.147568,18.550482
./SAT11/crafted/spence/sgen/sgen3-n170-s56409011-unsat.cnf,1,8.338951,3.398808,-0.0,27.596802,-0.0,3.0590649,25.369188,-0.0,-0.0035867414,-0.0,30.818478,8.3760805,-0.0,-0.002821292,25.617708,22.483961
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_5-log.shuffled-as.sat03-111.cnf,1,2.2477174,0.8677656,-0.0,7.1293674,-0.0,0.27008128,5.7673364,-0.0102490485,-0.16879813,-0.0077522197,7.111033,1.9036514,-0.0574261,-0.16924411,6.269816,5.1665306
./SAT11/crafted/mosoi/289/289-unsat-6x40.cnf,1,20.206747,10.406263,-0.0,7.6786857,-0.0,-1.0562309e-06,0.85114795,-0.00013678726,-0.0,11.5788355,-0.009573232,7.778288,-0.0,7.5505924,20.932686,8.422566
