@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE cl-num-mean NUMERIC
@ATTRIBUTE cl-num-coeff-variation NUMERIC
@ATTRIBUTE cl-num-min NUMERIC
@ATTRIBUTE cl-num-max NUMERIC
@ATTRIBUTE cl-num-q90 NUMERIC
@ATTRIBUTE cl-num-q10 NUMERIC
@ATTRIBUTE cl-num-q75 NUMERIC
@ATTRIBUTE cl-num-q25 NUMERIC
@ATTRIBUTE cl-num-q50 NUMERIC
@ATTRIBUTE cl-size-mean NUMERIC
@ATTRIBUTE cl-size-coeff-variation NUMERIC
@ATTRIBUTE cl-size-min NUMERIC
@ATTRIBUTE cl-size-max NUMERIC
@ATTRIBUTE cl-size-q90 NUMERIC
@ATTRIBUTE cl-size-q10 NUMERIC
@ATTRIBUTE cl-size-q75 NUMERIC
@ATTRIBUTE cl-size-q25 NUMERIC
@ATTRIBUTE cl-size-q50 NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE lobjois-log-num-nodes-over-vars NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC
@ATTRIBUTE gnn_48 NUMERIC
@ATTRIBUTE gnn_49 NUMERIC
@ATTRIBUTE gnn_50 NUMERIC
@ATTRIBUTE gnn_51 NUMERIC
@ATTRIBUTE gnn_52 NUMERIC
@ATTRIBUTE gnn_53 NUMERIC
@ATTRIBUTE gnn_54 NUMERIC
@ATTRIBUTE gnn_55 NUMERIC
@ATTRIBUTE gnn_56 NUMERIC
@ATTRIBUTE gnn_57 NUMERIC
@ATTRIBUTE gnn_58 NUMERIC
@ATTRIBUTE gnn_59 NUMERIC
@ATTRIBUTE gnn_60 NUMERIC
@ATTRIBUTE gnn_61 NUMERIC
@ATTRIBUTE gnn_62 NUMERIC
@ATTRIBUTE gnn_63 NUMERIC

@DATA
instances/Sat_Data/LABS/LABS_n011_goal004.cnf,1.0,816.0,1724.0,739.0,1647.0,0.104194858,0.04675167,0.448694596,0.31815422,1.125776283,0.0,1.0,1.043774849,0.003253547,0.20411571,0.00270636,0.00405954,0.674744426,0.0,0.595628415,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406440237,0.790199715,1.9e-08,1.0,0.921662364,0.027958698,0.666666742,0.131477419,0.325475931,0.211662361,0.55004349,0.0,0.473056154,0.334599977,0.0,0.295533085,0.109350694,0.267220556,6.55389,0.805563,189.927,0.0530682,189.0,177.0,203.0,0.603248,0.150631,0.839865,0.0271074,8.7402,0.425451,189.417,0.0523551,190.0,177.0,202.0,0.237361,0.303092,0.844506,0.0243486,0.479750329,0.902171452,1035.0022,-111.05516,3931.9016,-18.59783,16501.957,3832.1448,-39.38603,620.09607,11557.114,13255.509,951.0934,-66.36654,-96.424805,2254.5251,-182.37543,16098.879,-10.35101,-44.477566,-47.512737,-112.997185,2095.5747,-93.81296,-107.66828,38858.793,-59.74896240234375,1798.33544921875,-205.92495727539065,13265.3095703125,15248.884765625,-49.89944076538086,-149.8910675048828,-17.961904525756836,19660.158203125,25351.58203125,14038.541015625,133.9367218017578,-164.41790771484375,-11.487500190734863,-317.9136962890625,-125.152587890625,-173.5954132080078,2610.786865234375,9552.1982421875,9813.2626953125,-206.2623748779297,-88.79446411132812,5454.376953125,12498.6728515625,-8.602254867553711,-142.92364501953125,-241.7993927001953,643.131591796875,-54.78215789794922,-128.64100646972656,-30.5153865814209,2070.391845703125,21655.947265625,13539.044921875,9430.453125,24989.953125,4139.8212890625,-108.16463470458984,20066.9609375,8974.4462890625
instances/Sat_Data/LABS/LABS_n011_goal010.cnf,1.0,616.0,1379.0,576.0,1339.0,0.069444444,0.02987304,0.43017177,0.329350261,1.110419826,0.0,1.0,1.053798612,0.004161999,0.204120936,0.003472222,0.005208333,0.671906474,0.0,0.602688574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433255737,0.738738338,1.6e-07,1.0,0.874873331,0.041314283,0.666667256,0.124872589,0.331562616,0.220298254,0.523487983,0.0,0.475738096,0.361796174,0.054856197,0.302969217,0.157894602,0.27631572,0.148823,4.84168,170.145,0.066198,170.0,156.0,184.0,0.946645,0.150752,0.908222,0.0258173,1.85382,0.86216,169.667,0.0674864,170.0,155.0,184.0,0.387698,0.319814,0.912791,0.0242859,0.749138185,0.933903477,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/LABS/LABS_n012_goal001.cnf,1.0,1137.0,2399.0,1011.0,2273.0,0.12462908,0.055433348,0.444786626,0.305763308,1.159757454,0.0,1.0,1.035162295,0.002367273,0.204104224,0.001978239,0.002967359,0.670206902,0.0,0.606687198,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409387634,0.799654205,4e-09,1.0,1.0,0.028146112,0.666666682,0.140984078,0.294611105,0.195414991,0.565365062,0.0,0.374956522,0.298120587,0.0,0.281834745,0.097340704,0.25105723,21.84,0.396549,251.01,0.0480175,251.0,235.0,266.0,0.530981,0.165625,0.81302,0.0271587,17.9234,0.316814,250.39,0.0463889,251.0,235.0,265.0,0.175977,0.304,0.804587,0.0234847,0.307454378,0.722408091,871.0891,-100.39446,3272.2998,-16.589306,14152.831,3494.2878,-41.29395,568.4115,10156.199,10883.123,497.02133,-54.215916,-79.609764,1581.3549,-160.03261,14369.554,-8.766929,-37.67684,-41.030228,-105.83992,1588.815,-84.391846,-90.99126,34428.29,-54.03775405883789,1403.851318359375,-181.4510955810547,11805.8154296875,13443.25390625,-45.91645812988281,-136.37054443359375,-20.95343399047852,16681.203125,21457.271484375,12354.35546875,1079.822998046875,-143.98858642578125,-14.148565292358398,-276.2125244140625,-117.37702178955078,-159.39785766601562,1998.8768310546875,8526.5703125,8468.453125,-182.01988220214844,-82.01846313476562,4540.72509765625,11107.8046875,-0.9363268613815308,-131.0713348388672,-217.36094665527344,84.58374786376953,-45.63512420654297,-117.01384735107422,-33.685787200927734,1641.1173095703125,19234.072265625,11976.642578125,8268.7255859375,21825.943359375,3833.577880859375,-91.97196197509766,18154.96875,7853.14453125
instances/Sat_Data/LABS/LABS_n013_goal002.cnf,1.0,1401.0,2942.0,1263.0,2804.0,0.109263658,0.049215407,0.45042796,0.297907751,1.163579699,0.0,1.0,1.025379533,0.001903739,0.204115514,0.001583531,0.002375297,0.674764044,0.0,0.595577746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.387558919,0.838215514,3e-09,1.0,0.928879772,0.023062789,0.587123528,0.115813302,0.269510887,0.204497084,0.539305936,0.0,0.398767095,0.300281892,0.0,0.285877832,0.098656366,0.256273276,20.4375,1.07815,305.233,0.0555649,305.0,289.0,322.0,0.499156,0.173658,0.806216,0.0438995,18.8053,0.400849,305.709,0.0551076,306.0,289.0,323.0,0.165034,0.406069,0.806497,0.0308076,0.324225429,0.894470854,1975.8987,-228.27785,7860.001,-41.800743,33086.586,8096.631,-91.888336,1372.2684,23764.904,26076.344,1446.6334,-127.21486,-189.52501,3951.7976,-370.05923,32885.836,-19.2187,-89.7587,-95.75262,-241.79022,3988.5605,-193.54121,-215.42958,79258.87,-121.9982681274414,3238.134033203125,-421.75390625,27366.185546875,31066.8046875,-103.55142211914062,-311.9974975585937,-44.70792770385742,39066.94921875,50365.73828125,28455.91796875,1551.173583984375,-333.8367004394531,-27.574308395385746,-644.0083618164062,-265.10626220703125,-364.7318420410156,4910.9521484375,19597.416015625,19673.953125,-421.2023010253906,-186.9933013916016,10681.615234375,25502.388671875,-7.401228904724121,-301.4710998535156,-498.6915893554688,773.984130859375,-107.74576568603516,-267.0595703125,-74.9130630493164,3854.970458984375,44405.98828125,27640.828125,19397.5546875,50790.43359375,8727.7822265625,-215.8274688720703,41554.7578125,18156.861328125
instances/Sat_Data/LABS/LABS_n015_goal008.cnf,1.0,1773.0,3732.0,1653.0,3612.0,0.072595281,0.033222591,0.457641196,0.293189369,1.148915665,0.0,1.0,1.014503876,0.00146718,0.2038474,0.001209921,0.001814882,0.681929801,0.0,0.574750831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348027119,0.920287894,0.0,1.0,0.897186719,0.012504244,0.599274677,0.066292134,0.265808856,0.230618568,0.482351228,-0.0,0.475722503,0.354456515,0.047285105,0.296470509,0.139137928,0.283816811,7.56667,1.6251,400.788,0.0556219,402.0,382.0,419.0,0.577023,0.139536,0.840866,0.0416698,11.7296,0.324662,402.998,0.0368693,403.0,384.0,421.0,0.169619,0.266111,0.845457,0.0175224,0.433926087,0.930665881,15016.398,-1775.5765,69629.19,-359.00784,268486.72,63262.21,-626.3803,13559.31,193674.73,221964.14,17214.809,-1083.6342,-1589.9745,38190.613,-2933.1384,260820.62,-130.24666,-748.3719,-778.98193,-1840.8234,38731.387,-1527.8236,-1775.144,627124.94,-952.0936279296876,25596.41796875,-3387.5654296875,217378.59375,247017.984375,-795.3703002929688,-2408.915771484375,-283.6658020019531,314843.625,413771.5625,225909.5,-12.85461139678955,-2661.368408203125,-140.4245147705078,-5175.8857421875,-2013.1591796875,-2824.306884765625,43482.359375,153588.046875,158871.96875,-3311.07421875,-1454.4859619140625,87727.8046875,202659.9375,-147.88137817382812,-2372.971435546875,-3897.373779296875,12953.28515625,-905.3447265625,-2066.15234375,-493.6726989746094,30757.21875,352275.75,218638.84375,154832.40625,411121.0,67983.625,-1747.4085693359375,325189.1875,142430.421875
instances/Sat_Data/LABS/LABS_n018_goal001.cnf,1.0,3567.0,7430.0,3270.0,7133.0,0.090825688,0.04163746,0.458432637,0.268610683,1.199649916,0.0,1.0,0.988261224,0.000739724,0.203968344,0.000611621,0.000917431,0.679933837,0.0,0.581101921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.345125241,0.920373479,0.0,1.0,0.928978275,0.010640219,0.491210133,0.085248689,0.24762905,0.212335889,0.49285641,-0.0,0.374956522,0.300124798,0.032151004,0.283778762,0.112082784,0.255846857,65.6978,1.09156,721.525,0.0903337,727.0,698.0,753.0,0.44339,0.430259,0.791629,0.199389,43.494,1.48837,722.934,0.083115,727.0,701.0,753.0,0.110291,1.8252,0.776489,0.158764,0.222990276,0.703527703,13571.117,-1838.5924,65092.785,-374.62018,263386.16,65660.14,-779.19324,14251.013,192163.98,206992.61,12272.988,-996.3986,-1498.8385,30004.385,-2956.5066,263952.56,-132.28236,-729.2456,-776.31445,-1981.6737,31005.25,-1567.7748,-1722.5619,635764.75,-993.0626220703124,23351.49609375,-3410.0478515625,221390.0,248594.640625,-816.9264526367188,-2517.837890625,-406.1453857421875,306296.21875,399063.5625,227431.703125,17546.2890625,-2668.77587890625,-219.9414978027344,-5158.52685546875,-2173.823486328125,-2963.283447265625,37102.59375,157271.953125,156192.421875,-3360.5087890625,-1530.7786865234375,82006.171875,206816.65625,-23.382953643798828,-2477.91845703125,-4003.26171875,4264.75390625,-854.9671020507812,-2147.9365234375,-636.2369995117188,28162.4609375,359163.5,222287.71875,157429.78125,408668.71875,72168.453125,-1708.4271240234375,336926.4375,141946.921875
instances/Sat_Data/LABS/LABS_n019_goal002.cnf,1.0,4125.0,8567.0,3810.0,8252.0,0.082677165,0.038172564,0.461706253,0.264218775,1.198888324,0.0,1.0,0.980381186,0.000636575,0.203845176,0.000524934,0.000787402,0.681960587,0.0,0.57464857,1.0,4036.0,0.0,4036.0,4036.0,4036.0,4036.0,4036.0,4036.0,4036.0,35.673686819,0.0,35.673686819,35.673686819,35.673686819,35.673686819,35.673686819,35.673686819,35.673686819,0.330253749,0.954078145,0.0,1.0,0.920824437,0.007759294,0.480696865,0.061610752,0.231250273,0.217740319,0.476849689,-0.0,0.398767095,0.30157293,0.034703408,0.285404369,0.133570846,0.259375153,64.7315,0.309989,839.639,0.0268007,840.0,810.0,871.0,0.444135,0.166421,0.782574,0.0208344,38.7656,0.245908,839.086,0.0243507,838.0,812.0,864.0,0.088321,0.265513,0.768089,0.0147874,0.232421414,0.671222025,21428.508,-3013.0747,106221.71,-624.4936,428140.22,107028.445,-1305.6046,23858.285,312628.62,334117.62,19725.09,-1612.4844,-2423.3367,47503.74,-4821.558,430851.44,-211.45557,-1192.5796,-1267.4363,-3259.8242,48621.508,-2565.1208,-2798.043,1038249.6,-1627.5279541015625,37064.58203125,-5573.9697265625,361610.3125,405321.59375,-1325.987060546875,-4126.822265625,-700.490478515625,496711.28125,646481.125,370972.65625,32673.546875,-4356.689453125,-370.9215087890625,-8409.8671875,-3582.19482421875,-4862.31689453125,58925.34375,257496.296875,253755.484375,-5484.32373046875,-2514.55908203125,131919.953125,338672.3125,-14.32615566253662,-4063.323974609375,-6539.3681640625,5286.28515625,-1376.107421875,-3513.430908203125,-1070.381103515625,45046.6953125,588125.3125,363321.53125,257950.96875,666288.5,118932.09375,-2773.986572265625,552704.5625,229839.0625
instances/Sat_Data/LABS/LABS_n019_goal005.cnf,1.0,3941.0,8172.0,3675.0,7906.0,0.072380952,0.033645333,0.464836833,0.265663209,1.186963364,0.0,1.0,0.979548187,0.000661927,0.203665861,0.000544218,0.000816327,0.68402929,0.0,0.567417152,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315642123,0.992680861,0.0,1.0,0.909552539,0.006541853,0.4755508,0.047855093,0.217483388,0.22602178,0.460402073,-0.0,0.473056171,0.303747366,0.041557486,0.288795377,0.147345192,0.278027957,50.9918,2.23832,802.885,0.0949071,808.0,781.0,834.0,0.480261,0.944822,0.825743,0.459345,37.4305,0.938356,804.616,0.0862856,808.0,782.0,837.0,0.111728,1.11705,0.792232,0.0640963,0.262384133,0.930384116,34433.133,-4753.786,173234.78,-1033.1273,689502.6,170721.69,-2007.4417,39840.395,503740.9,547240.3,35475.598,-2606.4866,-3946.1365,81175.16,-7711.2505,683862.8,-326.2465,-1943.3763,-2040.6172,-5148.8735,83523.99,-4056.2437,-4520.7075,1652321.8,-2550.831298828125,58243.89453125,-8920.5849609375,577950.0,647075.875,-2098.125,-6527.38623046875,-1040.205078125,801296.625,1045075.6875,591029.0,36823.953125,-6957.99560546875,-519.9192504882812,-13483.6318359375,-5608.654296875,-7690.82470703125,98378.84375,409025.875,407254.65625,-8753.4658203125,-3973.130126953125,215021.234375,535339.0625,-97.42990112304688,-6451.1923828125,-10394.0927734375,16748.66015625,-2243.921142578125,-5559.0673828125,-1643.693603515625,73682.5859375,936448.4375,578619.0625,414622.9375,1067903.875,186880.90625,-4475.8369140625,873939.3125,368388.8125
instances/Sat_Data/LABS/LABS_n019_goal006.cnf,1.0,3853.0,7994.0,3603.0,7744.0,0.069386622,0.032283058,0.46526343,0.266701102,1.183057722,0.0,1.0,0.980238339,0.000675588,0.203621525,0.000555093,0.000832639,0.684447519,0.0,0.565857438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.311655088,1.005496879,0.0,1.0,0.897229257,0.00689724,0.473963627,0.046578918,0.211813471,0.228582796,0.455392602,-0.0,0.399927168,0.305921179,0.047275316,0.289384078,0.157894737,0.281130075,38.4574,1.83877,791.023,0.0923506,797.0,770.0,821.0,0.457604,0.353146,0.805655,0.143646,32.0562,0.418033,800.362,0.0247052,799.0,774.0,825.0,0.112248,0.471246,0.796474,0.0165858,0.272756022,0.933283021,40710.195,-5601.292,206084.98,-1220.2557,818568.25,202461.23,-2331.6672,46948.082,598125.6,653720.8,43451.69,-3099.6277,-4701.1904,98375.81,-9129.946,808184.3,-385.3273,-2305.1155,-2424.5664,-6063.422,101429.195,-4786.8823,-5372.3447,1953569.8,-3004.436767578125,69476.0859375,-10554.5087890625,683650.0,765855.875,-2480.054931640625,-7698.0634765625,-1190.0677490234375,951749.5625,1242685.125,699364.8125,37162.703125,-8235.3603515625,-589.79931640625,-15976.810546875,-6588.0498046875,-9064.7109375,118419.28125,482958.5625,483303.625,-10353.259765625,-4678.21435546875,256235.046875,631679.875,-148.80599975585938,-7615.8359375,-12283.2919921875,23425.09765625,-2678.0380859375,-6555.01611328125,-1908.822509765625,87977.4609375,1106360.0,683737.4375,490523.0625,1264950.0,219610.28125,-5317.68310546875,1030233.8125,437262.0
instances/Sat_Data/LABS/LABS_n020_goal002.cnf,1.0,4778.0,9910.0,4426.0,9558.0,0.07953005,0.036827788,0.463067587,0.260235754,1.201961294,0.0,1.0,0.974073329,0.000548557,0.203786598,0.000451875,0.000677813,0.682718031,0.0,0.572086211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322042855,0.974854879,0.0,1.0,0.919828373,0.006031116,0.478758765,0.053660525,0.220694946,0.219642375,0.468994601,-0.0,0.398767095,0.301642656,0.036239264,0.285554375,0.143377506,0.260567929,68.8148,0.359379,962.617,0.0215865,963.0,938.0,994.0,0.419615,0.153404,0.774507,0.017787,48.9293,1.23893,944.626,0.104441,954.0,923.0,987.0,0.092085,1.71387,0.768758,0.094655,0.222748713,0.685429135,27041.695,-4106.359,141674.95,-821.8217,577116.1,144616.83,-1798.2927,31216.176,421569.56,444404.38,25519.285,-2169.6208,-3225.909,61750.816,-6516.9985,586192.06,-291.12448,-1572.1437,-1710.8931,-4435.1416,61573.82,-3513.6836,-3759.4817,1408674.8,-2243.307861328125,51738.00390625,-7527.1025390625,489599.875,548553.0,-1794.670166015625,-5617.49560546875,-996.3993530273438,666842.9375,867090.875,503360.59375,52990.0,-5879.95751953125,-546.217041015625,-11358.853515625,-4922.625,-6623.38916015625,76580.9375,349607.6875,343014.34375,-7409.02099609375,-3433.270263671875,175996.171875,463652.28125,3142.59521484375,-5534.95947265625,-8882.55859375,2123.378662109375,-1830.0218505859373,-4772.8046875,-1475.1771240234375,59376.1484375,797235.1875,493606.59375,346924.78125,899541.25,163247.890625,-3727.623779296875,753808.25,309067.25
