@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE vars_reduced_depth_1 NUMERIC
@ATTRIBUTE vars_reduced_depth_4 NUMERIC
@ATTRIBUTE vars_reduced_depth_16 NUMERIC
@ATTRIBUTE vars_reduced_depth_64 NUMERIC
@ATTRIBUTE vars_reduced_depth_256 NUMERIC
@ATTRIBUTE LP_OBJ NUMERIC
@ATTRIBUTE LPSLack_mean NUMERIC
@ATTRIBUTE LPSLack_coeff_variation NUMERIC
@ATTRIBUTE LPSLack_min NUMERIC
@ATTRIBUTE LPSLack_max NUMERIC
@ATTRIBUTE lpIntRatio NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC

@DATA
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1067.cnf,1.0,9419.0,20157.0,65.0,64.0,143.907692308,313.953125,1.015625,0.5,1.0,0.0,1.0,0.693147181,0.030769231,0.0,0.030769231,0.030769231,0.0,0.0,1.0,1.0,0.030769231,3.9375,0.015625,1.0,0.079487003,0.984615385,0.123076923,0.0,1.0,0.079487003,0.030769231,3.9375,0.015625,1.0,0.079487003,1.0,0.030769231,3.9375,0.015625,1.0,0.5,0.0,0.5,0.5,0.0,0.060606061,0.0,0.060606061,0.060606061,0.0,2.984375,0.041556303,2.0,3.0,0.080484837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984615385,0.125,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.746153846,0.041237113,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.0,0.0,0.015384615,0.015384615,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.8978,0.147111,16.0,13.0,19.0,1.08263,0.146267,1.0,0.0,0.0,0.0,15.8406,0.148359,16.0,13.0,19.0,1.08376,0.149449,1.0,0.0,1.0,1.0,-0.030354185,0.0043004234,-0.0042593954,0.04682021,-0.022072297,-0.053154465,-0.03239567,0.08744952,-0.034412295,-0.045917653,-0.055501383,0.043169167,0.020674953,0.043045186,0.0029765118,-0.06367481,0.044857327,0.034562193,-0.03264587,0.011391301,-0.07587234,0.02497857,-0.009849258,-0.053087614,-0.0073632895946502,0.0100583489984273,-0.0502920635044574,-0.0011489152675494,-0.0284529030323028,-0.0228968020528554,0.1223182901740074,-0.0388188697397708,0.093127503991127,0.0263231452554464,0.0755995959043502,-0.0139704719185829,-0.0459538251161575,0.0642733126878738,0.0897149667143821,0.0338942408561706,0.0837534219026565,0.0274765957146883,0.0628519281744957,-0.0180356428027153,0.0008916778606362,-0.0550047419965267,-0.0173341799527406,0.0287856217473745
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3763.cnf,1.0,127165.0,414637.0,0.0,0.0,?,?,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3774.cnf,1.0,127814.0,416518.0,0.0,0.0,?,?,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc948.cnf,1.0,112696.0,360099.0,0.0,0.0,?,?,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3675.cnf,1.0,42835.0,126224.0,0.0,0.0,?,?,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3862.cnf,1.0,130318.0,423958.0,26035.0,118854.0,4.005492606,2.567048648,0.219050263,0.418893949,0.628872585,0.0,1.0,0.955346949,0.000120138,0.318192976,7.682e-05,0.001690033,0.636648648,0.0,0.058121729,0.910739226,0.000120138,1.884354807,5.8896e-05,0.015834553,1.762336093,0.082072071,0.04697643,0.0,0.853658537,1.530093436,3.6474e-05,1.282976155,0.0,0.001935147,1.368261609,0.327948576,7.7162e-05,1.44333816,3.3655e-05,0.00552779,-1.0,0.0,-1.0,0.0,?,-1.0,0.0,-1.0,0.0,0.0,11.610662359,0.100401331,9.0,15.0,1.526048012,1250.875,0.339462112,790.0,2189.0,2189.0,790.0,1549.0,974.0,1177.0,17.927383872,0.164473927,12.160759494,22.612151667,22.612151667,12.160759494,19.750513347,16.417748918,19.384876805,0.18298429,0.80169442,0.0,0.99249337,0.209317098,0.093594482,0.19188027,0.148715131,0.152793277,0.060355356,0.629121172,0.0,0.367728082,0.098359688,0.038069403,0.061674294,0.038892736,0.054718694,0.0,0.0,0.0,0.000153639,0.016439408,?,0.0,0.0,0.0,0.0,0.0,646.0,0.0,4944.0,0.0,4944.0,4944.0,4944.0,0.381899,0.0,0.768388,0.0,1326.0,0.0113373,4957.5,0.0134927,4953.0,4857.0,4998.0,0.145262,0.131269,0.807302,0.00745844,0.052249795,0.131435703,619716.56,642331.6,4067441.5,2124752.2,62.34831,149470.52,2689213.2,4094148.0,0.5954056,124.11617,301190.84,639168.1,315596.2,776773.7,385669.72,254996.2,2453514.0,3.9200652,95472.5,1295210.9,-0.013340165,317643.9,2280466.0,30.781923,8894.9970703125,1517598.125,1595969.625,96201.328125,4981.513671875,218444.03125,730621.25,1480132.0,233561.21875,632.8825073242188,2711876.5,1967809.125,683935.8125,3774701.25,1357681.125,842993.875,3358833.25,825553.875,685902.25,96756.1875,95722.2265625,2780925.5,344145.3125,404134.3125
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/xinetd_vc56679.cnf,1.0,110149.0,284080.0,19998.0,87753.0,4.5080008,2.237268242,0.227889645,0.371289743,0.816278795,0.0,1.0,1.372080834,0.000168258,0.993226439,0.00010001,0.003450345,1.193772384,0.0,0.22641961,0.847116338,0.000168258,2.756134845,3.4187e-05,0.019281392,2.170610237,0.096955783,0.12206831,0.0,1.0,1.97344078,6.4437e-05,1.759751946,0.0,0.003076818,1.883623271,0.485863731,0.000151504,1.853121588,3.4187e-05,0.008170661,-1.0,0.0,-1.0,0.0,?,-1.0,0.0,-1.0,0.0,0.0,16.687296417,0.109976779,13.0,19.0,1.461846685,596.666666667,0.506459631,173.0,1140.0,1140.0,173.0,842.0,389.0,577.0,13.262303833,0.257376871,8.791773779,19.504360465,19.504360465,8.791773779,13.880952381,10.749435666,13.404988124,0.261516505,0.832215429,1e-09,1.0,0.555219453,0.066049904,0.376940721,0.156644807,0.170700053,0.057410306,1.049304521,0.0,0.962658461,0.091044104,0.017450954,0.055949316,0.028281915,0.042272913,0.00170017,0.00170017,0.00170017,0.00210021,0.00210021,?,0.0,0.0,0.0,0.0,0.0,3974.33,1.44752,2727.0,0.866026,4087.0,0.0,4087.0,5.27845,1.55984,3.00849,1.26738,1139.4,0.0255014,4090.7,0.00694117,4092.5,4036.0,4122.0,0.203091,0.606605,0.842236,0.00394835,0.112440095,0.477459502,545944240000.0,16706940000000.0,67516060000000.0,27226175000000.0,1291309.5,1800664300.0,30224553000000.0,77090020000000.0,2205.307,5362636.0,6072263000000.0,3492319000000.0,8690490000000.0,2467159300000.0,8079273000000.0,4427795700000.0,28685310000000.0,2.7953906,2450539700000.0,37859466000000.0,-0.01667438,14572842000000.0,43930460000000.0,1802.8223,3086465280.0,28441680281600.0,28299109597184.0,9259781120.0,11233843200.0,118761416.0,5298604474368.0,6371794223104.0,3730482921472.0,160846560.0,50556504637440.0,6528893452288.0,11697240670208.0,66485003223040.0,15232067960832.0,9206405005312.0,49566015553536.0,24638274928640.0,1119461179392.0,8022220.0,11182769.0,39897876398080.0,2669863763968.0,3176626913280.0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3777.cnf,1.0,128168.0,417675.0,0.0,0.0,?,?,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1012.cnf,1.0,779.0,1367.0,0.0,0.0,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9423.cnf,1.0,37435.0,91553.0,0.0,0.0,?,?,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,0.0,0.0,0.0,0.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
