@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
instances/Sat_Data/bmc/bmc08-100/pdtvisheap03.100.cnf,1,0.0046977996826171
instances/Sat_Data/bmc/bmc08-100/dme4p1neg.100.cnf,1,0.0067276954650878
instances/Sat_Data/bmc/bmc08-100/139462p1neg.100.cnf,1,0.039668321609497
instances/Sat_Data/bmc/bmc08-100/bj08vsar6.100.cnf,1,0.0031936168670654
instances/Sat_Data/bmc/bmc08-100/prodconspold1.100.cnf,1,0.0052552223205566
instances/Sat_Data/bmc/bmc08-100/prodcellp2.100.cnf,1,0.0054638385772705
instances/Sat_Data/bmc/bmc08-100/pdtpmsgigamax.100.cnf,1,0.0093116760253906
instances/Sat_Data/bmc/bmc08-100/139464p5.100.cnf,1,0.080418586730957
instances/Sat_Data/bmc/bmc08-100/bj08autg3f2.100.cnf,1,4.792213439941406e-05
instances/Sat_Data/bmc/bmc08-100/eijkS5378.100.cnf,1,0.4485898017883301
instances/Sat_Data/bmc/bmc08-100/pdtvisvsa16a22.100.cnf,1,0
instances/Sat_Data/bmc/bmc08-100/pdtvisheap09.100.cnf,1,0.0046436786651611
instances/Sat_Data/bmc/bmc08-100/texasifetch1p5.100.cnf,1,0.0018107891082763
instances/Sat_Data/bmc/bmc08-100/dme5ptimo.100.cnf,1,0.0075986385345458
instances/Sat_Data/bmc/bmc08-100/dme6ptimonegnv.100.cnf,1,0.0090422630310058
instances/Sat_Data/bmc/bmc08-100/intel023.100.cnf,1,0
instances/Sat_Data/bmc/bmc08-100/intel030.100.cnf,1,0
instances/Sat_Data/bmc/bmc08-100/intel027.100.cnf,1,0
instances/Sat_Data/bmc/bmc08-100/cmudme1.100.cnf,1,0.0018362998962402
instances/Sat_Data/bmc/bmc08-100/prodconspold4.100.cnf,1,0.0052306652069091
instances/Sat_Data/bmc/bmc08-100/bj08amba2g3f3.100.cnf,1,0.0085864067077636
