@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC

@DATA
instances/Sat_Data/LABS/LABS_n011_goal004.cnf,1,2812.1497,1228318100.0,4904617500.0,1899283800.0,0.07680856,26251.041,1863442600.0,5654151000.0,681.52155,8.471574,352299260.0,165844.02,514988640.0,61139.86,579311040.0,286475400.0,2117151100.0,34.608204,76.4109,2782606600.0,-0.0021188448,1109426600.0,3267443700.0,-0.0014006711,-0.0018315786728635,2121043712.0,2093799040.0,12709.2705078125,-0.0012479311553761,184132.015625,117598.6328125,40756.171875,13212.68359375,0.2520353198051452,3727600128.0,460121.25,871033984.0,4877975040.0,842925248.0,734479168.0,3594708736.0,1796811904.0,20223.931640625,96217.15625,0.0007775620324537,2916026368.0,41546.5859375,52644.359375
instances/Sat_Data/LABS/LABS_n011_goal010.cnf,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/LABS/LABS_n012_goal001.cnf,1,1323305.0,544631000.0,2175767300.0,845147600.0,0.038767844,152.86568,840086600.0,2506616300.0,210.9963,2.7295861,159168290.0,10469111.0,232654820.0,7116665.5,257093380.0,128252140.0,938736260.0,106.33394,7715941.0,1233116200.0,-0.00025716212,490559550.0,1447332900.0,-5.8746693e-05,-2.819924418417941e-07,939741376.0,928076672.0,43906.3671875,-9.063423931365833e-06,375722.5,15853857.0,18767500.0,11291196.0,0.0856983140110969,1652062080.0,18098994.0,385966528.0,2162775808.0,384801152.0,324386784.0,1596329984.0,796598976.0,3419130.75,204529.125,-0.001134137972258,1293135488.0,7945477.0,9254423.0
instances/Sat_Data/LABS/LABS_n013_goal002.cnf,1,3796319.5,2002984700.0,7975502300.0,3102864600.0,0.03732642,-0.00053806714,3070656300.0,9205360000.0,203.88606,3.7625186,587194400.0,31004048.0,857660540.0,21110642.0,951151740.0,474270900.0,3433558800.0,60.963833,22882754.0,4524075500.0,-0.00032090858,1788011900.0,5298206700.0,-7.300969e-05,9.863536979537456e-05,3439133440.0,3402424576.0,59827.8125,-9.429602869204246e-06,480893.65625,46571008.0,55394456.0,33535876.0,0.1242019906640052,6058948608.0,53344616.0,1410911360.0,7939932672.0,1397427328.0,1172326400.0,5837606912.0,2928281600.0,9909782.0,272635.96875,-0.0002729207044467,4748480000.0,23491918.0,27482478.0
instances/Sat_Data/LABS/LABS_n015_goal008.cnf,1,88838950.0,112888710000.0,448137530000.0,174914860000.0,0.090715185,-0.00032084255,171311480000.0,518828820000.0,50.460236,17.756258,33392690000.0,697513900.0,48579660000.0,480952700.0,54240190000.0,27124163000.0,192206110000.0,1767.0099,506075650.0,254568000000.0,-0.00013440655,99158390000.0,296960600000.0,-3.0578572e-05,4.0788079786580056e-05,192610402304.0,191270027264.0,99239.3828125,-3.946890501538292e-06,2068793.125,1037850240.0,1242003840.0,749607488.0,0.4365130364894867,340772257792.0,1730480256.0,78989656064.0,447308398592.0,76970541056.0,64222707712.0,326666190848.0,165277794304.0,217221328.0,1170444.625,0.000351209193468,267887312896.0,525925600.0,625478912.0
instances/Sat_Data/LABS/LABS_n018_goal001.cnf,1,157124720.0,20966222000.0,83528050000.0,32768932000.0,0.042267907,67265.445,33145944000.0,96369350000.0,88.0183,5.4965963,6440912400.0,1064425200.0,9375410000.0,740013060.0,10054853000.0,5110946300.0,35807592000.0,92392.21,757216400.0,47290010000.0,-0.00019810515,18454868000.0,55185727000.0,-0.0002422883,20702.47265625,35800698880.0,35534417920.0,1431291.125,438028.9375,10650420.0,1602064768.0,1929711744.0,1135391488.0,352.9742126464844,63311970304.0,1910560128.0,14691106816.0,83101155328.0,15351542784.0,11974453248.0,61075472384.0,30690566144.0,344572704.0,5830553.0,1092.5406494140625,49752530944.0,806571136.0,958285760.0
instances/Sat_Data/LABS/LABS_n019_goal002.cnf,1,431976350.0,38422974000.0,153344980000.0,60399960000.0,1.598509,68763.875,62095626000.0,176641900000.0,25.113571,7.0328927,12098419000.0,2917456400.0,17585523000.0,2031400200.0,18443928000.0,9480923000.0,65672802000.0,267250.56,2072293200.0,86670990000.0,-0.00020739723,33763842000.0,101099030000.0,-0.00018978535,18528.515625,65582194688.0,65117925376.0,3043203.5,1122005.75,23957402.0,4387963392.0,5289366016.0,3111272960.0,0.0977116972208023,116028907520.0,5229206528.0,26911004672.0,152322342912.0,29206532096.0,21878943744.0,112250109952.0,56266559488.0,941979200.0,13076525.0,-0.0001940762886079,91217018880.0,2210462720.0,2631842560.0
instances/Sat_Data/LABS/LABS_n019_goal005.cnf,1,1153433900.0,99512820000.0,397177650000.0,156657780000.0,0.7982089,854579.44,161229640000.0,457550460000.0,67.48561,15.483174,31522226000.0,7918004000.0,45759100000.0,5507761700.0,47832343000.0,24655735000.0,169938420000.0,204088.42,5638620700.0,224506270000.0,-7.508488e-05,87337550000.0,261727580000.0,-4.5370067e-05,2964915.75,169736257536.0,168596045824.0,7838419.0,4528624.5,23359608.0,11875249152.0,14303942656.0,8450048000.0,0.1502031683921814,300468764672.0,14326647808.0,69633163264.0,394475241472.0,76001009664.0,56448012288.0,290664349696.0,145802493952.0,2531374080.0,12901712.0,6.565057265106589e-05,236276498432.0,5991974400.0,7147132416.0
instances/Sat_Data/LABS/LABS_n019_goal006.cnf,1,1617770800.0,153185900000.0,611144000000.0,240990900000.0,0.0905193,7406.8716,246866560000.0,704472300000.0,75.41865,17.998068,48373800000.0,11284214000.0,70152740000.0,7849942500.0,73679170000.0,37924303000.0,261425460000.0,205445.11,8049681400.0,345661600000.0,-4.068201e-05,134326450000.0,402832560000.0,-3.873009e-05,3161673.0,261218222080.0,259519070208.0,16901564.0,9459626.0,26090004.0,16906142720.0,20328054784.0,12050725888.0,0.1701638102531433,462562492416.0,20692082688.0,107153948672.0,607327027200.0,115948339200.0,86692724736.0,446975377408.0,224538279936.0,3583916032.0,14460388.0,-9.902368037728591e-05,363836243968.0,8535930368.0,10184680448.0
instances/Sat_Data/LABS/LABS_n020_goal002.cnf,1,755474050.0,47183675000.0,188789060000.0,74670370000.0,4.5325117,350015.2,78353630000.0,216979690000.0,60.940582,15.386889,15269395000.0,5069067000.0,22169668000.0,3531352000.0,22638838000.0,11789735000.0,80818760000.0,830266.56,3589402600.0,106449850000.0,-0.00017288749,41431482000.0,124159550000.0,-0.000113436996,501599.5625,80556392448.0,79993004032.0,9000403.0,2951547.25,63884784.0,7619718656.0,9169904640.0,5392075264.0,0.1236181259155273,142531215360.0,9018298368.0,33067972608.0,187156922368.0,37522608128.0,26860478464.0,138437672960.0,69111357440.0,1632453760.0,34989140.0,0.0001592181652085,112088408064.0,3834316800.0,4568680448.0
instances/Sat_Data/LABS/LABS_n020_goal005.cnf,1,2203097600.0,137489800000.0,549988000000.0,217893200000.0,0.06811588,1318582.0,228470920000.0,632336200000.0,103.87217,18.933044,44761956000.0,15014786000.0,64859206000.0,10452132000.0,66104510000.0,34513797000.0,235118120000.0,822211.75,10664970000.0,310242800000.0,-9.414369e-05,120508830000.0,361563520000.0,-5.1365118e-05,4058452.25,234488414208.0,232958607360.0,15634561.0,7259085.5,73793552.0,22506106880.0,27115472896.0,16000303104.0,0.2458705157041549,415210438656.0,27044546560.0,96203890688.0,545206435840.0,109542383616.0,77819437056.0,403078938624.0,201532997632.0,4798872576.0,40721508.0,0.0005704648210667,326628704256.0,11353807872.0,13565113344.0
instances/Sat_Data/LABS/LABS_n020_goal008.cnf,1,4921950700.0,353590080000.0,1413014700000.0,559332500000.0,0.08887186,7611578.0,581099100000.0,1626527200000.0,192.36044,34.75748,114247156000.0,34192873000.0,165302120000.0,23764566000.0,170182720000.0,88515350000.0,603786440000.0,730874.5,24345278000.0,798062600000.0,-3.8616803e-05,309563980000.0,929561640000.0,-1.8951258e-05,18468460.0,602708901888.0,598955524096.0,19511092.0,6981333.0,80873864.0,51089846272.0,61499604992.0,36443230208.0,0.3628557324409485,1067793055744.0,62508474368.0,247230283776.0,1402180993024.0,276602716160.0,199397277696.0,1034390077440.0,518609502208.0,10834637824.0,45145520.0,0.0007639719406142,840207433728.0,25815212032.0,30890508288.0
instances/Sat_Data/LABS/LABS_n021_goal001.cnf,1,956870000.0,44764344000.0,179812070000.0,71370550000.0,0.093488574,613161.3,76651970000.0,206059620000.0,21.265509,1277.8889,14889541000.0,6385114600.0,21595890000.0,4448709600.0,21431407000.0,11313919000.0,77055400000.0,2401455.0,4494729000.0,101060880000.0,-0.00012413759,39280824000.0,117914485000.0,-8.093538e-05,808505.5625,76555878400.0,76032229376.0,20689592.0,4498680.0,172055360.0,9591269376.0,11505192960.0,6758480384.0,0.0969578921794891,135424909312.0,11283824640.0,31460544512.0,177930272768.0,37365866496.0,25572618240.0,132147486720.0,65599717376.0,2052191488.0,94356424.0,4218.611328125,106574512128.0,4816678912.0,5736387072.0
instances/Sat_Data/LABS/LABS_n021_goal009.cnf,1,10704958000.0,673676800000.0,2695097500000.0,1069562400000.0,0.14900684,5949755.5,1119837000000.0,3099915700000.0,147.37871,117.36673,220839260000.0,74296680000.0,318907020000.0,51665228000.0,324522930000.0,169949970000.0,1150798900000.0,1469374.9,52857460000.0,1520937200000.0,-3.6218036e-05,588915000000.0,1770818200000.0,-1.3675948e-05,19099670.0,1148054274048.0,1141242855424.0,36593024.0,13494027.0,143754704.0,110967259136.0,133598396416.0,79166627840.0,0.2962036728858948,2034756222976.0,136257298432.0,470878879744.0,2672303013888.0,537183387648.0,378706264064.0,1973753085952.0,988670787584.0,23508049920.0,80265736.0,0.0003378850233275,1601779793920.0,56073248768.0,67187716096.0
instances/Sat_Data/LABS/LABS_n022_goal002.cnf,1,2051422600.0,94983545000.0,381263500000.0,151662770000.0,0.04326079,829552.6,162759430000.0,437108900000.0,263.75052,1143.0087,31825318000.0,13766526000.0,46056420000.0,9596090000.0,45596013000.0,24146630000.0,163086160000.0,3312857.0,9722534000.0,214391180000.0,-0.00012964502,83165650000.0,249935790000.0,-7.3026335e-05,848220.1875,162189082624.0,161135443968.0,28483924.0,8205152.0,221574224.0,20662173696.0,24845527040.0,14615470080.0,0.1164187267422676,287110856704.0,24589834240.0,66589966336.0,377164070912.0,79491031040.0,53879721984.0,280042504192.0,139258576896.0,4413364224.0,121163560.0,19368.51953125,225996587008.0,10397662208.0,12411247616.0
instances/Sat_Data/LABS/LABS_n022_goal008.cnf,1,11914138000.0,661088240000.0,2647687000000.0,1052915600000.0,0.069745205,7191836.5,1111950900000.0,3042447700000.0,630.5351,27.59526,219493530000.0,82089755000.0,316720380000.0,57178485000.0,318488640000.0,167814320000.0,1130174900000.0,2852669.5,58327777000.0,1492698400000.0,-2.7653447e-05,577568050000.0,1737708000000.0,-6.2913778e-06,25082980.0,1126625050624.0,1119997788160.0,60531152.0,25003828.0,230525200.0,122784931840.0,147837337600.0,87475453952.0,0.2644526660442352,1996942868480.0,150211395584.0,462125793280.0,2622890967040.0,537524436992.0,371237453824.0,1940339556352.0,970405183488.0,26036029440.0,128487960.0,0.0005064226570539,1572332634112.0,62020235264.0,74285563904.0
instances/Sat_Data/LABS/LABS_n023_goal001.cnf,1,2474519600.0,105420910000.0,424147650000.0,168881300000.0,46.848354,1147185.2,182677800000.0,485723240000.0,189.82654,4534.521,35669295000.0,16548781000.0,51527360000.0,11532718000.0,50528244000.0,26899229000.0,181683290000.0,7904764.5,11619542000.0,238145010000.0,-9.300357e-05,92132114000.0,277667770000.0,-5.7691934e-05,718047.3125,180298727424.0,179189923840.0,54454796.0,9088034.0,504733664.0,24813072384.0,29742258176.0,17483337728.0,0.0863188803195953,319172706304.0,29611436032.0,74088464384.0,419549118464.0,89638559744.0,59896733696.0,311745511424.0,154694123520.0,5293571584.0,277600256.0,101466.75,251477426176.0,12463807488.0,14872162304.0
instances/Sat_Data/LABS/LABS_n023_goal008.cnf,1,18418786000.0,994857800000.0,3986634800000.0,1586766500000.0,65.91583,6487532.0,1677849100000.0,4580330400000.0,91.68034,41.305405,331947640000.0,126396590000.0,478275960000.0,88074160000.0,479523900000.0,253314430000.0,1701520100000.0,8043689.5,89665600000.0,2247096800000.0,-2.328302e-05,867885000000.0,2615140000000.0,-5.297071e-06,23205836.0,1695483428864.0,1685916221440.0,94210280.0,34337008.0,573110400.0,189012344832.0,227611885568.0,134579003392.0,0.2344402372837066,3006088871936.0,232783101952.0,695536451584.0,3949163446272.0,812248268800.0,557278429184.0,2921132195840.0,1461122105344.0,40086245376.0,319090112.0,0.0003912147949449,2367994200064.0,95451176960.0,114424143872.0
