@RELATION SAT11-HAND-FeatureRuntime

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls_gsat NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE ls_saps NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_399.cnf,1.0,0.01,2.0,2.0,0.19,60.01,0.03,0.9,2.06,0.0,2.09,0.0043048858642578
./SAT03/handmade/anton/UNSAT/SGI_30_80_17_90_7-log.shuffled-as.sat03-190.cnf,1.0,0.02,1.99,2.0,0.27,62.83,0.12,0.9,2.08,0.01,2.06,0.0094456672668457
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_389.cnf,1.0,0.01,2.0,2.0,0.87,60.02,0.08,1.73,2.07,0.01,2.07,0.0062818527221679
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g9.cnf,1.0,0.07,1.99,2.02,2.01,60.01,0.54,2.47,2.1,0.01,2.1,0.0091497898101806
./SAT11/crafted/spence/sgen/sgen3-n200-s39840374-sat.cnf,1.0,0.0,1.99,1.84,0.0,0.0,0.0,0.01,2.57,0.0,1.47,0.0033154487609863
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,1.0,0.01,1.99,2.0,0.94,60.83,0.13,1.23,2.1,0.0,2.07,0.0066840648651123
./SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf,1.0,0.0,1.99,2.0,0.01,0.36,0.0,0.05,2.31,0.0,2.24,0.0067112445831298
./SAT11/crafted/skvortsov/battleship/battleship-10-10-unsat.cnf,1.0,0.0,2.0,1.73,0.0,0.03,0.0,0.0,1.46,0.0,0.93,0.0033414363861083
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p30-s70617701.cnf,1.0,0.01,2.0,2.0,1.14,60.01,0.17,1.61,2.09,0.0,2.08,0.0054523944854736
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_404.cnf,1.0,0.01,2.0,2.0,0.21,60.02,0.03,0.99,2.09,0.0,2.05,0.0059764385223388
./SAT03/handmade/stanion/hwb/hwb-n30-02-S77299857.shuffled-as.sat03-1633.cnf,1.0,0.0,1.99,2.0,0.01,0.07,0.0,0.01,2.1,0.0,1.46,0.0055515766143798
./SAT11/crafted/spence/sgen/sgen3-n170-s56409011-unsat.cnf,1.0,0.0,1.99,2.0,0.0,0.0,0.0,0.0,1.69,0.0,0.97,0.0043537616729736
./SAT03/handmade/anton/UNSAT/SGI_30_50_30_20_5-log.shuffled-as.sat03-111.cnf,1.0,0.06,2.0,2.0,1.28,63.56,0.26,1.73,2.1,0.01,2.1,0.010005235671997
./SAT11/crafted/mosoi/289/289-unsat-6x40.cnf,1.0,0.02,2.0,2.0,2.01,60.01,0.64,1.48,2.12,0.01,2.1,0.0046401023864746
./SAT03/handmade/gomes/bqwh/bqwh.50.825.shuffled-as.sat03-1648.cnf,1.0,0.07,1.99,2.0,2.01,0.72,0.11,0.29,2.13,0.01,2.11,0.0124711990356445
./SAT02/handmade/pehoushek/plainoldcnf/5cnf_3500_3500_30f1.shuffled.cnf,1.0,0.0,0.02,1.64,0.0,0.38,0.0,0.0,0.68,0.0,0.41,0.0064332485198974
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v1375c111739gyes10.cnf,1.0,0.07,2.0,2.0,2.01,60.02,1.25,2.65,2.17,0.03,2.17,0.0061786174774169
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p15-s99099953.cnf,1.0,0.19,1.99,2.05,2.02,87.44,2.91,3.0,2.35,0.06,2.33,0.0166473388671875
./SAT11/crafted/skvortsov/automata-synchronization/crn_40_1520_u.cnf,1.0,2.69,2.0,2.04,2.01,57.39,0.79,1.96,2.22,0.02,2.14,0.0583996772766113
./SAT11/crafted/mosoi/289/289-unsat-7x39.cnf,1.0,0.02,2.0,2.01,2.01,60.02,0.91,2.21,2.11,0.02,2.08,0.0062255859375
./SAT11/crafted/mosoi/289/289-unsat-6x30.cnf,1.0,0.01,2.0,2.0,1.01,60.03,0.27,1.09,2.1,0.01,2.07,0.0052919387817382
./SAT03/handmade/anton/UNSAT/SGI_30_60_20_50_3-dir.shuffled-as.sat03-114.cnf,1.0,0.02,1.99,2.0,1.83,60.01,0.26,1.37,2.1,0.0,2.06,0.004390001296997
./SAT05/crafted/sabharwal05/planning/logistics/unsat/logistics-rotate-07t5.shuffled-as.sat05-1137.cnf,1.0,0.03,2.0,2.0,2.01,48.02,0.33,0.59,2.16,0.01,2.08,0.0104854106903076
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-14_186.cnf,1.0,0.01,1.99,2.0,0.08,60.04,0.01,0.25,2.1,0.0,2.1,0.005164623260498
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m37-q446.25-n35-p15-s25120921.cnf,1.0,0.03,2.0,2.0,2.01,62.97,0.55,2.24,2.13,0.02,2.12,0.0091307163238525
./SAT11/crafted/skvortsov/battleship/battleship-11-11-unsat.cnf,1.0,0.0,1.98,2.0,0.01,0.05,0.0,0.01,1.92,0.0,1.26,0.0035064220428466
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m52-q1041.25-n50-p30-s30907550.cnf,1.0,0.2,2.0,2.03,2.01,72.94,3.31,3.26,2.34,0.07,2.33,0.0185415744781494
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_406.cnf,1.0,0.0,1.99,2.0,0.21,60.03,0.03,0.99,2.09,0.01,2.06,0.0050837993621826
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_401.cnf,1.0,0.0,1.99,2.0,0.2,60.02,0.03,0.92,2.09,0.01,2.09,0.0059843063354492
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v945c61409g7.cnf,1.0,0.01,1.99,2.0,1.4,60.02,0.15,1.39,2.11,0.01,2.1,0.0051400661468505
./SAT03/handmade/anton/UNSAT/SGI_30_70_19_80_8-log.shuffled-as.sat03-143.cnf,1.0,0.03,2.0,2.0,0.43,60.22,0.16,1.15,2.08,0.01,2.07,0.0102050304412841
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-20_390.cnf,1.0,0.01,1.99,2.0,0.19,60.02,0.03,0.88,2.09,0.0,2.06,0.0072200298309326
./SAT05/crafted/jarvisalo05/mod2c-rand3bip-sat/mod2c-rand3bip-sat-250-2.shuffled-as.sat05-2534.cnf,1.0,0.0,1.99,2.0,0.05,0.35,0.0,0.1,2.27,0.0,2.12,0.0081710815429687
./SAT11/crafted/skvortsov/battleship/battleship-16-16-unsat.cnf,1.0,0.0,1.99,2.0,0.02,0.53,0.0,0.06,2.32,0.0,2.22,0.0050878524780273
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_506.cnf,1.0,0.01,2.0,2.0,0.44,60.04,0.06,1.67,2.08,0.01,2.07,0.0072913169860839
./SAT11/crafted/spence/sgen/sgen3-n160-s40283905-sat.cnf,1.0,0.0,1.98,1.46,0.0,0.0,0.0,0.0,1.94,0.0,1.1,0.0047941207885742
./SAT11/crafted/skvortsov/automata-synchronization/crn_11_100_s.cnf,1.0,0.0,1.99,2.0,0.06,0.08,0.01,0.03,2.63,0.0,2.28,0.0048656463623046
./SAT11/crafted/skvortsov/automata-synchronization/rnd_150_42_s.cnf,1.0,0.02,1.98,2.0,1.56,60.18,0.14,0.21,2.56,0.0,2.13,0.007251501083374
./SAT05/crafted/sabharwal05/ordering/gt-ordering/sat/gt-030.shuffled-as.sat05-1295.cnf,1.0,0.0,2.0,2.0,1.05,14.36,0.03,0.17,2.14,0.01,2.07,0.0064926147460937
./SAT09/CRAFTED/rbsat/random/forced/rbsat-v2640c305320gyes2.cnf,1.0,0.06,2.0,2.0,2.01,60.02,0.92,2.53,2.16,0.03,2.15,0.0648949146270752
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-23_505.cnf,1.0,0.01,1.99,2.0,0.44,60.03,0.06,1.57,2.07,0.01,2.06,0.0049479007720947
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-17_279.cnf,1.0,0.0,2.0,2.0,0.28,60.01,0.03,0.72,2.09,0.01,2.06,0.0062134265899658
./SAT11/crafted/mosoi/289/289-sat-6x20.cnf,1.0,0.0,0.42,2.0,0.25,60.01,0.1,0.44,2.1,0.0,2.07,0.003788948059082
./SAT05/crafted/sorge05/QG7a/gensys-ukn004.shuffled-as.sat05-3844.cnf,1.0,0.02,2.0,2.0,2.01,60.01,0.09,0.92,2.57,0.01,2.15,0.0087225437164306
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_388.cnf,1.0,0.01,2.0,2.0,0.87,60.01,0.07,1.72,2.09,0.01,2.06,0.0040981769561767
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2640c305320gyes10.cnf,1.0,0.12,2.0,2.09,2.01,60.02,2.06,3.01,2.25,0.05,2.23,0.0109531879425048
./SAT05/crafted/sabharwal05/pebbling/grid-pebbling/unsat/grid-pbl-0250.shuffled-as.sat05-1349.shuffled-as.sat05-1349.cnf,1.0,0.0,1.99,2.0,0.18,0.03,1.58,0.03,2.76,0.0,2.29,0.0052604675292968
./SAT11/crafted/skvortsov/battleship/battleship-9-17-sat.cnf,1.0,0.0,0.07,2.0,0.01,0.05,0.0,0.01,2.04,0.0,1.34,0.0043678283691406
./SAT04/handmade/connamacher/connm-d-0.02/connm-ue-csp-sat-n1200-d-0.02-s405595518.used-as.sat04-950.cnf,1.0,0.01,2.0,2.0,0.44,3.94,0.07,0.1,2.18,0.0,2.14,0.0050199031829833
./SAT11/crafted/skvortsov/battleship/battleship-7-12-unsat.cnf,1.0,0.0,1.99,1.37,0.0,0.01,0.0,0.01,0.97,0.0,0.57,0.0044789314270019
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m32-q326.25-n30-p15-s44266159.cnf,1.0,0.01,2.0,2.0,2.01,60.21,0.22,2.0,2.09,0.01,2.08,0.0083420276641845
./SAT03/handmade/anton/UNSAT/SGI_30_70_26_40_6-dir.shuffled-as.sat03-163.cnf,1.0,0.02,2.0,2.01,2.01,60.01,0.43,2.15,2.11,0.01,2.07,0.0047006607055664
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p15-s58217873.cnf,1.0,0.01,2.0,2.0,0.59,60.36,0.08,0.71,2.11,0.0,2.08,0.0049619674682617
./SAT04/handmade/connamacher/connm-d0.04/connm-ue-csp-sat-n800-d0.04-s1788334438.used-as.sat04-976.cnf,1.0,0.0,2.0,2.0,0.21,3.58,0.05,0.07,2.18,0.0,2.13,0.0047500133514404
./SAT11/crafted/skvortsov/battleship/battleship-5-8-unsat.cnf,1.0,0.0,0.08,0.49,0.0,0.0,0.0,0.0,0.4,0.0,0.22,0.005418062210083
./SAT05/crafted/sorge05/QG7/iso-ukn004.shuffled-as.sat05-3385.cnf,1.0,0.0,0.02,2.0,0.09,0.47,0.03,0.05,2.57,0.0,2.19,0.0045769214630126
./SAT09/CRAFTED/rbsat/crafted/forced/rbsat-v2400c266431gyes3.cnf,1.0,0.11,2.0,2.02,2.01,60.03,1.74,2.54,2.21,0.04,2.21,0.011141300201416
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g4.cnf,1.0,0.01,0.04,2.0,0.36,38.24,0.05,1.27,2.17,0.0,2.11,0.0120012760162353
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-12_135.cnf,1.0,0.0,1.99,2.0,0.03,45.36,0.0,0.12,2.14,0.0,2.11,0.0046751499176025
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-15_218.cnf,1.0,0.0,2.0,2.0,0.13,60.01,0.02,0.4,2.11,0.0,2.09,0.0054142475128173
./SAT03/handmade/stanion/hwb/hwb-n28-02-S818962541.shuffled-as.sat03-1628.cnf,1.0,0.0,1.98,2.0,0.01,0.07,0.0,0.01,2.0,0.0,1.38,0.0058367252349853
./SAT05/crafted/sorge05/QG7a/gensys-icl005.shuffled-as.sat05-3826.cnf,1.0,0.03,1.99,2.0,2.01,60.01,0.09,0.94,2.52,0.0,2.16,0.0083329677581787
./SAT11/crafted/spence/sgen/sgen3-n140-s20078956-unsat.cnf,1.0,0.0,1.99,1.59,0.0,0.0,0.0,0.0,1.31,0.0,0.74,0.0073513984680175
