@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE cl-num-mean NUMERIC
@ATTRIBUTE cl-num-coeff-variation NUMERIC
@ATTRIBUTE cl-num-min NUMERIC
@ATTRIBUTE cl-num-max NUMERIC
@ATTRIBUTE cl-num-q90 NUMERIC
@ATTRIBUTE cl-num-q10 NUMERIC
@ATTRIBUTE cl-num-q75 NUMERIC
@ATTRIBUTE cl-num-q25 NUMERIC
@ATTRIBUTE cl-num-q50 NUMERIC
@ATTRIBUTE cl-size-mean NUMERIC
@ATTRIBUTE cl-size-coeff-variation NUMERIC
@ATTRIBUTE cl-size-min NUMERIC
@ATTRIBUTE cl-size-max NUMERIC
@ATTRIBUTE cl-size-q90 NUMERIC
@ATTRIBUTE cl-size-q10 NUMERIC
@ATTRIBUTE cl-size-q75 NUMERIC
@ATTRIBUTE cl-size-q25 NUMERIC
@ATTRIBUTE cl-size-q50 NUMERIC
@ATTRIBUTE SP-bias-mean NUMERIC
@ATTRIBUTE SP-bias-coeff-variation NUMERIC
@ATTRIBUTE SP-bias-min NUMERIC
@ATTRIBUTE SP-bias-max NUMERIC
@ATTRIBUTE SP-bias-q90 NUMERIC
@ATTRIBUTE SP-bias-q10 NUMERIC
@ATTRIBUTE SP-bias-q75 NUMERIC
@ATTRIBUTE SP-bias-q25 NUMERIC
@ATTRIBUTE SP-bias-q50 NUMERIC
@ATTRIBUTE SP-unconstraint-mean NUMERIC
@ATTRIBUTE SP-unconstraint-coeff-variation NUMERIC
@ATTRIBUTE SP-unconstraint-min NUMERIC
@ATTRIBUTE SP-unconstraint-max NUMERIC
@ATTRIBUTE SP-unconstraint-q90 NUMERIC
@ATTRIBUTE SP-unconstraint-q10 NUMERIC
@ATTRIBUTE SP-unconstraint-q75 NUMERIC
@ATTRIBUTE SP-unconstraint-q25 NUMERIC
@ATTRIBUTE SP-unconstraint-q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q.90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois-mean-depth-over-vars NUMERIC
@ATTRIBUTE lobjois-log-num-nodes-over-vars NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC

@DATA
instances/Sat_Data/bmc/bmc08-100/pdtvisheap03.100.cnf,1.0,107405.0,320467.0,107404.0,320466.0,9.311e-06,3.12e-06,0.335149439,0.75650667,0.518910931,0.0,1.0,0.800462805,2.1723e-05,0.202014875,1.8621e-05,2.7932e-05,0.636347492,0.0,0.666906942,1.0,101.0,0.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0,3.108910891,0.0,3.108910891,3.108910891,3.108910891,3.108910891,3.108910891,3.108910891,3.108910891,0.432427685,0.609634653,2e-08,1.0,0.650861292,0.025616401,0.627353489,0.127340304,0.595073255,0.084884134,0.459686745,0.0,0.435438908,0.132848281,0.037034216,0.116321749,0.069737807,0.080660363,34514.0,0.0,0.0,0.0,0.0,0.0,0.0,2.81444,0.0,2.08103,0.0,7199.5,0.614735,27990.0,0.00298101,27990.0,27931.0,27931.0,1.11719,0.622312,0.911623,0.0744191,0.037185848,0.124238919,385.4727,199.97552,-0.0,155.65385,-0.0,-0.0,17.909422,-0.0,-0.0,202.83727,-0.0,138.16142,-0.0,135.58954,388.53256,153.47015
instances/Sat_Data/bmc/bmc08-100/dme4p1neg.100.cnf,1.0,156538.0,325068.0,156537.0,325067.0,6.388e-06,3.076e-06,0.481553034,0.682042984,0.615678185,0.0,1.0,0.925719322,1.4899e-05,0.201958811,1.2777e-05,1.9165e-05,0.635753078,0.0,0.6677608,1.0,143.0,0.898567385,14.0,660.0,326.0,23.0,157.0,78.0,109.0,5.603743273,0.450223532,3.260869565,12.801515152,9.987261146,3.660194175,5.747826087,4.0,4.751633987,0.391030084,0.725909729,6.832e-06,1.0,0.80768,0.044276734,0.617350773,0.127803711,0.401934698,0.18547697,0.690590873,0.0,0.94032722,0.383589376,0.062519139,0.323018463,0.07772527,0.134324531,44028.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7164,0.0,2.85576,0.0,5080.0,0.0,35244.0,0.0,35244.0,35244.0,35244.0,0.832059,0.0,0.917411,0.0,0.10053652,0.187095834,179.64333,94.37271,-0.0,84.17468,-0.0,-0.0,5.9145103,-0.0,-0.0,87.29704,-0.0,57.274715,-0.0,58.74353,178.10324,67.72619
instances/Sat_Data/bmc/bmc08-100/139462p1neg.100.cnf,1.0,845661.0,1679444.0,845660.0,1679443.0,1.183e-06,5.95e-07,0.503535994,0.615461396,0.715409546,0.0,1.0,0.994407109,2.753e-06,0.201658394,2.365e-06,3.548e-06,0.632648399,0.0,0.672146063,1.0,4.0,0.75,1.0,7.0,7.0,1.0,7.0,1.0,7.0,5.714285714,0.825,1.0,10.428571429,10.428571429,1.0,10.428571429,1.0,10.428571429,0.428580712,0.634279443,1.6593e-05,1.0,0.81587458,0.0643504,0.617692586,0.198035447,0.416415752,0.224268885,0.643631049,-0.0,0.457030578,0.407745297,0.02825638,0.373962586,0.080023046,0.231498446,340267.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09447,0.0,32.8423,0.0,168940.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43684,0.0,1.92715,0.0,0.030334481,0.067123824,2648.8616,1366.495,-0.0,1025.3575,-0.0,-0.0,135.06596,-0.0,-0.0,1429.2157,-0.0,971.80035,-0.0,951.92615,2695.6042,1086.5354
instances/Sat_Data/bmc/bmc08-100/bj08vsar6.100.cnf,1.0,30982.0,91382.0,30981.0,91381.0,3.2278e-05,1.0943e-05,0.33903109,0.625618746,0.701262289,0.0,1.0,0.983772451,7.5337e-05,0.202075491,6.4556e-05,9.6834e-05,0.636996004,0.0,0.66596995,1.0,264.0,0.401515152,158.0,370.0,370.0,158.0,370.0,158.0,370.0,7.020201847,0.435625157,3.962025316,10.078378378,10.078378378,3.962025316,10.078378378,3.962025316,10.078378378,0.456513451,0.56753131,1.6265e-05,1.0,0.695379812,0.056217517,0.644575707,0.167933773,0.596593863,0.078922802,0.593329164,-0.0,0.729712157,0.131789355,0.024615297,0.095666976,0.061266406,0.075858449,3877.5,1.78103,5995.0,0.666749,7951.0,0.0,7974.0,1.20748,1.25728,1.58798,0.956895,851.455,0.432176,7955.91,0.00988195,7973.0,7846.0,8016.0,0.272176,1.07032,0.845111,0.0230213,0.085463857,0.265373138,19.48925,8.82484,-0.0,37.10982,-0.0,-0.02157628,21.707052,-0.0,-0.0,-6.171461e-07,31.541945,4.599892,-0.0,0.588741,39.63981,26.68648
instances/Sat_Data/bmc/bmc08-100/prodconspold1.100.cnf,1.0,80174.0,179237.0,80173.0,179236.0,1.2473e-05,5.579e-06,0.447304113,0.625263154,0.693566258,0.0,1.0,0.993841744,2.9084e-05,0.201929108,2.4946e-05,3.7419e-05,0.635440171,0.0,0.668208396,1.0,380.95,0.956781742,6.0,1459.0,968.0,6.0,568.0,6.0,345.0,6.463753855,0.432095789,3.0,12.568882796,10.854625551,3.0,8.522887324,3.0,7.065466448,0.411815827,0.659223614,4.492e-05,1.0,0.777302767,0.068756185,0.623959894,0.155359687,0.431399207,0.168760533,0.760756166,-0.0,0.43573495,0.38049275,0.040288839,0.311845345,0.073163567,0.106451986,5858.0,0.0,18339.0,0.0,18339.0,18339.0,18339.0,1.61827,0.0,0.98311,0.0,3163.33,0.713645,18440.0,0.00835018,18460.0,18277.0,18460.0,0.742205,0.898732,0.910343,0.066764,0.079747463,0.134121243,225.58272,117.21475,-0.0,91.63439,-0.0,-0.0,10.290006,-0.0,-0.0,118.60176,-0.0,80.77337,-0.0,79.119514,227.26752,89.58747
instances/Sat_Data/bmc/bmc08-100/prodcellp2.100.cnf,1.0,51720.0,85681.0,51719.0,85680.0,1.9335e-05,1.1671e-05,0.603629785,0.629835823,0.712903458,0.0,1.0,0.947033979,4.4205e-05,0.197705755,3.8671e-05,5.8006e-05,0.598750158,0.0,0.713760504,1.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.333333333,0.0,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,2.333333333,0.462433039,0.529291952,3.231e-06,1.0,0.878392851,0.157379002,0.675151317,0.242056954,0.427639612,0.242303001,0.465659658,-0.0,0.434994371,0.393669809,0.089721792,0.372677079,0.153481563,0.218751787,4800.33,1.73169,7178.67,0.866048,10723.0,0.0,10723.0,1.55692,0.780921,2.12827,1.03864,113.8,1.18031,10859.2,0.00681307,10807.0,10804.0,10932.0,0.2415,0.52048,0.863163,0.00586605,0.12847557,0.500491252,45.78256,24.005003,-0.0,21.04769,-0.0,-0.0,1.2430934,-0.0,-0.0,22.778898,-9.085782e-07,14.8586,-0.0,15.204068,45.324547,17.232481
instances/Sat_Data/bmc/bmc08-100/pdtpmsgigamax.100.cnf,1.0,90315.0,261678.0,90314.0,261677.0,1.1072e-05,3.822e-06,0.345135415,0.572639807,0.778781622,0.0,1.0,1.029935371,2.5836e-05,0.202030095,2.2145e-05,3.3217e-05,0.636509753,0.0,0.666673036,1.0,323.714285714,0.469566458,55.0,582.0,505.0,139.0,477.0,187.0,344.0,13.878885958,1.959963197,5.079136691,111.909090909,8.492985972,5.202586207,6.918811881,5.861413043,6.422459893,0.489706064,0.450988349,1.3e-08,1.0,0.762698912,0.157166601,0.669538839,0.330711201,0.530876048,0.073314158,0.755139124,0.0,0.453542102,0.119993892,0.015149938,0.096973174,0.039296651,0.067644604,19277.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35396,0.0,1.54795,0.0,4538.5,0.305839,22595.0,0.000563307,22595.0,22586.0,22586.0,0.748238,0.446831,0.86805,0.029277,0.020386788,0.10236452,161.45659,62.47241,-0.0,571.7583,-0.0,80.81498,559.8121,-0.0,-0.0,-0.0,683.68915,185.71031,-0.0,-0.0,547.1291,496.02432
instances/Sat_Data/bmc/bmc08-100/139464p5.100.cnf,1.0,1876453.0,3747660.0,1876452.0,3747659.0,5.33e-07,2.67e-07,0.50069977,0.593389455,0.738822237,0.0,1.0,1.023682346,1.244e-06,0.202105403,1.066e-06,1.599e-06,0.637318323,0.0,0.665502117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433903928,0.682883838,7.183e-06,1.0,0.825529758,0.049100849,0.686922396,0.141432597,0.47343202,0.230784362,0.605519103,-0.0,0.46978571,0.428456979,0.06777269,0.379568056,0.110232628,0.1885427,771431.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6824,0.0,92.6951,0.0,570080.0,0.0,0.0,0.0,0.0,0.0,0.0,3.16315,0.0,3.7122,0.0,0.019691141,0.037752611,2995.9058,1558.9734,-0.0,1207.0198,-0.0,-0.0,137.88457,-0.0,-0.0,1583.2229,-0.0,1076.0765,-0.0,1051.749,3029.2869,1201.4089
instances/Sat_Data/bmc/bmc08-100/bj08autg3f2.100.cnf,1.0,199.0,100.0,198.0,99.0,0.005050505,0.01010101,2.0,0.336700337,0.222261108,0.0,1.0,0.112827275,0.0151005,0.03344424,0.01010101,0.015151515,0.056465174,0.0,0.01010101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507537688,0.985036563,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.717022613,0.31273473,0.0,1.0,0.9375,0.5,0.9375,0.5,0.75,0.0,0.0,13.7465,0.206417,14.0,10.0,17.0,0.982175,0.048292,0.989634,0.0281619,0.0228,6.54706,13.7597,0.205098,14.0,10.0,17.0,0.930152,0.226246,0.991259,0.0257304,0.994974874,0.994974874,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
instances/Sat_Data/bmc/bmc08-100/eijkS5378.100.cnf,1.0,225138.0,640191.0,225137.0,640190.0,4.442e-06,1.562e-06,0.35167216,0.47618155,0.925526087,0.0,1.0,1.080716986,1.0364e-05,0.202030137,8.883e-06,1.3325e-05,0.636510198,0.0,0.666672394,1.0,37.518518519,0.909822994,8.0,142.0,97.0,9.0,61.0,10.0,25.0,6.305367439,0.37989936,1.967741935,9.819672131,8.513513514,2.134020619,8.0,4.36,7.526315789,0.532364409,0.454374878,8.15e-07,1.0,0.804636744,0.13537453,0.709315064,0.392822076,0.601875311,0.084214421,0.921487953,0.0,0.469071296,0.145679314,0.016055829,0.094873763,0.045118126,0.070333541,113918.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16473,0.0,6.87479,0.0,24802.0,0.0,56289.0,0.0,56289.0,56289.0,56289.0,1.68795,0.0,0.973173,0.0,0.014589321,0.068737931,1052.7087,537.58624,-0.0,388.25702,-0.0,-0.0,65.39888,-0.0,-0.0,584.17975,-0.0,396.90564,-0.0,387.9058,1073.107,447.8706
