@RELATION FEATURE_VALUES-SAT11-RANDOM

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC

@DATA
SAT11/random/large/unif-k3-r4.2-v15000-c63000-S980027332-029-UNKNOWN.cnf,1,206.06427,87.80883,-0.0,781.0756,-0.0,126.815506,782.22076,-0.0,-0.0,-0.0,958.60144,258.1954,-0.0,-0.0,754.04944,695.1966
SAT11/random/medium/unif-k3-r4.26-v700-c2982-S942849-099.UNKNOWN.cnf,1,13.554511,5.4207783,-0.0,49.332012,-0.0,6.9202924,48.123417,-0.0,-0.0,-0.0,58.76322,16.041122,-0.0,-0.0,46.959408,42.644165
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1008065350-031.UNKNOWN.cnf,1,11.033318,4.318807,-0.0,38.859528,-0.0,4.960175,37.202084,-0.0,-7.757675e-06,-0.0,45.184326,12.424445,-0.0,-1.0646887e-05,36.559547,32.83752
SAT11/random/large/unif-k7-r85-v400-c34000-S536077088-015-UNKNOWN.cnf,1,11.166567,5.6240835,-0.0,6.1162925,-0.0,-0.004358732,0.48532882,-0.007429413,-0.00034969073,5.750014,-0.1651405,3.7966104,-0.0,3.4926903,12.351139,4.629939
SAT11/random/medium/unif-k7-r89-v90-c8010-S51928934-076.SATISFIABLE.cnf,1,1.2212118,0.47345826,-7.092378e-06,4.994522,-0.0,0.20748842,4.185626,-0.051034894,-0.16149397,-0.035412192,5.170996,1.4664105,-0.14655934,-0.16190512,4.2718816,3.6709745
SAT11/random/medium/unif-k7-r89-v50-c4450-S1880985555-004.UNKNOWN.cnf,1,0.9944927,0.41499782,-1.8590892e-05,4.677149,-0.0,0.23936331,4.054528,-0.058527566,-0.16045198,-0.036161073,4.982096,1.4586711,-0.1590415,-0.16260873,3.9751725,3.5246878
SAT11/random/large/unif-k5-r20-v1250-c25000-S871131876-087-UNKNOWN.cnf,1,31.14685,15.349335,-0.0,10.0760145,-0.0,-0.0,2.4122865,-0.0,-0.0,18.132296,-6.295347e-06,12.2714815,-0.0,12.347302,31.701546,14.398423
SAT11/random/medium/unif-k3-r4.26-v550-c2343-S960198064-030.SATISFIABLE.cnf,1,11.670883,4.5736995,-0.0,41.56653,-0.0,5.458492,40.06248,-0.0,-1.2033013e-06,-0.0,48.713062,13.387865,-0.0,-2.055657e-06,39.23641,35.38147
SAT11/random/medium/unif-k7-r89-v70-c6230-S1018943457-089.SATISFIABLE.cnf,1,1.1773127,0.46856564,-3.171723e-06,5.095964,-0.0,0.26283726,4.4059625,-0.044934575,-0.16401996,-0.025206469,5.4162126,1.5840702,-0.14786819,-0.16537826,4.3750014,3.8432655
SAT11/random/medium/unif-k3-r4.26-v800-c3408-S1536861174-069.SATISFIABLE.cnf,1,13.353153,5.3293586,-0.0,48.54621,-0.0,6.774318,47.327915,-0.0,-0.0,-0.0,57.745785,15.788317,-0.0,-0.0,46.157703,41.90598
SAT11/random/medium/unif-k7-r89-v80-c7120-S1801179747-047.SATISFIABLE.cnf,1,1.0517284,0.4178748,-3.6046316e-05,4.6000533,-0.0,0.18471725,3.850264,-0.06475152,-0.15821499,-0.048416287,4.7642784,1.3486356,-0.15780684,-0.1584125,3.8981407,3.368047
SAT11/random/medium/unif-k7-r89-v70-c6230-S635440951-015.UNKNOWN.cnf,1,1.0258722,0.41630134,-2.5482519e-05,4.64376,-0.0,0.21156386,3.9558222,-0.06145482,-0.15954936,-0.041721128,4.879263,1.4063042,-0.15842596,-0.16069275,3.94171,3.4497514
SAT11/random/medium/unif-k3-r4.26-v600-c2556-S379672572-039.SATISFIABLE.cnf,1,11.988794,4.7111273,-0.0,42.913357,-0.0,5.7171216,41.48204,-0.0,-3.131749e-07,-0.0,50.487392,13.85657,-0.0,-9.118336e-07,40.58744,36.661366
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S357264423-067-UNKNOWN.cnf,1,282.30756,120.36039,-0.0,1070.1396,-0.0,174.01524,1071.9205,-0.0,-0.0,-0.0,1313.8356,353.68613,-0.0,-0.0,1033.4391,952.83167
SAT11/random/large/unif-k7-r85-v150-c12750-S1737989193-079-UNKNOWN.cnf,1,2.4471455,0.8751242,-0.0,6.673203,-0.0,0.07481855,4.8562384,-0.014405708,-0.16718821,-0.051080275,6.129381,1.4008054,-0.039468862,-0.15188545,5.9749837,4.536081
